parametre;valeur
duree_acquisition_s;5.5826249300007476
temps_exposition_rf_s;0.310592
taux_occupation_percent;5.563547684009615
puissance_moyenne_nw;12.315576153039338
energie_totale_nj;3.825119428524794
indice_tempo;65.5296
niveau_tempo;ROUGE
bande_frequence;2,4 GHz — BLE
note;Indice expérimental non réglementaire.
