parametre;valeur
debut;2026-08-08T20:32:21.139457
motif_arret;arrêt manuel
nombre_mesures;17517
energie_totale_j;1.8323198442860252e-09
simulation_activee;False
mcp3208_active;False
ble_actif;True
wifi_actif;False
lora_simulation_active;False
lora_reel_actif;False
