parametre;valeur
debut;2026-08-24T15:12:27.904571
motif_arret;arrêt manuel
nombre_mesures;449
energie_totale_j;4.249363738885814e-06
simulation_activee;False
mcp3208_active;False
ble_actif;True
wifi_actif;True
lora_simulation_active;False
lora_reel_actif;False
