numero;timestamp_s;temps_relatif_s;mac;longueur_payload_octets;type_pdu;rssi_dbm;canal;duree_estimee_us;timestamp_fin_s;intervalle_ms;company_id;donnees_brutes;uuid_cible;major_cible;minor_cible
1;1784213563.742136955;0.000000;42:86:7d:02:78:90;36;0x00;-66;38;368.000;1784213563.742505074;;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
2;1784213563.768611908;0.026475;42:86:7d:02:78:90;36;0x00;-69;39;368.000;1784213563.768980026;26.475;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
3;1784213564.038278103;0.296141;42:86:7d:02:78:90;36;0x00;-64;38;368.000;1784213564.038646221;269.666;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
4;1784213564.064966917;0.322830;42:86:7d:02:78:90;36;0x00;-68;39;368.000;1784213564.065335035;26.689;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
5;1784213564.392529011;0.650392;42:86:7d:02:78:90;36;0x00;-66;37;368.000;1784213564.392897129;327.562;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
6;1784213564.414072990;0.671936;42:86:7d:02:78:90;36;0x00;-62;38;368.000;1784213564.414441109;21.544;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
7;1784213564.440912008;0.698775;42:86:7d:02:78:90;36;0x00;-66;39;368.000;1784213564.441280127;26.839;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
8;1784213564.603847027;0.861710;42:86:7d:02:78:90;36;0x00;-64;38;368.000;1784213564.604215145;162.935;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
9;1784213564.604901075;0.862764;42:86:7d:02:78:90;36;0x00;-66;39;368.000;1784213564.605269194;1.054;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
10;1784213564.896395922;1.154259;42:86:7d:02:78:90;36;0x00;-62;38;368.000;1784213564.896764040;291.495;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
11;1784213564.928586006;1.186449;42:86:7d:02:78:90;36;0x00;-67;39;368.000;1784213564.928954124;32.190;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
12;1784213565.244945049;1.502808;42:86:7d:02:78:90;36;0x00;-60;38;368.000;1784213565.245313168;316.359;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
13;1784213565.276802063;1.534665;42:86:7d:02:78:90;36;0x00;-67;39;368.000;1784213565.277170181;31.857;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
