numero_trame,temps_debut_s,temps_fin_s,duree_us,mac,rssi_dbm,canal,longueur_payload_octets,type_pdu,phy
1,1784153985.503443956,1784153985.503723860,280.000,7f:86:41:7a:b7:3a,-79,37,25,0x00,LE 1M
2,1784153985.592547894,1784153985.592723846,176.000,7b:a7:ce:09:98:d7,-44,38,12,0x03,LE 1M
3,1784153985.634531975,1784153985.634804010,272.000,7b:a7:ce:09:98:d7,-77,39,24,0x00,LE 1M
4,1784153985.661639929,1784153985.661911964,272.000,7c:90:5e:19:43:dd,-86,37,24,0x00,LE 1M
5,1784153985.662816048,1784153985.663079977,264.000,72:53:05:8e:19:88,-70,38,23,0x00,LE 1M
6,1784153985.663590908,1784153985.663854837,264.000,72:53:05:8e:19:88,-67,39,23,0x00,LE 1M
7,1784153985.774728060,1784153985.775007963,280.000,7f:86:41:7a:b7:3a,-77,37,25,0x00,LE 1M
8,1784153986.117839098,1784153986.117991209,152.000,35:cb:73:33:ce:f9,-98,38,9,0x00,LE 1M
9,1784153986.155090094,1784153986.155362129,272.000,7b:a7:ce:09:98:d7,-77,39,24,0x00,LE 1M
10,1784153986.193262100,1784153986.193534136,272.000,7c:90:5e:19:43:dd,-84,37,24,0x00,LE 1M
11,1784153986.336563110,1784153986.336835146,272.000,inconnue,-85,38,24,0x0c,LE 1M
12,1784153986.369278908,1784153986.369550943,272.000,6f:e6:89:6a:fe:0c,-81,39,24,0x00,LE 1M
13,1784153986.401493073,1784153986.401772976,280.000,60:6a:4b:f3:ff:78,-88,37,25,0x00,LE 1M
14,1784153986.745918036,1784153986.746181965,264.000,72:53:05:8e:19:88,-70,38,23,0x00,LE 1M
15,1784153986.767442942,1784153986.767706871,264.000,72:53:05:8e:19:88,-67,39,23,0x00,LE 1M
16,1784153986.799375057,1784153986.799647093,272.000,4c:20:a8:b2:76:c1,-85,37,24,0x00,LE 1M
17,1784153987.032699108,1784153987.032963037,264.000,72:53:05:8e:19:88,-77,38,23,0x00,LE 1M
18,1784153987.065330029,1784153987.065593958,264.000,72:53:05:8e:19:88,-68,39,23,0x00,LE 1M
19,1784153987.154318094,1784153987.154597998,280.000,7f:86:41:7a:b7:3a,-77,37,25,0x00,LE 1M
20,1784153987.358408928,1784153987.358600855,192.000,f1:b2:f4:eb:27:1a,-77,38,14,0x02,LE 1M
21,1784153987.438724041,1784153987.438996077,272.000,6f:e6:89:6a:fe:0c,-80,39,24,0x00,LE 1M
22,1784153987.476365089,1784153987.476644993,280.000,75:64:f3:64:d7:30,-86,37,25,0x00,LE 1M
23,1784153987.867400885,1784153987.867664814,264.000,72:53:05:8e:99:88,-72,38,23,0x00,LE 1M
24,1784153987.894778967,1784153987.895042896,264.000,72:53:05:8e:19:88,-68,39,23,0x00,LE 1M
25,1784153987.973109007,1784153987.973381042,272.000,6f:e6:89:6a:fe:0c,-87,37,24,0x00,LE 1M
26,1784153988.130817890,1784153988.131081820,264.000,72:53:05:8e:19:88,-71,38,23,0x00,LE 1M
27,1784153988.178689003,1784153988.178952932,264.000,72:53:05:8e:19:88,-69,39,23,0x00,LE 1M
28,1784153988.196329117,1784153988.196593046,264.000,5b:24:72:77:32:1d,-88,37,23,0x00,LE 1M
29,1784153988.256686926,1784153988.256958961,272.000,6f:e6:89:6a:ff:0c,-80,38,24,0x00,LE 1M
30,1784153988.283312082,1784153988.283584118,272.000,6f:e6:89:6a:fe:0c,-81,39,24,0x00,LE 1M
31,1784153988.284110069,1784153988.284301996,192.000,e7:35:69:a1:8a:67,-78,37,14,0x02,LE 1M
32,1784153988.411792994,1784153988.412056923,264.000,72:53:05:8e:19:88,-71,38,23,0x00,LE 1M
33,1784153988.459005117,1784153988.459269047,264.000,72:53:05:8e:19:88,-68,39,23,0x00,LE 1M
34,1784153988.487775087,1784153988.487967014,192.000,f0:d8:ee:4e:06:e9,-85,37,14,0x02,LE 1M
35,1784153988.530903101,1784153988.531183004,280.000,7f:86:41:7a:b7:3a,-85,38,25,0x00,LE 1M
36,1784153988.585536003,1784153988.585727930,192.000,c3:4c:ca:88:99:5f,-83,39,14,0x02,LE 1M
37,1784153988.612287045,1784153988.612566948,280.000,60:6a:4b:f3:ff:78,-90,37,25,0x00,LE 1M
38,1784153988.950890064,1784153988.951153994,264.000,72:53:05:8e:19:88,-71,38,23,0x00,LE 1M
39,1784153988.973381042,1784153988.973644972,264.000,72:53:05:8e:19:88,-68,39,23,0x00,LE 1M
40,1784153988.985131979,1784153988.985323906,192.000,ec:7d:b2:f1:4b:6c,-85,37,14,0x02,LE 1M
41,1784153989.349519968,1784153989.349792004,272.000,4f:e6:89:6b:fe:0e,-81,38,24,0x00,LE 1M
42,1784153989.355536938,1784153989.355808973,272.000,6f:e6:89:6a:fe:0c,-82,39,24,0x00,LE 1M
43,1784153989.363368034,1784153989.363647938,280.000,75:64:f3:64:d7:30,-84,37,25,0x00,LE 1M
44,1784153989.514487028,1784153989.514750957,264.000,72:53:03:8e:19:88,-68,38,23,0x00,LE 1M
45,1784153989.540879011,1784153989.541142941,264.000,72:53:05:8e:19:88,-69,39,23,0x00,LE 1M
46,1784153989.582732916,1784153989.582924843,192.000,da:7c:d9:40:92:e3,-87,37,14,0x02,LE 1M
47,1784153989.790498972,1784153989.790762901,264.000,72:53:05:8e:19:88,-72,38,23,0x00,LE 1M
48,1784153989.817519903,1784153989.817783833,264.000,72:53:05:8e:19:88,-70,39,23,0x00,LE 1M
49,1784153989.866063118,1784153989.866255045,192.000,c2:05:f0:b0:91:33,-75,37,14,0x02,LE 1M
50,1784153990.343556881,1784153990.343820810,264.000,72:53:05:8e:19:88,-68,38,23,0x00,LE 1M
51,1784153990.380532026,1784153990.380795956,264.000,72:53:05:8e:19:88,-70,39,23,0x00,LE 1M
52,1784153990.434354067,1784153990.434633970,280.000,7f:86:41:7a:b7:3a,-77,37,25,0x00,LE 1M
53,1784153990.887104034,1784153990.887367964,264.000,72:53:05:8e:1d:88,-70,38,23,0x00,LE 1M
54,1784153990.913628101,1784153990.913892031,264.000,72:53:05:8e:19:88,-75,39,23,0x00,LE 1M
55,1784153990.995191097,1784153990.995471001,280.000,7f:86:41:7a:b7:3a,-77,37,25,0x00,LE 1M
56,1784153991.017725945,1784153991.018101931,376.000,0d:38:84:bf:f7:41,-96,38,37,0x02,LE 1M
57,1784153991.080542088,1784153991.080821991,280.000,60:6a:4b:f3:ff:78,-87,39,25,0x00,LE 1M
58,1784153991.124856949,1784153991.125128984,272.000,7b:a7:ce:09:98:d7,-76,37,24,0x00,LE 1M
59,1784153991.640671015,1784153991.640943050,272.000,7b:a7:ce:09:98:d7,-79,38,24,0x00,LE 1M
60,1784153991.677587986,1784153991.677860022,272.000,7b:a7:ce:09:98:d7,-77,39,24,0x00,LE 1M
61,1784153991.725608110,1784153991.725880146,272.000,7c:90:5e:19:43:dd,-87,37,24,0x00,LE 1M
62,1784153991.751920938,1784153991.752184868,264.000,72:53:05:8e:19:88,-73,38,23,0x00,LE 1M
63,1784153991.775156975,1784153991.775420904,264.000,72:53:05:8e:19:88,-76,39,23,0x00,LE 1M
64,1784153991.806969881,1784153991.807241917,272.000,4c:20:a8:b2:76:c1,-83,37,24,0x00,LE 1M
65,1784153991.856276035,1784153991.856555939,280.000,75:64:f3:64:d7:30,-87,38,25,0x00,LE 1M
66,1784153991.884263039,1784153991.884454966,192.000,c2:05:f0:b0:91:33,-77,39,14,0x02,LE 1M
67,1784153991.911252022,1784153991.911427975,176.000,4c:8c:47:0d:7f:15,-44,37,12,0x03,LE 1M
68,1784153991.959130049,1784153991.959393978,264.000,72:53:05:8e:19:88,-72,38,23,0x00,LE 1M
69,1784153991.985734940,1784153991.985998869,264.000,72:53:05:8e:19:88,-75,39,23,0x00,LE 1M
70,1784153992.008752108,1784153992.009024143,272.000,4c:20:a8:b2:76:c1,-84,37,24,0x00,LE 1M
71,1784153992.464019060,1784153992.464226961,208.000,7b:a7:cc:09:98:d7,-77,38,16,0x00,LE 1M
72,1784153992.490459919,1784153992.490731955,272.000,7b:a7:ce:09:98:d7,-76,39,24,0x00,LE 1M
73,1784153992.522511005,1784153992.522774935,264.000,72:53:05:8e:19:88,-75,37,23,0x00,LE 1M
74,1784153992.641078949,1784153992.641350985,272.000,6f:e6:89:6a:fe:0c,-79,38,24,0x00,LE 1M
75,1784153992.647128105,1784153992.647408009,280.000,7f:86:41:7a:b7:3a,-96,39,25,0x02,LE 1M
76,1784153992.708914042,1784153992.709193945,280.000,60:68:5b:c2:fe:70,-98,37,25,0x00,LE 1M
77,1784153992.789554119,1784153992.789818048,264.000,72:53:05:8e:19:a8,-73,38,23,0x00,LE 1M
78,1784153992.790371895,1784153992.790635824,264.000,72:53:05:8e:19:88,-75,39,23,0x00,LE 1M
79,1784153992.802190065,1784153992.802462101,272.000,4c:20:a8:b2:76:c1,-84,37,24,0x00,LE 1M
80,1784153993.062217951,1784153993.062481880,264.000,72:53:05:8e:19:88,-71,38,23,0x00,LE 1M
81,1784153993.094245911,1784153993.094509840,264.000,72:53:05:8e:19:88,-73,39,23,0x00,LE 1M
82,1784153993.131408930,1784153993.131680965,272.000,4c:20:a8:b2:76:c1,-85,37,24,0x00,LE 1M
83,1784153993.895102024,1784153993.895365953,264.000,72:53:05:8e:19:88,-68,38,23,0x00,LE 1M
84,1784153993.921752930,1784153993.922016859,264.000,72:53:05:8e:19:88,-70,39,23,0x00,LE 1M
85,1784153993.948322058,1784153993.948594093,272.000,4c:20:a8:b2:76:c1,-82,37,24,0x00,LE 1M
86,1784153994.165679932,1784153994.165943861,264.000,42:53:05:8e:19:88,-75,38,23,0x04,LE 1M
87,1784153994.182178020,1784153994.182441950,264.000,72:53:05:8e:19:88,-73,39,23,0x00,LE 1M
88,1784153994.182985067,1784153994.183257103,272.000,4c:20:a8:b2:76:c1,-84,37,24,0x00,LE 1M
89,1784153994.440110922,1784153994.440374851,264.000,72:53:05:8e:19:88,-68,38,23,0x00,LE 1M
90,1784153994.471931934,1784153994.472195864,264.000,72:53:05:8e:19:88,-75,39,23,0x00,LE 1M
91,1784153994.509016037,1784153994.509288073,272.000,4c:20:a8:b2:76:c1,-82,37,24,0x00,LE 1M
92,1784153994.690594912,1784153994.690858841,264.000,72:53:05:8e:19:88,-71,38,23,0x00,LE 1M
93,1784153994.717672110,1784153994.717936039,264.000,72:53:05:8e:19:88,-77,39,23,0x00,LE 1M
94,1784153994.744901896,1784153994.745173931,272.000,4c:20:a8:b2:76:c1,-82,37,24,0x00,LE 1M
95,1784153995.006689072,1784153995.006953001,264.000,72:53:05:8e:19:8a,-71,38,23,0x00,LE 1M
96,1784153995.028152943,1784153995.028416872,264.000,72:53:05:8e:19:88,-76,39,23,0x00,LE 1M
97,1784153995.056735039,1784153995.057007074,272.000,4c:20:a8:b2:76:c1,-82,37,24,0x00,LE 1M
98,1784153995.138237000,1784153995.138509035,272.000,6f:e6:89:6a:fe:0c,-78,38,24,0x00,LE 1M
99,1784153995.169996023,1784153995.170268059,272.000,6f:e6:89:6a:fe:0c,-86,39,24,0x00,LE 1M
100,1784153995.202616930,1784153995.202896833,280.000,75:64:f3:64:d7:30,-87,37,25,0x00,LE 1M
101,1784153995.253873110,1784153995.254153013,280.000,75:64:f3:64:d7:30,-88,38,25,0x00,LE 1M
102,1784153995.276726007,1784153995.276998043,272.000,7b:a7:ce:09:98:d7,-77,39,24,0x00,LE 1M
103,1784153995.303194046,1784153995.303369999,176.000,60:6a:4b:f3:ff:78,-44,37,12,0x03,LE 1M
104,1784153995.345264912,1784153995.345528841,264.000,72:53:05:8e:19:88,-69,38,23,0x00,LE 1M
105,1784153995.392508030,1784153995.392771959,264.000,72:53:05:8e:19:88,-70,39,23,0x00,LE 1M
106,1784153995.430386066,1784153995.430562019,176.000,4c:8c:47:0d:7f:15,-44,37,12,0x03,LE 1M
107,1784153995.473853111,1784153995.474125147,272.000,7b:a7:ce:09:98:d7,-79,38,24,0x00,LE 1M
108,1784153995.505223036,1784153995.505495071,272.000,7b:a7:ce:09:98:d7,-77,39,24,0x00,LE 1M
109,1784153995.526684999,1784153995.526860952,176.000,4c:8c:47:0d:7f:15,-44,37,12,0x03,LE 1M
110,1784153995.565979004,1784153995.566242933,264.000,72:53:05:8e:19:88,-66,38,23,0x00,LE 1M
111,1784153995.571033001,1784153995.571296930,264.000,72:53:05:8e:19:88,-71,39,23,0x00,LE 1M
112,1784153995.589159012,1784153995.589431047,272.000,4c:20:a8:b2:76:c1,-82,37,24,0x00,LE 1M
113,1784153995.796623945,1784153995.796887875,264.000,72:53:05:8e:99:88,-68,38,23,0x00,LE 1M
114,1784153995.812943935,1784153995.813207865,264.000,72:53:05:8e:19:88,-74,39,23,0x00,LE 1M
115,1784153995.851736069,1784153995.851912022,176.000,4c:20:a8:b2:76:c1,-44,37,12,0x03,LE 1M
116,1784153996.092363119,1784153996.092627048,264.000,72:53:05:8e:19:88,-68,38,23,0x00,LE 1M
117,1784153996.124052048,1784153996.124315977,264.000,72:53:05:8e:19:88,-77,39,23,0x00,LE 1M
118,1784153996.150934935,1784153996.151110888,176.000,4c:8c:47:0d:7f:15,-44,37,12,0x03,LE 1M
119,1784153996.356357098,1784153996.356621027,264.000,72:53:05:8e:19:88,-67,38,23,0x00,LE 1M
120,1784153996.393752098,1784153996.394016027,264.000,72:53:05:8e:19:88,-79,39,23,0x00,LE 1M
121,1784153996.410394907,1784153996.410666943,272.000,4c:20:a8:b2:76:c1,-84,37,24,0x00,LE 1M
122,1784153996.630506992,1784153996.630770922,264.000,72:53:05:8e:19:88,-66,38,23,0x00,LE 1M
123,1784153996.673808098,1784153996.674072027,264.000,72:53:05:8e:19:88,-82,39,23,0x00,LE 1M
124,1784153996.716351032,1784153996.716623068,272.000,4c:20:a8:b2:76:c1,-84,37,24,0x00,LE 1M
125,1784153996.911664963,1784153996.911928892,264.000,72:53:05:8e:19:88,-66,38,23,0x00,LE 1M
126,1784153996.945215940,1784153996.945479870,264.000,72:53:05:8e:19:88,-84,39,23,0x00,LE 1M
127,1784153996.977283001,1784153996.977458954,176.000,4c:8c:47:0d:7f:15,-44,37,12,0x03,LE 1M
128,1784153997.185348988,1784153997.185612917,264.000,72:53:05:8e:19:88,-67,38,23,0x00,LE 1M
129,1784153997.207087040,1784153997.207350969,264.000,72:53:05:8e:19:88,-82,39,23,0x00,LE 1M
130,1784153997.249720097,1784153997.249984026,264.000,6a:e4:32:77:32:1d,-87,37,23,0x00,LE 1M
131,1784153997.393743038,1784153997.393934965,192.000,f1:b2:f4:eb:27:1a,-67,38,14,0x02,LE 1M
132,1784153997.436019897,1784153997.436291933,272.000,7b:a7:ce:09:98:d7,-77,39,24,0x00,LE 1M
133,1784153997.469826937,1784153997.470002890,176.000,60:6a:4b:f3:ff:78,-44,37,12,0x03,LE 1M
134,1784153997.502697945,1784153997.502961874,264.000,72:53:05:8e:19:88,-66,38,23,0x00,LE 1M
135,1784153997.525006056,1784153997.525269985,264.000,72:53:05:8e:19:88,-80,39,23,0x00,LE 1M
136,1784153997.552743912,1784153997.553007841,264.000,6a:e4:32:77:32:1d,-86,37,23,0x00,LE 1M
137,1784153997.669430971,1784153997.669606924,176.000,7b:a7:ce:09:98:d7,-44,38,12,0x03,LE 1M
138,1784153997.703531027,1784153997.703803062,272.000,7b:a7:ce:09:98:d7,-77,39,24,0x00,LE 1M
139,1784153997.732736111,1784153997.733008146,272.000,7c:90:5e:19:43:dd,-87,37,24,0x00,LE 1M
140,1784153997.744096041,1784153997.744271994,176.000,7c:90:5e:19:43:dd,-44,38,12,0x03,LE 1M
141,1784153997.775896072,1784153997.776168108,272.000,7c:90:5e:19:43:dd,-90,39,24,0x00,LE 1M
142,1784153997.802187920,1784153997.802451849,264.000,72:53:05:8e:19:88,-69,37,23,0x00,LE 1M
143,1784153997.833782911,1784153997.834046841,264.000,72:53:05:8e:19:88,-66,38,23,0x00,LE 1M
144,1784153997.883200884,1784153997.883464813,264.000,72:53:05:8e:19:88,-81,39,23,0x00,LE 1M
145,1784153997.915196896,1784153997.915460825,264.000,6a:e4:32:77:32:1d,-87,37,23,0x00,LE 1M
146,1784153997.942337990,1784153997.942513943,176.000,4c:20:a8:b2:76:c1,-44,38,12,0x03,LE 1M
147,1784153997.963702917,1784153997.963974953,272.000,4c:20:a8:b2:76:c1,-84,39,24,0x00,LE 1M
148,1784153997.990164995,1784153997.990444899,280.000,7f:86:41:7a:b7:3a,-77,37,25,0x00,LE 1M
149,1784153998.026757002,1784153998.027029037,272.000,6f:e6:89:6a:ce:0c,-80,38,24,0x00,LE 1M
150,1784153998.027606010,1784153998.027997971,392.000,inconnue,-98,39,39,0x07,LE 1M
151,1784153998.028781891,1784153998.029053926,272.000,7b:a7:ce:09:98:d7,-76,37,24,0x00,LE 1M
152,1784153998.030539036,1784153998.030714989,176.000,7b:a7:ce:09:98:d7,-44,38,12,0x03,LE 1M
153,1784153998.058204889,1784153998.058476925,272.000,7b:a7:ce:09:98:d7,-77,39,24,0x00,LE 1M
154,1784153998.086683035,1784153998.086874962,192.000,c0:66:24:39:4d:31,-87,37,14,0x02,LE 1M
155,1784153998.135046005,1784153998.135309935,264.000,72:53:05:8e:19:88,-66,38,23,0x00,LE 1M
156,1784153998.151376009,1784153998.151648045,272.000,4c:20:a8:b2:76:c1,-84,39,24,0x00,LE 1M
157,1784153998.173321962,1784153998.173601866,280.000,7f:86:41:7a:b7:3a,-77,37,25,0x00,LE 1M
158,1784153998.199948072,1784153998.200124025,176.000,45:8e:23:91:e8:90,-44,38,12,0x03,LE 1M
159,1784153998.227632046,1784153998.227983952,352.000,0d:33:31:c1:80:21,-77,39,34,0x00,LE 1M
160,1784153998.257282019,1784153998.257554054,272.000,7c:90:5e:19:43:dd,-86,37,24,0x00,LE 1M
161,1784153998.278989077,1784153998.279253006,264.000,72:53:05:8e:19:88,-67,38,23,0x00,LE 1M
162,1784153998.279844046,1784153998.280107975,264.000,72:53:05:8e:19:88,-87,39,23,0x00,LE 1M
163,1784153998.280879974,1784153998.281071901,192.000,e7:35:69:a1:8a:67,-78,37,14,0x02,LE 1M
164,1784153998.342149019,1784153998.342324972,176.000,4c:20:a8:b2:76:c1,-44,38,12,0x03,LE 1M
165,1784153998.373577118,1784153998.373849154,272.000,4c:20:a8:b2:76:c1,-84,39,24,0x00,LE 1M
166,1784153998.401063919,1784153998.401343822,280.000,7f:86:41:7a:b7:3a,-77,37,25,0x00,LE 1M
167,1784153998.417171001,1784153998.417346954,176.000,6f:e6:89:6a:fe:0c,-44,38,12,0x03,LE 1M
168,1784153998.482892990,1784153998.483084917,192.000,f0:da:ee:4e:06:e9,-96,39,14,0x02,LE 1M
169,1784153998.504614115,1784153998.504886150,272.000,7b:a7:ce:09:98:d7,-76,37,24,0x00,LE 1M
170,1784153998.531127930,1784153998.531303883,176.000,7b:a7:ce:09:98:d7,-44,38,12,0x03,LE 1M
171,1784153998.557703018,1784153998.557975054,272.000,7b:a7:ce:09:98:d7,-77,39,24,0x00,LE 1M
172,1784153998.579107046,1784153998.579379082,272.000,7c:90:5e:19:43:dd,-87,37,24,0x00,LE 1M
173,1784153998.606093884,1784153998.606269836,176.000,7c:90:5e:19:43:dd,-44,38,12,0x03,LE 1M
174,1784153998.638787985,1784153998.639060020,272.000,7c:90:5e:19:43:dd,-91,39,24,0x00,LE 1M
175,1784153998.693357944,1784153998.693621874,264.000,6a:e4:32:77:32:1d,-87,37,23,0x00,LE 1M
176,1784153998.724910975,1784153998.725086927,176.000,4c:20:a8:b2:76:c1,-44,38,12,0x03,LE 1M
177,1784153998.756450891,1784153998.756722927,272.000,4c:20:a8:b2:76:c1,-84,39,24,0x00,LE 1M
178,1784153998.798589945,1784153998.798781872,192.000,c3:4c:ca:88:99:5f,-85,37,14,0x02,LE 1M
179,1784153998.831460953,1784153998.831636906,176.000,6f:e6:89:6a:fe:0c,-44,38,12,0x03,LE 1M
180,1784153998.874588966,1784153998.874868870,280.000,60:6a:4b:f3:ff:78,-90,39,25,0x00,LE 1M
181,1784153998.896543980,1784153998.896816015,272.000,7b:a7:ce:09:98:d7,-76,37,24,0x00,LE 1M
182,1784153998.944771051,1784153998.944947004,176.000,7b:a7:ce:09:98:d7,-44,38,12,0x03,LE 1M
183,1784153998.976887941,1784153998.977159977,272.000,7b:a7:ce:09:98:d7,-77,39,24,0x00,LE 1M
184,1784153999.003546000,1784153999.003818035,272.000,7c:90:5e:19:43:dd,-87,37,24,0x00,LE 1M
185,1784153999.035073996,1784153999.035249949,176.000,7c:90:5e:19:43:dd,-44,38,12,0x03,LE 1M
186,1784153999.057688951,1784153999.057960987,272.000,64:90:5e:19:43:dd,-90,39,24,0x00,LE 1M
187,1784153999.095040083,1784153999.095304012,264.000,72:53:05:8e:19:88,-71,37,23,0x00,LE 1M
188,1784153999.126943111,1784153999.127207041,264.000,72:53:05:8e:19:88,-67,38,23,0x00,LE 1M
189,1784153999.153547049,1784153999.153810978,264.000,72:53:05:8e:f9:88,-88,39,23,0x00,LE 1M
190,1784153999.180500031,1784153999.180772066,272.000,4c:20:a8:b2:76:c1,-84,37,24,0x00,LE 1M
191,1784153999.217349052,1784153999.217525005,176.000,4c:20:a8:b2:76:c1,-44,38,12,0x03,LE 1M
192,1784153999.234918118,1784153999.235190153,272.000,4c:20:a8:b2:76:c1,-83,39,24,0x00,LE 1M
193,1784153999.236264944,1784153999.236536980,272.000,6f:e6:89:6a:fe:0c,-83,37,24,0x00,LE 1M
194,1784153999.237221956,1784153999.237493992,272.000,6f:e6:89:6a:fe:0c,-82,38,24,0x00,LE 1M
195,1784153999.248344898,1784153999.248616934,272.000,6f:26:89:6a:fe:0c,-87,39,24,0x00,LE 1M
196,1784153999.285876989,1784153999.286156893,280.000,75:64:f3:64:d7:30,-87,37,25,0x00,LE 1M
197,1784153999.328473091,1784153999.328649044,176.000,60:6a:4b:f3:ff:78,-44,38,12,0x03,LE 1M
198,1784153999.355077982,1784153999.355357885,280.000,60:6a:4b:f3:ff:78,-89,39,25,0x00,LE 1M
199,1784153999.381846905,1784153999.382118940,272.000,7b:a7:ce:09:98:d7,-76,37,24,0x00,LE 1M
200,1784153999.409518003,1784153999.409693956,176.000,7b:a7:ce:09:98:d7,-44,38,12,0x03,LE 1M
201,1784153999.431366920,1784153999.431638956,272.000,7b:a7:ce:09:98:d7,-77,39,24,0x00,LE 1M
202,1784153999.464349031,1784153999.464621067,272.000,7c:90:5e:19:43:dd,-86,37,24,0x00,LE 1M
203,1784153999.491055012,1784153999.491230965,176.000,7c:90:5e:19:43:dd,-44,38,12,0x03,LE 1M
204,1784153999.537935019,1784153999.538207054,272.000,7c:90:5e:19:43:dd,-89,39,24,0x00,LE 1M
205,1784153999.564395905,1784153999.564659834,264.000,72:53:05:8e:19:88,-71,37,23,0x00,LE 1M
206,1784153999.586286068,1784153999.586549997,264.000,72:53:05:8e:19:88,-64,38,23,0x00,LE 1M
207,1784153999.613315105,1784153999.613587141,272.000,4c:20:a8:b2:76:c1,-85,39,24,0x00,LE 1M
208,1784153999.637904882,1784153999.638176918,272.000,6f:e6:89:6a:fe:0c,-83,37,24,0x00,LE 1M
209,1784153999.664921999,1784153999.665097952,176.000,6f:e6:89:6a:fe:0c,-44,38,12,0x03,LE 1M
210,1784153999.692321062,1784153999.692593098,272.000,7b:a7:ce:09:98:d7,-77,39,24,0x00,LE 1M
211,1784153999.724318981,1784153999.724591017,272.000,7c:90:5e:19:43:dd,-87,37,24,0x00,LE 1M
212,1784153999.755661011,1784153999.755836964,176.000,7c:90:5e:19:43:dd,-44,38,12,0x03,LE 1M
213,1784153999.767043114,1784153999.767307043,264.000,72:53:05:8e:19:88,-91,39,23,0x00,LE 1M
214,1784153999.783205032,1784153999.783396959,192.000,f1:b2:f4:eb:27:1a,-72,37,14,0x02,LE 1M
215,1784153999.842679024,1784153999.842942953,264.000,72:53:05:8e:19:88,-66,38,23,0x00,LE 1M
216,1784153999.874916077,1784153999.875180006,264.000,72:53:05:8c:19:88,-93,39,23,0x00,LE 1M
217,1784153999.891159058,1784153999.891422987,264.000,6a:e4:32:77:32:1d,-87,37,23,0x00,LE 1M
218,1784154000.062237024,1784154000.062516928,280.000,7f:86:41:7a:b7:3a,-85,38,25,0x00,LE 1M
219,1784154000.063265085,1784154000.063544989,280.000,7f:86:41:7a:b3:3a,-91,39,25,0x00,LE 1M
220,1784154000.086905956,1784154000.087185860,280.000,75:64:f3:64:d7:30,-87,37,25,0x00,LE 1M
221,1784154000.227009058,1784154000.227272987,264.000,72:53:05:8e:19:88,-67,38,23,0x00,LE 1M
222,1784154000.233206987,1784154000.233535051,328.000,73:53:05:8e:19:88,-95,39,31,0x00,LE 1M
223,1784154000.266406059,1784154000.266678095,272.000,4c:20:a8:b2:76:c1,-84,37,24,0x00,LE 1M
224,1784154000.345799923,1784154000.346175909,376.000,0d:30:84:9f:f7:51,-96,38,37,0x02,LE 1M
225,1784154000.368856907,1784154000.369048834,192.000,de:67:09:ac:b2:60,-90,39,14,0x02,LE 1M
226,1784154000.447617054,1784154000.447889090,272.000,7b:a7:ce:09:98:d7,-76,37,24,0x00,LE 1M
227,1784154000.500411034,1784154000.500674963,264.000,72:53:05:8e:19:88,-66,38,23,0x00,LE 1M
228,1784154000.527024031,1784154000.527287960,264.000,72:53:05:8e:19:88,-93,39,23,0x00,LE 1M
229,1784154000.574985027,1784154000.575257063,272.000,4c:20:a8:b2:76:c1,-85,37,24,0x00,LE 1M
230,1784154000.772989035,1784154000.773252964,264.000,72:53:05:8e:19:88,-66,38,23,0x00,LE 1M
231,1784154000.829524994,1784154000.829797029,272.000,4c:20:a8:b2:76:c1,-84,39,24,0x00,LE 1M
232,1784154000.894967079,1784154000.895239115,272.000,6f:e6:89:6a:fe:0c,-89,37,24,0x00,LE 1M
233,1784154001.049541950,1784154001.049805880,264.000,72:53:05:8e:19:88,-67,38,23,0x00,LE 1M
234,1784154001.087363005,1784154001.087635040,272.000,4c:20:a8:b2:76:c1,-84,39,24,0x00,LE 1M
235,1784154001.161132097,1784154001.161404133,272.000,6f:e6:89:6a:fe:0c,-84,37,24,0x00,LE 1M
236,1784154001.294847965,1784154001.294983864,136.000,inconnue,-96,38,7,0x07,LE 1M
237,1784154001.321913958,1784154001.322177887,264.000,72:53:05:8e:19:88,-91,39,23,0x00,LE 1M
238,1784154001.353703022,1784154001.353966951,264.000,6a:e4:32:77:32:1d,-87,37,23,0x00,LE 1M
239,1784154001.406256914,1784154001.406448841,192.000,f1:b2:f4:eb:27:1a,-66,38,14,0x02,LE 1M
240,1784154001.442442894,1784154001.442714930,272.000,6f:e6:89:6a:fe:0c,-83,39,24,0x00,LE 1M
241,1784154001.449060917,1784154001.449340820,280.000,7f:86:41:7a:b7:3a,-77,37,25,0x00,LE 1M
242,1784154001.539547920,1784154001.539723873,176.000,7b:a7:ce:09:98:d7,-44,38,12,0x03,LE 1M
243,1784154001.561284065,1784154001.561556101,272.000,7b:a7:ce:09:98:d7,-77,39,24,0x00,LE 1M
244,1784154001.582892895,1784154001.583164930,272.000,7c:90:5e:19:43:dd,-85,37,24,0x00,LE 1M
245,1784154001.604300022,1784154001.604475975,176.000,7c:90:5e:19:43:dd,-44,38,12,0x03,LE 1M
246,1784154001.631129026,1784154001.631401062,272.000,7c:91:5e:19:43:dd,-89,39,24,0x00,LE 1M
247,1784154001.653194904,1784154001.653458834,264.000,72:53:05:8e:19:88,-70,37,23,0x00,LE 1M
248,1784154001.685425997,1784154001.685689926,264.000,72:53:05:8e:19:88,-67,38,23,0x00,LE 1M
249,1784154001.712274075,1784154001.712538004,264.000,72:53:05:8e:19:88,-89,39,23,0x00,LE 1M
250,1784154001.743856907,1784154001.744120836,264.000,6a:e4:32:77:32:1d,-85,37,23,0x00,LE 1M
