temps_s,mode,message,rssi_dbm,puissance_w,snr_db,energie_totale_j
0.010633707046508789,Wi-Fi 2.4 GHz,"PAQUET,57,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-30,1e-06,,6.363147506373274e-05
1.1908574104309082,Wi-Fi 2.4 GHz,"PAQUET,58,TAILLE,22,Welcome to new project",-30,1e-06,,6.363147506373274e-05
2.2671337127685547,Wi-Fi 2.4 GHz,"PAQUET,59,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-30,1e-06,,6.363147506373274e-05
3.3299479484558105,Wi-Fi 2.4 GHz,"PAQUET,60,TAILLE,22,Welcome to new project",-36,2.5118864315095823e-07,,6.363147506373274e-05
4.4536566734313965,Wi-Fi 2.4 GHz,"PAQUET,61,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-29,1.2589254117941661e-06,,6.363147506373274e-05
5.479860782623291,Wi-Fi 2.4 GHz,"PAQUET,62,TAILLE,22,Welcome to new project",-29,1.2589254117941661e-06,,6.363147506373274e-05
6.497628688812256,Wi-Fi 2.4 GHz,"PAQUET,63,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-29,1.2589254117941661e-06,,6.363147506373274e-05
7.530821800231934,Wi-Fi 2.4 GHz,"PAQUET,64,TAILLE,22,Welcome to new project",-31,7.943282347242822e-07,,6.363147506373274e-05
8.605775833129883,Wi-Fi 2.4 GHz,"PAQUET,65,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-33,5.011872336272725e-07,,6.363147506373274e-05
9.673750162124634,Wi-Fi 2.4 GHz,"PAQUET,66,TAILLE,22,Welcome to new project",-33,5.011872336272725e-07,,6.363147506373274e-05
10.693405628204346,Wi-Fi 2.4 GHz,"PAQUET,67,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-34,3.981071705534969e-07,,6.363147506373274e-05
11.708268404006958,Wi-Fi 2.4 GHz,"PAQUET,68,TAILLE,22,Welcome to new project",-34,3.981071705534969e-07,,6.363147506373274e-05
12.744014501571655,Wi-Fi 2.4 GHz,"PAQUET,69,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-32,6.30957344480193e-07,,6.363147506373274e-05
13.774980545043945,Wi-Fi 2.4 GHz,"PAQUET,70,TAILLE,22,Welcome to new project",-32,6.30957344480193e-07,,6.363147506373274e-05
14.86524486541748,Wi-Fi 2.4 GHz,"PAQUET,71,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-35,3.162277660168379e-07,,6.363147506373274e-05
15.926887273788452,Wi-Fi 2.4 GHz,"PAQUET,72,TAILLE,22,Welcome to new project",-30,1e-06,,6.363147506373274e-05
17.004369258880615,Wi-Fi 2.4 GHz,"PAQUET,73,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-31,7.943282347242822e-07,,6.363147506373274e-05
18.084104776382446,Wi-Fi 2.4 GHz,"PAQUET,74,TAILLE,22,Welcome to new project",-34,3.981071705534969e-07,,6.363147506373274e-05
19.16236972808838,Wi-Fi 2.4 GHz,"PAQUET,75,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-37,1.9952623149688787e-07,,6.363147506373274e-05
20.314226627349854,Wi-Fi 2.4 GHz,"PAQUET,76,TAILLE,22,Welcome to new project",-29,1.2589254117941661e-06,,6.363147506373274e-05
21.405250787734985,Wi-Fi 2.4 GHz,"PAQUET,77,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-28,1.584893192461114e-06,,6.363147506373274e-05
22.43875741958618,Wi-Fi 2.4 GHz,"PAQUET,78,TAILLE,22,Welcome to new project",-29,1.2589254117941661e-06,,6.363147506373274e-05
23.462217092514038,Wi-Fi 2.4 GHz,"PAQUET,79,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-29,1.2589254117941661e-06,,6.363147506373274e-05
24.487191200256348,Wi-Fi 2.4 GHz,"PAQUET,80,TAILLE,22,Welcome to new project",-30,1e-06,,6.363147506373274e-05
25.5177161693573,Wi-Fi 2.4 GHz,"PAQUET,81,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-32,6.30957344480193e-07,,6.363147506373274e-05
26.546696424484253,Wi-Fi 2.4 GHz,"PAQUET,82,TAILLE,22,Welcome to new project",-32,6.30957344480193e-07,,6.363147506373274e-05
27.575095653533936,Wi-Fi 2.4 GHz,"PAQUET,83,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-31,7.943282347242822e-07,,6.363147506373274e-05
28.614700317382812,Wi-Fi 2.4 GHz,"PAQUET,84,TAILLE,22,Welcome to new project",-31,7.943282347242822e-07,,6.363147506373274e-05
29.67375159263611,Wi-Fi 2.4 GHz,"PAQUET,85,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-30,1e-06,,6.363147506373274e-05
30.720266342163086,Wi-Fi 2.4 GHz,"PAQUET,86,TAILLE,22,Welcome to new project",-30,1e-06,,6.363147506373274e-05
31.770363092422485,Wi-Fi 2.4 GHz,"PAQUET,87,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-30,1e-06,,6.363147506373274e-05
32.820271730422974,Wi-Fi 2.4 GHz,"PAQUET,88,TAILLE,22,Welcome to new project",-34,3.981071705534969e-07,,6.363147506373274e-05
33.88567566871643,Wi-Fi 2.4 GHz,"PAQUET,89,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-30,1e-06,,6.363147506373274e-05
35.011168479919434,Wi-Fi 2.4 GHz,"PAQUET,90,TAILLE,22,Welcome to new project",-29,1.2589254117941661e-06,,6.363147506373274e-05
36.2154278755188,Wi-Fi 2.4 GHz,"PAQUET,91,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-29,1.2589254117941661e-06,,6.363147506373274e-05
37.29333829879761,Wi-Fi 2.4 GHz,"PAQUET,92,TAILLE,22,Welcome to new project",-28,1.584893192461114e-06,,6.363147506373274e-05
38.3896598815918,Wi-Fi 2.4 GHz,"PAQUET,93,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-29,1.2589254117941661e-06,,6.363147506373274e-05
39.49838161468506,Wi-Fi 2.4 GHz,"PAQUET,94,TAILLE,22,Welcome to new project",-27,1.9952623149688787e-06,,6.363147506373274e-05
40.619545698165894,Wi-Fi 2.4 GHz,"PAQUET,95,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-28,1.584893192461114e-06,,6.363147506373274e-05
41.69327259063721,Wi-Fi 2.4 GHz,"PAQUET,96,TAILLE,22,Welcome to new project",-28,1.584893192461114e-06,,6.363147506373274e-05
42.710851192474365,Wi-Fi 2.4 GHz,"PAQUET,97,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-28,1.584893192461114e-06,,6.363147506373274e-05
43.72100758552551,Wi-Fi 2.4 GHz,"PAQUET,98,TAILLE,22,Welcome to new project",-29,1.2589254117941661e-06,,6.363147506373274e-05
44.744662284851074,Wi-Fi 2.4 GHz,"PAQUET,99,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-30,1e-06,,6.363147506373274e-05
45.82060742378235,Wi-Fi 2.4 GHz,"PAQUET,100,TAILLE,22,Welcome to new project",-29,1.2589254117941661e-06,,6.363147506373274e-05
46.8360013961792,Wi-Fi 2.4 GHz,"PAQUET,101,TAILLE,62,Detection d'onde electromagnétique Université de montpellier",-29,1.2589254117941661e-06,,6.363147506373274e-05
47.85635423660278,Wi-Fi 2.4 GHz,"PAQUET,102,TAILLE,22,Welcome to new project",-32,6.30957344480193e-07,,6.363147506373274e-05
