device_id;nombre_valeurs;longueur_moyenne_octets;longueur_mediane_octets;longueur_min_octets;longueur_max_octets;ecart_type_octets
Appareil_001;322;33;33.0;33;33;0.0
Appareil_002;1;33;33;33;33;0.0
Appareil_003;1;49;49;49;49;0.0
Appareil_004;1;33;33;33;33;0.0
Appareil_005;1;33;33;33;33;0.0
Appareil_006;1;33;33;33;33;0.0
Appareil_007;1;33;33;33;33;0.0
Appareil_008;1;44;44;44;44;0.0
