parametre;valeur
debut;2026-08-24T15:27:54.492750
motif_arret;arrêt manuel
nombre_mesures;478
energie_totale_j;1.817254496075469e-08
simulation_activee;True
mcp3208_active;False
ble_actif;False
wifi_actif;False
lora_simulation_active;False
lora_reel_actif;False
