numero_pic,debut_s,fin_s,duree_s,rssi_moy_dbm,puissance_moy_w,energie_j
1,1.3660364151000977,1.8996188640594482,0.5335824489593506,-29.0,1.2589254117941661e-06,6.717405042822901e-07
2,2.899082899093628,3.9129834175109863,1.0139005184173584,-29.0,1.2589254117941661e-06,1.2764251276668914e-06
3,5.477537393569946,6.953551769256592,1.4760143756866455,-29.0,1.2589254117941661e-06,1.8581920057254193e-06
4,10.399937868118286,10.895379781723022,0.49544191360473633,-29.0,1.2589254117941661e-06,6.237244151049324e-07
5,11.390126943588257,11.89223313331604,0.5021061897277832,-29.0,1.2589254117941661e-06,6.321142416674492e-07
6,18.89451313018799,19.421284437179565,0.5267713069915771,-29.0,1.2589254117941661e-06,6.631657845757224e-07
7,19.96040630340576,20.53827214241028,0.5778658390045166,-29.0,1.2589254117941661e-06,7.274899893305424e-07
8,22.398855209350586,23.318028926849365,0.9191737174987793,-29.0,1.2589254117941661e-06,1.1571711508125253e-06
9,23.776045560836792,25.64514660835266,1.8691010475158691,-29.0,1.2589254117941661e-06,2.353058805928823e-06
10,28.00136399269104,29.431896924972534,1.4305329322814941,-29.0,1.2589254117941661e-06,1.800934260857596e-06
11,29.915669202804565,30.88174605369568,0.9660768508911133,-29.0,1.2589254117941661e-06,1.216218697332906e-06
12,31.37190532684326,32.918156147003174,1.546250820159912,-29.0,1.2589254117941661e-06,1.9466144505068842e-06
13,33.406116247177124,33.91476774215698,0.5086514949798584,-29.0,1.2589254117941661e-06,6.403542927772364e-07
14,34.92242097854614,35.426600217819214,0.5041792392730713,-29.0,1.2589254117941661e-06,6.347240564199207e-07
