device_id;nombre_valeurs;longueur_moyenne_octets;longueur_mediane_octets;longueur_min_octets;longueur_max_octets;ecart_type_octets
Appareil_001;1493;36.00535833891494;36;36;44;0.20697342709527625
Appareil_002;755;33.00264900662252;33;33;35;0.07273923294170057
