numero;timestamp_s;temps_relatif_s;mac;longueur_payload_octets;type_pdu;rssi_brut_dbm;rssi_calibre_dbm;offset_db;canal;duree_estimee_us;timestamp_fin_s;intervalle_ms;company_id;donnees_brutes;uuid_cible;major_cible;minor_cible
2836;1784286213.051878929;1149.955668;67:c7:99:58:2d:aa;36;0x00;-63;-63.00;0.00;37;368.000;1784286213.052247047;42614.623;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
2837;1784286213.340913057;1150.244702;67:c7:99:58:2d:aa;36;0x00;-66;-66.00;0.00;38;368.000;1784286213.341281176;289.034;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
2838;1784286213.372602940;1150.276392;67:c7:99:58:2d:aa;36;0x00;-63;-63.00;0.00;39;368.000;1784286213.372971058;31.690;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
2839;1784286213.716909885;1150.620699;67:c7:99:58:2d:aa;36;0x00;-66;-66.00;0.00;38;368.000;1784286213.717278004;344.307;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
2840;1784286213.748668909;1150.652458;67:c7:99:58:2d:aa;36;0x00;-63;-63.00;0.00;39;368.000;1784286213.749037027;31.759;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
2841;1784286213.892349005;1150.796138;67:c7:99:58:2d:aa;36;0x00;-66;-66.00;0.00;38;368.000;1784286213.892717123;143.680;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
2842;1784286213.913798094;1150.817587;67:c7:99:58:2d:aa;36;0x00;-64;-64.00;0.00;39;368.000;1784286213.914166212;21.449;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
2843;1784286214.221923113;1151.125712;67:c7:99:58:2d:aa;36;0x00;-64;-64.00;0.00;37;368.000;1784286214.222291231;308.125;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
2844;1784286214.248594046;1151.152383;67:c7:99:58:2d:aa;36;0x00;-65;-65.00;0.00;38;368.000;1784286214.248962164;26.671;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
2845;1784286214.254575014;1151.158364;67:c7:99:58:2d:aa;36;0x00;-64;-64.00;0.00;39;368.000;1784286214.254943132;5.981;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
