temps_s,mode,message,rssi_dbm,puissance_w,snr_db,energie_totale_j
172.19186067581177,Beacons BLE,Beacon BLE | MAC=54:53:06:18:AE:EA,-82,6.309573444801943e-12,,2.901480254423714e-06
173.01301622390747,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-72,6.309573444801942e-11,,2.901480254423714e-06
174.1210813522339,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-72,6.309573444801942e-11,,2.901480254423714e-06
175.02852392196655,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-57,1.9952623149688828e-09,,2.901480254423714e-06
176.33474206924438,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-44,3.981071705534969e-08,,2.901480254423714e-06
177.23452591896057,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-58,1.584893192461111e-09,,2.901480254423714e-06
178.25551319122314,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-45,3.162277660168379e-08,,2.901480254423714e-06
178.9053316116333,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-50,1e-08,,2.901480254423714e-06
179.99547147750854,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-66,2.511886431509582e-10,,2.901480254423714e-06
180.8171305656433,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-60,1e-09,,2.901480254423714e-06
181.64553785324097,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-60,1e-09,,2.901480254423714e-06
182.776953458786,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-48,1.5848931924611143e-08,,2.901480254423714e-06
183.8659472465515,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-67,1.9952623149688828e-10,,2.901480254423714e-06
184.94377374649048,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-72,6.309573444801942e-11,,2.901480254423714e-06
185.77599954605103,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-73,5.011872336272715e-11,,2.901480254423714e-06
186.64080142974854,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-64,3.9810717055349694e-10,,2.901480254423714e-06
187.46612429618835,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-73,5.011872336272715e-11,,2.901480254423714e-06
188.26762890815735,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-72,6.309573444801942e-11,,2.901480254423714e-06
189.04179549217224,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-65,3.1622776601683795e-10,,2.901480254423714e-06
189.7132053375244,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-65,3.1622776601683795e-10,,2.901480254423714e-06
190.36804461479187,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-62,6.309573444801942e-10,,2.901480254423714e-06
191.0084788799286,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-61,7.943282347242822e-10,,2.901480254423714e-06
191.68563795089722,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-61,7.943282347242822e-10,,2.901480254423714e-06
192.34838032722473,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-61,7.943282347242822e-10,,2.901480254423714e-06
193.04283738136292,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-64,3.9810717055349694e-10,,2.901480254423714e-06
193.70275449752808,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-61,7.943282347242822e-10,,2.901480254423714e-06
194.55146288871765,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-47,1.9952623149688786e-08,,2.901480254423714e-06
195.33322381973267,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-53,5.011872336272715e-09,,2.901480254423714e-06
196.1116647720337,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-48,1.5848931924611143e-08,,2.901480254423714e-06
196.96436548233032,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-55,3.1622776601683795e-09,,2.901480254423714e-06
197.7341344356537,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-48,1.5848931924611143e-08,,2.901480254423714e-06
198.4158399105072,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-67,1.9952623149688828e-10,,2.901480254423714e-06
199.10944890975952,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-61,7.943282347242822e-10,,2.901480254423714e-06
199.7538344860077,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-68,1.584893192461111e-10,,2.901480254423714e-06
200.43459486961365,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-58,1.584893192461111e-09,,2.901480254423714e-06
201.27155256271362,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-67,1.9952623149688828e-10,,2.901480254423714e-06
202.00064635276794,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-51,7.943282347242822e-09,,2.901480254423714e-06
202.83224320411682,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-43,5.011872336272725e-08,,2.901480254423714e-06
203.52493500709534,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-74,3.9810717055349695e-11,,2.901480254423714e-06
204.1731288433075,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-70,1e-10,,2.901480254423714e-06
204.84710431098938,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-64,3.9810717055349694e-10,,2.901480254423714e-06
205.52612781524658,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-63,5.011872336272714e-10,,2.901480254423714e-06
206.20628809928894,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-63,5.011872336272714e-10,,2.901480254423714e-06
206.94197797775269,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-72,6.309573444801942e-11,,2.901480254423714e-06
207.6847608089447,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-69,1.2589254117941662e-10,,2.901480254423714e-06
208.36859679222107,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-68,1.584893192461111e-10,,2.901480254423714e-06
209.02342534065247,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-64,3.9810717055349694e-10,,2.901480254423714e-06
209.72742533683777,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-64,3.9810717055349694e-10,,2.901480254423714e-06
210.4987051486969,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-71,7.943282347242822e-11,,2.901480254423714e-06
211.13520121574402,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-64,3.9810717055349694e-10,,2.901480254423714e-06
211.86506366729736,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-42,6.30957344480193e-08,,2.901480254423714e-06
212.64871788024902,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-68,1.584893192461111e-10,,2.901480254423714e-06
213.33404755592346,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-55,3.1622776601683795e-09,,2.901480254423714e-06
214.1006989479065,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-51,7.943282347242822e-09,,2.901480254423714e-06
214.8297736644745,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-63,5.011872336272714e-10,,2.901480254423714e-06
215.5605263710022,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-71,7.943282347242822e-11,,2.901480254423714e-06
216.2303397655487,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-66,2.511886431509582e-10,,2.901480254423714e-06
216.99665713310242,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-54,3.981071705534969e-09,,2.901480254423714e-06
217.75684905052185,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-53,5.011872336272715e-09,,2.901480254423714e-06
218.50479245185852,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-52,6.309573444801943e-09,,2.901480254423714e-06
219.14627146720886,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-50,1e-08,,2.901480254423714e-06
219.81460690498352,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-53,5.011872336272715e-09,,2.901480254423714e-06
220.5162115097046,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-75,3.1622776601683794e-11,,2.901480254423714e-06
221.22020721435547,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-66,2.511886431509582e-10,,2.901480254423714e-06
221.86071610450745,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-60,1e-09,,2.901480254423714e-06
222.46187353134155,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-67,1.9952623149688828e-10,,2.901480254423714e-06
223.08678340911865,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-61,7.943282347242822e-10,,2.901480254423714e-06
223.82891631126404,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-70,1e-10,,2.901480254423714e-06
224.44321084022522,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-61,7.943282347242822e-10,,2.901480254423714e-06
225.0570170879364,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-61,7.943282347242822e-10,,2.901480254423714e-06
225.66262364387512,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-62,6.309573444801942e-10,,2.901480254423714e-06
226.29316926002502,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-67,1.9952623149688828e-10,,2.901480254423714e-06
226.90157103538513,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-67,1.9952623149688828e-10,,2.901480254423714e-06
227.5152530670166,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-72,6.309573444801942e-11,,2.901480254423714e-06
228.12619018554688,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-73,5.011872336272715e-11,,2.901480254423714e-06
228.74736142158508,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-72,6.309573444801942e-11,,2.901480254423714e-06
229.3338828086853,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-71,7.943282347242822e-11,,2.901480254423714e-06
229.94006609916687,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-62,6.309573444801942e-10,,2.901480254423714e-06
230.65869855880737,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-46,2.511886431509582e-08,,2.901480254423714e-06
231.34109592437744,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-57,1.9952623149688828e-09,,2.901480254423714e-06
231.9499056339264,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-52,6.309573444801943e-09,,2.901480254423714e-06
232.60373044013977,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-68,1.584893192461111e-10,,2.901480254423714e-06
233.20045018196106,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-64,3.9810717055349694e-10,,2.901480254423714e-06
233.8099672794342,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-68,1.584893192461111e-10,,2.901480254423714e-06
234.43335628509521,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-66,2.511886431509582e-10,,2.901480254423714e-06
235.04985785484314,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-70,1e-10,,2.901480254423714e-06
235.66475176811218,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-63,5.011872336272714e-10,,2.901480254423714e-06
236.39569568634033,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-48,1.5848931924611143e-08,,2.901480254423714e-06
237.0372724533081,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-48,1.5848931924611143e-08,,2.901480254423714e-06
237.86454844474792,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-43,5.011872336272725e-08,,2.901480254423714e-06
238.53741455078125,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-61,7.943282347242822e-10,,2.901480254423714e-06
239.19231915473938,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-65,3.1622776601683795e-10,,2.901480254423714e-06
239.8114550113678,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-58,1.584893192461111e-09,,2.901480254423714e-06
240.41931581497192,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-62,6.309573444801942e-10,,2.901480254423714e-06
241.06219863891602,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-71,7.943282347242822e-11,,2.901480254423714e-06
241.7731966972351,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-55,3.1622776601683795e-09,,2.901480254423714e-06
242.405916929245,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-47,1.9952623149688786e-08,,2.901480254423714e-06
243.04996156692505,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-45,3.162277660168379e-08,,2.901480254423714e-06
243.6813497543335,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-62,6.309573444801942e-10,,2.901480254423714e-06
244.29662942886353,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-59,1.2589254117941663e-09,,2.901480254423714e-06
244.92227411270142,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-75,3.1622776601683794e-11,,2.901480254423714e-06
245.5370967388153,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-69,1.2589254117941662e-10,,2.901480254423714e-06
246.17794394493103,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-55,3.1622776601683795e-09,,2.901480254423714e-06
246.82110571861267,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-56,2.511886431509582e-09,,2.901480254423714e-06
247.5878496170044,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-61,7.943282347242822e-10,,2.901480254423714e-06
248.21518111228943,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-63,5.011872336272714e-10,,2.901480254423714e-06
249.005047082901,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-63,5.011872336272714e-10,,2.901480254423714e-06
249.69064354896545,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-61,7.943282347242822e-10,,2.901480254423714e-06
250.30236768722534,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-63,5.011872336272714e-10,,2.901480254423714e-06
250.93573260307312,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-65,3.1622776601683795e-10,,2.901480254423714e-06
251.575448513031,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-63,5.011872336272714e-10,,2.901480254423714e-06
252.24496221542358,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-67,1.9952623149688828e-10,,2.901480254423714e-06
252.88930535316467,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-63,5.011872336272714e-10,,2.901480254423714e-06
253.58630084991455,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-62,6.309573444801942e-10,,2.901480254423714e-06
254.17959690093994,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-61,7.943282347242822e-10,,2.901480254423714e-06
254.81804084777832,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-49,1.2589254117941661e-08,,2.901480254423714e-06
255.5366406440735,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-45,3.162277660168379e-08,,2.901480254423714e-06
256.19579815864563,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-47,1.9952623149688786e-08,,2.901480254423714e-06
256.8258616924286,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-46,2.511886431509582e-08,,2.901480254423714e-06
257.565016746521,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-53,5.011872336272715e-09,,2.901480254423714e-06
258.268367767334,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-54,3.981071705534969e-09,,2.901480254423714e-06
258.92947006225586,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-62,6.309573444801942e-10,,2.901480254423714e-06
259.6113352775574,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-72,6.309573444801942e-11,,2.901480254423714e-06
260.2484142780304,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-62,6.309573444801942e-10,,2.901480254423714e-06
260.87027072906494,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-55,3.1622776601683795e-09,,2.901480254423714e-06
261.64976620674133,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-47,1.9952623149688786e-08,,2.901480254423714e-06
262.3169274330139,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-58,1.584893192461111e-09,,2.901480254423714e-06
262.9548819065094,Beacons BLE,Beacon BLE | MAC=54:53:06:18:AE:EA,-65,3.1622776601683795e-10,,2.901480254423714e-06
263.62127137184143,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-80,1e-11,,2.901480254423714e-06
264.23905324935913,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-62,6.309573444801942e-10,,2.901480254423714e-06
264.87144351005554,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-63,5.011872336272714e-10,,2.901480254423714e-06
265.51570200920105,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-62,6.309573444801942e-10,,2.901480254423714e-06
266.4869177341461,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-42,6.30957344480193e-08,,2.901480254423714e-06
267.23920464515686,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-54,3.981071705534969e-09,,2.901480254423714e-06
267.96322798728943,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-42,6.30957344480193e-08,,2.901480254423714e-06
268.62705659866333,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-58,1.584893192461111e-09,,2.901480254423714e-06
269.26118659973145,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-63,5.011872336272714e-10,,2.901480254423714e-06
269.9100968837738,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-63,5.011872336272714e-10,,2.901480254423714e-06
270.57908368110657,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-59,1.2589254117941663e-09,,2.901480254423714e-06
271.2049627304077,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-64,3.9810717055349694e-10,,2.901480254423714e-06
271.87856793403625,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-64,3.9810717055349694e-10,,2.901480254423714e-06
272.51689314842224,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-62,6.309573444801942e-10,,2.901480254423714e-06
273.16797137260437,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-59,1.2589254117941663e-09,,2.901480254423714e-06
273.82800793647766,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-58,1.584893192461111e-09,,2.901480254423714e-06
274.5352954864502,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-59,1.2589254117941663e-09,,2.901480254423714e-06
275.21610379219055,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-65,3.1622776601683795e-10,,2.901480254423714e-06
275.824179649353,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-61,7.943282347242822e-10,,2.901480254423714e-06
276.7128915786743,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-56,2.511886431509582e-09,,2.901480254423714e-06
277.456520318985,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-48,1.5848931924611143e-08,,2.901480254423714e-06
278.1608729362488,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-54,3.981071705534969e-09,,2.901480254423714e-06
278.8065130710602,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-61,7.943282347242822e-10,,2.901480254423714e-06
279.4102921485901,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-60,1e-09,,2.901480254423714e-06
280.07598638534546,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-66,2.511886431509582e-10,,2.901480254423714e-06
280.70753812789917,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-65,3.1622776601683795e-10,,2.901480254423714e-06
281.47644448280334,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-46,2.511886431509582e-08,,2.901480254423714e-06
282.3049998283386,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-57,1.9952623149688828e-09,,2.901480254423714e-06
283.0500752925873,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-60,1e-09,,2.901480254423714e-06
283.694828748703,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-64,3.9810717055349694e-10,,2.901480254423714e-06
284.35174655914307,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-69,1.2589254117941662e-10,,2.901480254423714e-06
284.99996876716614,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-72,6.309573444801942e-11,,2.901480254423714e-06
285.6980104446411,Beacons BLE,Beacon BLE | MAC=44:3A:8F:DB:BE:F3,-65,3.1622776601683795e-10,,2.901480254423714e-06
286.3741397857666,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-75,3.1622776601683794e-11,,2.901480254423714e-06
287.02991819381714,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-63,5.011872336272714e-10,,2.901480254423714e-06
287.8551416397095,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-59,1.2589254117941663e-09,,2.901480254423714e-06
288.58724093437195,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-71,7.943282347242822e-11,,2.901480254423714e-06
289.39785146713257,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-63,5.011872336272714e-10,,2.901480254423714e-06
290.0734214782715,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-63,5.011872336272714e-10,,2.901480254423714e-06
290.8985095024109,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-64,3.9810717055349694e-10,,2.901480254423714e-06
291.88724756240845,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-71,7.943282347242822e-11,,2.901480254423714e-06
292.57746481895447,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-47,1.9952623149688786e-08,,2.901480254423714e-06
293.3897931575775,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-64,3.9810717055349694e-10,,2.901480254423714e-06
294.22092962265015,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-47,1.9952623149688786e-08,,2.901480254423714e-06
295.1793203353882,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-54,3.981071705534969e-09,,2.901480254423714e-06
295.8701276779175,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-60,1e-09,,2.901480254423714e-06
296.736355304718,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-44,3.981071705534969e-08,,2.901480254423714e-06
297.5403616428375,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-47,1.9952623149688786e-08,,2.901480254423714e-06
298.3200283050537,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-64,3.9810717055349694e-10,,2.901480254423714e-06
299.1893033981323,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-65,3.1622776601683795e-10,,2.901480254423714e-06
300.00697684288025,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-64,3.9810717055349694e-10,,2.901480254423714e-06
300.83387756347656,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-64,3.9810717055349694e-10,,2.901480254423714e-06
301.960590839386,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-43,5.011872336272725e-08,,2.901480254423714e-06
302.7821207046509,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-48,1.5848931924611143e-08,,2.901480254423714e-06
303.60623383522034,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-64,3.9810717055349694e-10,,2.901480254423714e-06
304.2521126270294,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-75,3.1622776601683794e-11,,2.901480254423714e-06
304.97727847099304,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-61,7.943282347242822e-10,,2.901480254423714e-06
305.81525325775146,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-58,1.584893192461111e-09,,2.901480254423714e-06
306.4538764953613,Beacons BLE,Beacon BLE | MAC=5C:D3:26:40:E1:C6,-72,6.309573444801942e-11,,2.901480254423714e-06
307.2024505138397,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-59,1.2589254117941663e-09,,2.901480254423714e-06
308.03039813041687,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-57,1.9952623149688828e-09,,2.901480254423714e-06
308.86799025535583,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-61,7.943282347242822e-10,,2.901480254423714e-06
309.7031135559082,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-62,6.309573444801942e-10,,2.901480254423714e-06
310.52517223358154,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-64,3.9810717055349694e-10,,2.901480254423714e-06
311.34094524383545,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-60,1e-09,,2.901480254423714e-06
312.1775076389313,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-69,1.2589254117941662e-10,,2.901480254423714e-06
313.2863154411316,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-58,1.584893192461111e-09,,2.901480254423714e-06
314.4191880226135,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-42,6.30957344480193e-08,,2.901480254423714e-06
315.2314512729645,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-47,1.9952623149688786e-08,,2.901480254423714e-06
316.07369112968445,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-43,5.011872336272725e-08,,2.901480254423714e-06
316.8989315032959,Beacons BLE,Beacon BLE | MAC=68:25:49:81:9A:D4,-43,5.011872336272725e-08,,2.901480254423714e-06
