numero;timestamp_s;temps_relatif_s;mac;longueur_payload_octets;type_pdu;rssi_dbm;canal;duree_estimee_us;timestamp_fin_s;intervalle_ms;company_id;donnees_brutes;uuid_cible;major_cible;minor_cible
1711;1784212602.511918068;528.212312;43:ea:dc:f0:72:5f;36;0x00;-68;38;368.000;1784212602.512286186;54168.445;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
1712;1784212602.538425922;528.238820;43:ea:dc:f0:72:5f;36;0x00;-68;39;368.000;1784212602.538794041;26.508;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
1713;1784212602.787492990;528.487887;43:ea:dc:f0:72:5f;36;0x00;-68;38;368.000;1784212602.787861109;249.067;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
1714;1784212602.814088106;528.514482;43:ea:dc:f0:72:5f;36;0x00;-68;39;368.000;1784212602.814456224;26.595;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
1715;1784212603.115221024;528.815615;43:ea:dc:f0:72:5f;36;0x00;-68;38;368.000;1784212603.115589142;301.133;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
1716;1784212603.146898985;528.847293;43:ea:dc:f0:72:5f;36;0x00;-68;39;368.000;1784212603.147267103;31.678;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
1717;1784212603.391705036;529.092099;43:ea:dc:f0:72:5f;36;0x00;-68;38;368.000;1784212603.392073154;244.806;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
1718;1784212603.423336029;529.123730;43:ea:dc:f0:72:5f;36;0x00;-68;39;368.000;1784212603.423704147;31.631;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
1719;1784212603.676376104;529.376770;43:ea:dc:f0:72:5f;36;0x00;-68;38;368.000;1784212603.676744223;253.040;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
1720;1784212603.708250046;529.408644;43:ea:dc:f0:72:5f;36;0x00;-68;39;368.000;1784212603.708618164;31.874;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
1721;1784212604.247050047;529.947444;43:ea:dc:f0:72:5f;36;0x00;-68;38;368.000;1784212604.247418165;538.800;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
1722;1784212604.255290985;529.955685;43:ea:dc:f0:72:5f;36;0x00;-68;39;368.000;1784212604.255659103;8.241;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
1723;1784212604.536089897;530.236484;43:ea:dc:f0:72:5f;36;0x00;-68;38;368.000;1784212604.536458015;280.799;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
1724;1784212604.562758923;530.263153;43:ea:dc:f0:72:5f;36;0x00;-68;39;368.000;1784212604.563127041;26.669;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
