parametre;valeur
debut;2026-08-25T15:46:14.529898
motif_arret;condition d'arrêt atteinte
nombre_mesures;1565
energie_totale_j;9.412316671377271e-07
simulation_activee;True
mcp3208_active;False
ble_actif;True
wifi_actif;True
lora_simulation_active;True
lora_reel_actif;False
