temps_s,rssi_dbm
0.01487874984741211,-24
0.44489336013793945,-24
0.7798638343811035,-25
1.1670479774475098,-25
1.5250217914581299,-24
1.8869678974151611,-25
2.2440500259399414,-25
2.579805850982666,-24
2.9191341400146484,-24
3.264509916305542,-24
3.6102304458618164,-25
3.962864398956299,-24
4.322762966156006,-25
4.657269477844238,-24
4.989088535308838,-24
5.329183340072632,-24
5.6684935092926025,-23
6.012767791748047,-23
6.3674352169036865,-23
6.7261340618133545,-23
7.083812475204468,-25
7.443740129470825,-25
7.800343036651611,-26
8.16296935081482,-24
8.528312921524048,-24
8.865225076675415,-25
9.200929641723633,-24
9.54099440574646,-24
9.884987115859985,-24
10.232229232788086,-23
10.578320741653442,-23
10.921855926513672,-23
11.265061378479004,-23
11.611111402511597,-23
11.965794563293457,-23
12.31662130355835,-23
12.669602394104004,-23
13.019963264465332,-24
13.371308326721191,-24
13.731436967849731,-24
14.087571382522583,-24
14.454020500183105,-24
14.813108682632446,-23
15.171001195907593,-23
15.528230428695679,-23
15.894863367080688,-23
16.258864879608154,-24
16.626309394836426,-23
16.980499029159546,-23
17.344218015670776,-23
17.70962166786194,-23
18.066529273986816,-23
18.428669691085815,-23
18.788731813430786,-24
19.14791440963745,-24
19.517101049423218,-24
19.886686086654663,-24
20.268182277679443,-24
20.6395902633667,-24
21.047898530960083,-24
21.385308265686035,-24
21.72354507446289,-24
22.058783531188965,-24
22.39707899093628,-24
22.73474144935608,-24
23.070652961730957,-25
23.41002106666565,-26
23.747766971588135,-28
24.083161115646362,-28
24.43336296081543,-28
24.777974367141724,-28
25.12582778930664,-27
25.470696449279785,-27
25.83333158493042,-27
26.175992488861084,-27
26.51885223388672,-27
26.86336326599121,-27
27.20744752883911,-29
27.549461364746094,-30
27.893458127975464,-29
28.28642702102661,-33
28.649444580078125,-32
29.015053033828735,-29
29.387025356292725,-27
29.74919080734253,-28
30.110509872436523,-28
30.476865530014038,-28
30.84121322631836,-28
31.202490091323853,-27
31.568035125732422,-28
31.933475971221924,-31
32.295401096343994,-30
32.65864586830139,-29
33.03396272659302,-28
33.39763426780701,-28
33.77760648727417,-28
34.1453070640564,-28
34.515135765075684,-28
34.88448762893677,-27
35.25236773490906,-27
35.621262073516846,-26
35.99059581756592,-26
36.363075494766235,-25
36.775949239730835,-25
37.14851260185242,-26
37.522207498550415,-25
37.89378476142883,-25
38.27562928199768,-25
38.654441118240356,-25
39.03317213058472,-25
39.412683963775635,-25
39.79103875160217,-26
40.17079210281372,-26
40.54895734786987,-26
40.929210901260376,-25
41.28433179855347,-24
41.635944843292236,-24
41.98911261558533,-24
42.342591285705566,-24
42.706125259399414,-24
43.05909323692322,-24
43.41385865211487,-24
43.76617980003357,-24
44.11868691444397,-24
44.473536252975464,-24
44.82777261734009,-25
45.180856466293335,-25
45.570619106292725,-26
45.92406225204468,-26
46.27882099151611,-26
46.63075637817383,-28
46.99427533149719,-27
47.35059070587158,-27
47.70290970802307,-28
48.061753273010254,-28
48.425053119659424,-28
48.784491539001465,-27
49.143101930618286,-27
49.50393199920654,-27
49.864259243011475,-27
50.22423577308655,-26
50.5822377204895,-25
50.94225788116455,-25
51.31390619277954,-24
51.673415184020996,-24
52.032325983047485,-24
52.3949134349823,-26
52.75374126434326,-26
53.1116783618927,-28
53.47322940826416,-28
53.833385705947876,-29
54.19201326370239,-28
54.55205845832825,-28
54.912497997283936,-29
55.274712324142456,-28
55.644428968429565,-28
56.00506806373596,-29
56.366711139678955,-28
56.7261598110199,-28
57.08623003959656,-28
57.45031762123108,-28
57.81998038291931,-28
58.186875104904175,-27
58.553086280822754,-27
58.91999650001526,-26
59.287195920944214,-26
59.653484582901,-26
60.03224539756775,-26
60.40537190437317,-26
60.77156114578247,-26
61.137590408325195,-26
61.51315379142761,-25
61.88022518157959,-26
62.24613428115845,-26
62.613375663757324,-26
62.98025441169739,-26
63.35100793838501,-26
63.716421127319336,-26
64.0826768875122,-26
64.4631278514862,-26
64.82912635803223,-25
65.19439840316772,-25
65.59190583229065,-25
65.9581573009491,-25
66.32458448410034,-26
66.6911563873291,-26
67.06511425971985,-26
67.44028687477112,-27
67.81216931343079,-28
68.18593335151672,-28
68.55948543548584,-28
68.94333720207214,-29
69.39468002319336,-28
69.7659797668457,-28
70.13643503189087,-27
70.51022958755493,-26
70.88205575942993,-25
71.25316882133484,-25
71.62585210800171,-25
71.99766945838928,-25
72.37193727493286,-27
72.74496150016785,-27
73.1169843673706,-28
73.49092602729797,-28
73.87957072257996,-28
74.25129675865173,-28
74.62330603599548,-28
74.99588418006897,-27
75.36904120445251,-27
75.74256992340088,-29
76.11493611335754,-30
76.48971104621887,-34
76.87833142280579,-39
77.28995752334595,-42
77.71775150299072,-42
78.12825512886047,-41
78.54360771179199,-37
78.95610070228577,-32
79.36829042434692,-29
79.78037190437317,-27
80.197988986969,-26
80.607990026474,-26
81.0198884010315,-25
81.43348288536072,-25
