parametre;valeur
debut;2026-08-18T14:12:26.193141
motif_arret;arrêt manuel
nombre_mesures;1552
energie_totale_j;3.238680881878305e-09
simulation_activee;False
mcp3208_active;False
ble_actif;True
wifi_actif;False
lora_simulation_active;False
lora_reel_actif;False
