parametre;valeur
debut;2026-08-18T14:45:33.342823
motif_arret;condition d'arrêt atteinte
nombre_mesures;919
energie_totale_j;4.0086999713099286e-05
simulation_activee;False
mcp3208_active;False
ble_actif;True
wifi_actif;True
lora_simulation_active;False
lora_reel_actif;False
