temps_s,mode,message,rssi_dbm,puissance_w,snr_ou_intervalle,energie_totale_j
622.1212549209595,Beacons BLE,Beacon BLE | MAC=6A:84:92:50:42:BD | RSSI=-65 dBm | Intervalle=28.151 s,-65,3.1622776601683795e-10,28.151281595230103,1.9270659723719834e-05
623.2544703483582,Beacons BLE,Beacon BLE | MAC=49:CA:8C:6D:BB:29 | RSSI=-61 dBm | Intervalle=34.025 s,-61,7.943282347242822e-10,34.02450656890869,1.9270659723719834e-05
656.868727684021,Beacons BLE,Beacon BLE | MAC=49:CA:8C:6D:BB:29 | RSSI=-69 dBm | Intervalle=33.288 s,-69,1.2589254117941662e-10,33.2877311706543,1.9270659723719834e-05
658.0319352149963,Beacons BLE,Beacon BLE | MAC=6A:84:92:50:42:BD | RSSI=-82 dBm | Intervalle=35.817 s,-82,6.309573444801943e-12,35.81713581085205,1.9270659723719834e-05
686.1401040554047,Beacons BLE,Beacon BLE | MAC=6A:84:92:50:42:BD | RSSI=-66 dBm | Intervalle=28.213 s,-66,2.511886431509582e-10,28.212985277175903,1.9270659723719834e-05
702.8216700553894,Beacons BLE,Beacon BLE | MAC=49:CA:8C:6D:BB:29 | RSSI=-61 dBm | Intervalle=45.972 s,-61,7.943282347242822e-10,45.97154760360718,1.9270659723719834e-05
765.0642466545105,Beacons BLE,Beacon BLE | MAC=76:79:33:2B:2F:17 | RSSI=-81 dBm | Intervalle=189.507 s,-81,7.943282347242821e-12,189.50650429725647,1.9270659723719834e-05
766.1920876502991,Beacons BLE,Beacon BLE | MAC=47:B2:8F:2E:AE:DA | RSSI=-52 dBm | Intervalle=0.000 s,-52,6.309573444801943e-09,0.0,1.9270659723719834e-05
781.8378257751465,Beacons BLE,Beacon BLE | MAC=6A:84:92:50:42:BD | RSSI=-71 dBm | Intervalle=95.590 s,-71,7.943282347242822e-11,95.58975124359131,1.9270659723719834e-05
797.5341463088989,Beacons BLE,Beacon BLE | MAC=6A:84:92:50:42:BD | RSSI=-52 dBm | Intervalle=15.486 s,-52,6.309573444801943e-09,15.486114263534546,1.9270659723719834e-05
813.2450981140137,Beacons BLE,Beacon BLE | MAC=49:CA:8C:6D:BB:29 | RSSI=-78 dBm | Intervalle=110.736 s,-78,1.5848931924611107e-11,110.73603534698486,1.9270659723719834e-05
814.4452760219574,Beacons BLE,Beacon BLE | MAC=6A:84:92:50:42:BD | RSSI=-88 dBm | Intervalle=16.215 s,-88,1.584893192461111e-12,16.215282917022705,1.9270659723719834e-05
861.6178033351898,Beacons BLE,Beacon BLE | MAC=47:B2:8F:2E:AE:DA | RSSI=-47 dBm | Intervalle=95.422 s,-47,1.9952623149688786e-08,95.4222400188446,1.9270659723719834e-05
862.7341401576996,Beacons BLE,Beacon BLE | MAC=49:CA:8C:6D:BB:29 | RSSI=-65 dBm | Intervalle=49.041 s,-65,3.1622776601683795e-10,49.04071521759033,1.9270659723719834e-05
877.2939305305481,Beacons BLE,Beacon BLE | MAC=47:B2:8F:2E:AE:DA | RSSI=-56 dBm | Intervalle=15.747 s,-56,2.511886431509582e-09,15.74723744392395,1.9270659723719834e-05
878.8922169208527,Beacons BLE,Beacon BLE | MAC=49:CA:8C:6D:BB:29 | RSSI=-79 dBm | Intervalle=16.487 s,-79,1.2589254117941662e-11,16.48713994026184,1.9270659723719834e-05
894.9375338554382,Beacons BLE,Beacon BLE | MAC=49:CA:8C:6D:BB:29 | RSSI=-63 dBm | Intervalle=16.063 s,-63,5.011872336272714e-10,16.062601566314697,1.9270659723719834e-05
908.9873321056366,Beacons BLE,Beacon BLE | MAC=49:CA:8C:6D:BB:29 | RSSI=-77 dBm | Intervalle=14.230 s,-77,1.9952623149688828e-11,14.229753255844116,1.9270659723719834e-05
910.0672032833099,Beacons BLE,Beacon BLE | MAC=52:F3:C2:99:0F:9A | RSSI=-80 dBm | Intervalle=0.000 s,-80,1e-11,0.0,1.9270659723719834e-05
925.7136545181274,Beacons BLE,Beacon BLE | MAC=47:B2:8F:2E:AE:DA | RSSI=-49 dBm | Intervalle=16.573 s,-49,1.2589254117941661e-08,16.57347011566162,1.9270659723719834e-05
941.3226659297943,Beacons BLE,Beacon BLE | MAC=52:F3:C2:99:0F:9A | RSSI=-59 dBm | Intervalle=31.650 s,-59,1.2589254117941663e-09,31.650481462478638,1.9270659723719834e-05
943.422609090805,Beacons BLE,Beacon BLE | MAC=49:CA:8C:6D:BB:29 | RSSI=-63 dBm | Intervalle=33.972 s,-63,5.011872336272714e-10,33.97164869308472,1.9270659723719834e-05
958.9699649810791,Beacons BLE,Beacon BLE | MAC=52:F3:C2:99:0F:9A | RSSI=-76 dBm | Intervalle=17.556 s,-76,2.5118864315095823e-11,17.556171417236328,1.9270659723719834e-05
973.043642282486,Beacons BLE,Beacon BLE | MAC=47:B2:8F:2E:AE:DA | RSSI=-60 dBm | Intervalle=47.565 s,-60,1e-09,47.5650417804718,1.9270659723719834e-05
976.6573522090912,Beacons BLE,Beacon BLE | MAC=B4:E7:B0:C6:D7:6D | RSSI=-70 dBm | Intervalle=0.000 s,-70,1e-10,0.0,1.9270659723719834e-05
978.223307132721,Beacons BLE,Beacon BLE | MAC=52:F3:C2:99:0F:9A | RSSI=-63 dBm | Intervalle=19.582 s,-63,5.011872336272714e-10,19.582049131393433,1.9270659723719834e-05
