parametre;valeur
debut;2026-08-18T14:19:13.899201
motif_arret;arrêt manuel
nombre_mesures;274
energie_totale_j;1.7923140878318308e-10
simulation_activee;False
mcp3208_active;False
ble_actif;True
wifi_actif;False
lora_simulation_active;False
lora_reel_actif;False
