device_id;temps_vert_s;temps_orange_s;temps_rouge_s;niveau_final;grandeur_surveillee;seuil_vert_orange;seuil_orange_rouge
Appareil_001;82.93545580699993;38.47136817599949;0.0;ORANGE;RSSI;-70;-55
Appareil_002;80.15150482399895;41.25263295200148;0.0;ORANGE;RSSI;-70;-55
Appareil_003;84.35157540899581;37.04938723100349;0.0;ORANGE;RSSI;-70;-55
Appareil_004;54.02492660600092;67.15703961599957;0.0;ORANGE;RSSI;-70;-55
Appareil_005;120.4804467189997;0.2431882239998231;0.0;VERT;RSSI;-70;-55
Appareil_006;120.71842355900026;0.0;0.0;VERT;RSSI;-70;-55
Appareil_007;120.10099106299913;0.0;0.0;VERT;RSSI;-70;-55
Appareil_008;119.47916474399972;0.0;0.0;VERT;RSSI;-70;-55
Appareil_009;119.24887489899993;0.0;0.0;VERT;RSSI;-70;-55
Appareil_010;117.59038894400055;0.0;0.0;VERT;RSSI;-70;-55
Appareil_011;117.46783512599995;0.0;0.0;VERT;RSSI;-70;-55
Appareil_012;48.19664168000054;69.25488583699916;0.0;VERT;RSSI;-70;-55
Appareil_013;115.02726883800005;0.0;0.0;VERT;RSSI;-70;-55
Appareil_014;112.47156157399968;0.0;0.0;VERT;RSSI;-70;-55
Appareil_015;111.63449346500056;0.0;0.0;VERT;RSSI;-70;-55
Appareil_016;110.97629448400039;0.0;0.0;VERT;RSSI;-70;-55
Appareil_017;110.95626718199946;0.0;0.0;VERT;RSSI;-70;-55
Appareil_018;109.43809134600087;0.0;0.0;VERT;RSSI;-70;-55
Appareil_019;107.63721077399987;0.0;0.0;VERT;RSSI;-70;-55
Appareil_020;103.65186189900032;0.0;0.0;VERT;RSSI;-70;-55
Appareil_021;102.73874759899991;0.0;0.0;VERT;RSSI;-70;-55
Appareil_022;99.46473581800001;0.0;0.0;VERT;RSSI;-70;-55
Appareil_023;98.01821693500005;0.0;0.0;VERT;RSSI;-70;-55
Appareil_024;96.36086477800018;0.0;0.0;VERT;RSSI;-70;-55
Appareil_025;95.49442812500001;0.0;0.0;VERT;RSSI;-70;-55
Appareil_026;93.61833359799948;0.0;0.0;VERT;RSSI;-70;-55
Appareil_027;93.17608977300006;0.0;0.0;VERT;RSSI;-70;-55
Appareil_028;90.34486470699994;0.0;0.0;VERT;RSSI;-70;-55
Appareil_029;90.1594409219997;0.0;0.0;VERT;RSSI;-70;-55
Appareil_030;84.60400780700002;0.0;0.0;VERT;RSSI;-70;-55
Appareil_031;82.94492934800019;0.0;0.0;VERT;RSSI;-70;-55
Appareil_032;82.18683086300007;0.0;0.0;VERT;RSSI;-70;-55
Appareil_033;79.18158848499934;0.0;0.0;VERT;RSSI;-70;-55
Appareil_034;76.31354150699917;0.0;0.0;VERT;RSSI;-70;-55
Appareil_035;74.59501443000045;0.0;0.0;VERT;RSSI;-70;-55
Appareil_036;69.3848392609998;0.0;0.0;VERT;RSSI;-70;-55
Appareil_037;67.970646322;0.0;0.0;VERT;RSSI;-70;-55
Appareil_038;0.0;60.98907841300024;0.0;ORANGE;RSSI;-70;-55
Appareil_039;60.702768627000296;0.0;0.0;VERT;RSSI;-70;-55
Appareil_040;0.0;48.778960548000214;0.0;ORANGE;RSSI;-70;-55
Appareil_041;44.7195330149998;0.0;0.0;VERT;RSSI;-70;-55
Appareil_042;43.26607308800067;0.0;0.0;VERT;RSSI;-70;-55
Appareil_043;0.0;41.20002942699921;0.0;ORANGE;RSSI;-70;-55
Appareil_044;33.415192368000135;0.0;0.0;VERT;RSSI;-70;-55
Appareil_045;0.0;19.5328251560004;0.0;ORANGE;RSSI;-70;-55
Appareil_046;0.0;18.334925317999478;0.0;ORANGE;RSSI;-70;-55
Appareil_047;0.0;18.033292393999545;0.0;ORANGE;RSSI;-70;-55
Appareil_048;16.17282726600024;0.0;0.0;VERT;RSSI;-70;-55
Appareil_049;0.0;13.880335210999874;0.0;ORANGE;RSSI;-70;-55
Appareil_050;13.363272694999978;0.0;0.0;VERT;RSSI;-70;-55
Appareil_051;9.277028702999814;0.0;0.0;VERT;RSSI;-70;-55
