parametre;valeur
duree_acquisition_s;121.4098249790004
temps_exposition_rf_s;0.680848
taux_occupation_percent;0.5607849283348877
puissance_moyenne_nw;0.13312497796849232
energie_totale_nj;0.09560703938097731
indice_tempo;40.698648898424615
niveau_tempo;ORANGE
bande_frequence;2,4 GHz — BLE
note;Indice expérimental non réglementaire.
