device_id;uuid_principal;adresse_mac;nombre_trames;temps_exposition_rf_s;taux_occupation_percent;puissance_moyenne_nw;energie_totale_nj;indice_tempo;niveau_tempo
Appareil_001;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;4e:ee:20:af:66:bd;364;0.125216;0.10313498106241231;0.17162322111045664;0.02148997325456694;14.841961055522832;VERT
Appareil_002;00112233-4455-6677-8899-aabbccddeeff;6e:b9:6e:2b:30:5e;783;0.288144;0.23733169869064444;0.16474491726418186;0.04747025944017042;22.644445863209096;ORANGE
Appareil_003;apple:appareil apple ble:73:e1:5b:d3:09:fa;73:e1:5b:d3:09:fa;382;0.134464;0.11075215702127691;0.16841343451639176;0.0226455440588121;15.143871725819588;VERT
Appareil_004;apple:appareil apple ble:f5:39:7e:e8:f2:89;f5:39:7e:e8:f2:89;22;0.008272;0.006813287146596878;0.060102630185334446;0.0004971689568930864;3.4187315092667223;VERT
Appareil_005;apple:appareil apple ble:4f:2d:cc:dd:4c:1d;4f:2d:cc:dd:4c:1d;224;0.053759999999999995;0.04427977720032013;0.027762251108136345;0.0014924986195734098;4.076112555406817;VERT
Appareil_006;apple:appareil apple ble:55:b1:c8:32:ed:5e;55:b1:c8:32:ed:5e;96;0.026112;0.021507320354441205;0.00582103727123464;0.0001519989252264789;1.5966518635617322;VERT
Appareil_007;apple:appareil apple ble:d3:a4:a0:7b:65:fc;d3:a4:a0:7b:65:fc;7;0.0024079999999999996;0.0019833650204310054;0.001429838186306626;3.443050352626355e-06;0.1918919093153313;VERT
Appareil_008;apple:appareil apple ble:4f:2d:cf:1d:4c:1d;4f:2d:cf:1d:4c:1d;1;0.00023999999999999998;0.00019767757678714344;0.05011872336272715;1.2028493607054515e-05;2.5179361681363575;VERT
Appareil_009;apple:appareil apple ble:e9:b7:17:7f:a4:cf;e9:b7:17:7f:a4:cf;13;0.002496;0.0020558467985862918;0.0060193501659887;1.5024298014307795e-05;0.425767508299435;VERT
Appareil_010;apple:appareil apple ble:4d:b1:d8:32:ed:5e;4d:b1:d8:32:ed:5e;1;0.000272;0.00022403458702542926;0.006309573444801942;1.7162039769861282e-06;0.3290786722400971;VERT
Appareil_011;apple:appareil apple ble:76:35:75:41:2a:1a;76:35:75:41:2a:1a;43;0.012039999999999999;0.009916825102155028;0.0032020414605709187;3.8552579185273865e-05;0.7621020730285459;VERT
Appareil_012;apple:appareil apple ble:c0:2d:c5:9f:e2:af;c0:2d:c5:9f:e2:af;39;0.013415999999999999;0.011050176542401318;0.08771170676883824;0.0011767402580107338;5.056385338441912;VERT
Appareil_013;apple:appareil apple ble:4f:2d:cc:dd:4a:1d;4f:2d:cc:dd:4a:1d;1;0.00023999999999999998;0.00019767757678714344;0.06309573444801943;1.514297626752466e-05;3.1667867224009716;VERT
Appareil_014;apple:appareil apple ble:7f:3d:a2:88:79:9d;7f:3d:a2:88:79:9d;6;0.001584;0.0013046720067951467;0.004044544141204682;6.406557919668217e-06;0.2814272070602341;VERT
Appareil_015;apple:appareil apple ble:74:35:75:41:6a:1a;74:35:75:41:6a:1a;1;0.00028;0.0002306238395850007;0.00031622776601683794;8.854377448471462e-08;0.029811388300841894;VERT
Appareil_016;apple:appareil apple ble:4f:2d:cc:dd:4c:3d;4f:2d:cc:dd:4c:3d;1;0.00023999999999999998;0.00019767757678714344;0.006309573444801942;1.514297626752466e-06;0.32747867224009714;VERT
Appareil_017;apple:appareil apple ble:ab:a5:d0:7a:65:fc;ab:a5:d0:7a:65:fc;1;0.00034399999999999996;0.00028333786006157224;0.001584893192461111;5.452032582066221e-07;0.09644465962305555;VERT
Appareil_018;apple:appareil apple ble:4f:2d:cc:dd:44:1d;4f:2d:cc:dd:44:1d;1;0.00023999999999999998;0.00019767757678714344;0.006309573444801942;1.514297626752466e-06;0.32747867224009714;VERT
Appareil_019;apple:appareil apple ble:d3:a4:a0:7a:e5:fc;d3:a4:a0:7a:e5:fc;1;0.00034399999999999996;0.00028333786006157224;0.0005011872336272714;1.7240840836778138e-07;0.04225936168136357;VERT
Appareil_020;apple:appareil apple ble:4f:25:cc:d9:44:1d;4f:25:cc:d9:44:1d;1;0.00023999999999999998;0.00019767757678714344;0.0031622776601683794;7.58946638440411e-07;0.17011388300841898;VERT
Appareil_021;apple:appareil apple ble:4d:b1:c8:32:ed:5e;4d:b1:c8:32:ed:5e;1;0.000272;0.00022403458702542926;0.006309573444801942;1.7162039769861282e-06;0.3290786722400971;VERT
Appareil_022;apple:appareil apple ble:76:35:75:41:0a:1a;76:35:75:41:0a:1a;1;0.00028;0.0002306238395850007;0.001995262314968883;5.586734481912871e-07;0.11376311574844414;VERT
Appareil_023;apple:appareil apple ble:55:b1:ca:32:e5:7e;55:b1:ca:32:e5:7e;1;0.000272;0.00022403458702542926;0.00794328234724282;2.160572798450047e-06;0.410764117362141;VERT
Appareil_024;apple:appareil apple ble:ee:60:1b:98:38:c6;ee:60:1b:98:38:c6;1;0.000192;0.00015814206142971475;0.01;1.92e-06;0.5095999999999999;VERT
Appareil_025;apple:appareil apple ble:55:b1:c8:32:e5:5e;55:b1:c8:32:e5:5e;1;0.00031999999999999997;0.0002635701023828579;0.00794328234724282;2.5418503511177026e-06;0.4131641173621411;VERT
Appareil_026;apple:appareil apple ble:55:31:c8:32:ed:5e;55:31:c8:32:ed:5e;2;0.000512;0.00042171216381257264;0.004471641173621411;2.178387763338277e-06;0.24918205868107055;VERT
Appareil_027;apple:appareil apple ble:3f:3d:a2:8b:79:fd;3f:3d:a2:8b:79:fd;1;0.000256;0.00021085608190628632;0.0007943282347242822;2.0334802808941624e-07;0.05251641173621411;VERT
Appareil_028;apple:appareil apple ble:2f:2d:cc:dd:4c:1d;2f:2d:cc:dd:4c:1d;1;0.00023999999999999998;0.00019767757678714344;0.006309573444801942;1.514297626752466e-06;0.32747867224009714;VERT
Appareil_029;apple:appareil apple ble:ee:60:7b:98:38:c6;ee:60:7b:98:38:c6;3;0.000576;0.0004744261842891443;0.00349134328085984;2.011013729775268e-06;0.203367164042992;VERT
Appareil_030;apple:appareil apple ble:76:35:75:41:2a:6a;76:35:75:41:2a:6a;1;0.00028;0.0002306238395850007;0.003981071705534969;1.1147000775497914e-06;0.21305358527674845;VERT
Appareil_031;apple:appareil apple ble:55:b1:c8:3e:ed:5e;55:b1:c8:3e:ed:5e;1;0.000272;0.00022403458702542926;0.001584893192461111;4.310909483494222e-07;0.09284465962305555;VERT
Appareil_032;apple:appareil apple ble:4f:2d:cd:dd:4c:1d;4f:2d:cd:dd:4c:1d;1;0.00023999999999999998;0.00019767757678714344;0.006309573444801942;1.514297626752466e-06;0.32747867224009714;VERT
Appareil_033;apple:appareil apple ble:55:b1:c8:12:ed:5e;55:b1:c8:12:ed:5e;1;0.000272;0.00022403458702542926;0.00794328234724282;2.160572798450047e-06;0.410764117362141;VERT
Appareil_034;apple:appareil apple ble:4f:2f:cc:dd:4c:19;4f:2f:cc:dd:4c:19;1;0.00023999999999999998;0.00019767757678714344;0.07943282347242822;1.906387763338277e-05;3.9836411736214115;VERT
Appareil_035;apple:appareil apple ble:55:b1:48:32:ed:5e;55:b1:48:32:ed:5e;2;0.000544;0.0004480691740508585;0.00278298244899804;1.513942452254934e-06;0.16634912244990202;VERT
Appareil_036;00113233-4455-6677-8899-aabbccddeeff;62:b9:6e:2b:30:5e;1;0.000368;0.0003031056177402866;0.001584893192461111;5.832406948256888e-07;0.09764465962305556;VERT
Appareil_037;e20a39f4-6ff5-49c4-a12f-17d1ad07a941;4e:ee:20:ab:66:bd;1;0.00034399999999999996;0.00028333786006157224;0.001;3.4399999999999996e-07;0.0672;VERT
Appareil_038;apple:appareil apple ble:61:cf:b7:c6:81:05;61:cf:b7:c6:81:05;1;0.00030399999999999996;0.00025039159726371503;0.12589254117941662;3.827133251854265e-05;6.309827058970831;VERT
Appareil_039;apple:appareil apple ble:77:2d:a0:88:7d:8d;77:2d:a0:88:7d:8d;1;0.00026399999999999997;0.00021744533446585776;0.0031622776601683794;8.348413022844521e-07;0.17131388300841896;VERT
