device_id;uuid_principal;adresse_mac_principale;uuid_observes;adresses_mac_observees;nombre_trames;nombre_evenements;rssi_moyen_dbm;rssi_min_dbm;rssi_max_dbm;puissance_moyenne_nw;energie_totale_nj;longueur_moyenne_octets;longueur_min_octets;longueur_max_octets;intervalle_moyen_ms;canal_37;canal_38;canal_39
Appareil_001;00112233-4455-6677-8899-aabbccddeeff;41:3c:7e:aa:78:98;00112213-8ef3-4ff3-109b-045f57458e76 | 00112213-b8a5-ae77-8899-aabbccddeeff | 00112223-4055-6a77-c899-a8bb8eddeefe | 00112233-3455-6676-8899-aabbdcddeeff | 00112233-4055-6677-8899-aabbccddeeff | 00112233-4445-6677-8899-aabbccddeeff | 00112233-4455-4677-8899-aabbccddeeff | 00112233-4455-6657-8899-aabbccddeefd | 00112233-4455-6670-8899-aabbccddeebb | 00112233-4455-6675-8899-aabbccddeeff | 00112233-4455-6677-8899-8a61485f9f59 | 00112233-4455-6677-8899-aabaccddeeff | 00112233-4455-6677-8899-aabb0cddeebf | 00112233-4455-6677-8899-aabb8cddeeff | 00112233-4455-6677-8899-aabbcca9ad7c | 00112233-4455-6677-8899-aabbccd1eeff | 00112233-4455-6677-8899-aabbccd9ee3f | 00112233-4455-6677-8899-aabbccdd5e2d | 00112233-4455-6677-8899-aabbccddee9f | 00112233-4455-6677-8899-aabbccddeebf | 00112233-4455-6677-8899-aabbccddeefe | 00112233-4455-6677-8899-aabbccddeeff | 00112233-4455-6677-8899-aabbcced10be | 00112233-4455-6677-8899-aafbccddeeff | 00112233-4455-6677-88c9-54cde7752c77 | 00112233-4455-6677-88c9-cc4d191b2d33 | 00112233-4455-6677-8b99-aabbccddeeff | 00112233-4455-6677-8c99-aabbccddeeff | 00112233-4455-6677-bcc5-d1f1cc09bae0 | 00112233-4455-6777-8899-aabbccddeeff | 00112233-4455-7677-8899-aabbccddeeff | 00112233-4455-e677-8899-aabbccddeeff | 00112233-4465-6677-8899-aabbccddeeff | 00112233-4a55-6677-8899-aabf0cdceeff | 00112233-4c55-6677-8899-aabbccddeeff | 00112233-5855-6677-8899-aabbd0ddeeff | 00112233-b855-a670-8e99-aabbccddeeff | 001122b3-4455-6677-8899-aabbccddeeff | 00132233-4455-6677-8899-aabbccddeeff | 00190233-4455-6677-8899-aabbccddeeff | 00192233-4455-6677-8899-aabbccddeeff | 00912233-4455-6677-8c99-aabbccddeeff | 07112233-2455-a674-8899-aabbfc5deff1 | 800f52f8-a135-63bf-4129-e0228d14a29f | 80102233-4455-6677-b899-aabbccddeeff | 8010e133-4455-7679-8899-aabbccd39eff | 8410e233-4455-6677-8899-aabbccddeeff;41:3c:7e:aa:78:98 | 41:3c:7e:aa:78:9a | 43:b4:34:41:66:fe | 43:b4:34:41:e6:fa | 43:b4:34:41:e6:fe | 43:b4:34:41:e7:be | 43:c5:36:41:e2:fe | 49:3c:7e:aa:78:98 | 61:2e:b0:50:ce:1e | 63:b4:34:41:e6:fe;1505;1370;-62.902325581395345;-91.0;-44.0;3.4856975391210994;1.930570797211609;36.053820598006645;36;52;98.85885473408779;414;523;568
Appareil_002;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;47:f2:19:1d:24:1f;ad2ea9bc-46bf-5507-29ed-e7d3a9097091 | e20a39f4-03f5-4bc4-a02f-17d1ab07a961 | e20a39f4-73e5-4b44-a02f-17d1ad07a961 | e20a39f4-73f5-4bc4-612f-1fd1ad07a961 | e20a39f4-73f5-4bc4-a12f-17d1ad03a961 | e20a39f4-73f5-4bc4-a12f-17d1ad03a965 | e20a39f4-73f5-4bc4-a12f-17d1ad07a961 | e20a39f4-73f5-4bc4-a12f-17d1ad27a961 | e20a39f4-73f5-4bc4-a133-17d1ad07a9e1 | e20a39f4-73f5-4bc4-a92f-17d1ad07a961 | e20a39f4-73f5-5bc4-a12f-17d1ad07a961 | e20a39f4-73f5-5bc4-a92f-17d1ad776960 | e20a39f4-73f7-4bc4-a12f-17d1ad07a961 | e20a39f4-73f9-4b48-a017-17d1ad07a961 | e20a39f5-83f4-cbc4-a12f-17d1ad07a961 | e20d39f4-73f5-4bc4-a12f-17d1ad07a961;47:f2:19:1d:24:17 | 47:f2:19:1d:24:1b | 47:f2:19:1d:24:1f | 47:f2:39:3d:24:1f;697;643;-63.16212338593974;-89.0;-44.0;3.2646713482339917;0.7827647293551189;33.00286944045911;33;35;210.6648178486809;159;258;280
Appareil_003;00112233-6cf5-e675-8a99-aabbcc5decff;43:38:7e:aa:78:98;00112233-6cf5-e675-8a99-aabbcc5decff;43:38:7e:aa:78:98;1;1;-69.0;-69.0;-69.0;0.12589254117941662;4.632845515402532e-05;36;36;36;;0;1;0
Appareil_005;e20a39f4-73f5-5bc4-992f-17d3ad07a961;67:f2:19:1f:24:1f;e20a39f4-73f5-5bc4-992f-17d3ad07a961;67:f2:19:1f:24:1f;1;1;-73.0;-73.0;-73.0;0.05011872336272715;1.724084083677814e-05;33;33;33;;0;1;0
Appareil_006;00112233-4455-6677-8899-aabb0cddeeff;41:3c:4e:aa:78:98;00112233-4455-6671-8899-aabbcc5dadff | 00112233-4455-6677-8899-aabb0cddeeff;41:0c:7e:a2:78:9a | 41:3c:4e:aa:78:98;3;3;-74.0;-76.0;-72.0;0.042675105272821645;4.711331622119509e-05;36;36;36;3147.488594055176;0;3;0
Appareil_007;e21239f4-70f5-4b44-a42f-c793ad07a9e1;47:f2:18:9d:24:1f;e21239f4-70f5-4b44-a42f-c793ad07a9e1;47:f2:18:9d:24:1f;1;1;-72.0;-72.0;-72.0;0.06309573444801943;2.1704932650118682e-05;33;33;33;;0;1;0
Appareil_008;e20a39f4-7335-4bc4-a12f-17d1ad77a7e1;47:f2:39:1d:24:1f;e20a39f4-7335-4bc4-a12f-17d1ad77a7e1;47:f2:39:1d:24:1f;1;1;-74.0;-74.0;-74.0;0.03981071705534969;1.3694886667040296e-05;33;33;33;;0;1;0
Appareil_009;00112233-4455-6677-8899-aabbccddecff;43:f4:34:41:e6:fe;00112233-4455-6677-8899-aabbccddecff;43:f4:34:41:e6:fe;1;1;-74.0;-74.0;-74.0;0.03981071705534969;1.4650343876368689e-05;36;36;36;;0;1;0
Appareil_010;e20a39e4-73f5-4bc4-a12f-07d1ad07a961;47:f0:19:1d:24:1f;e20a39e4-73f5-4bc4-a12f-07d1ad07a961;47:f0:19:1d:24:1f;1;1;-72.0;-72.0;-72.0;0.06309573444801943;2.1704932650118682e-05;33;33;33;;0;1;0
Appareil_011;00132233-4455-6677-9899-aabbccd3eef7;43:b4:b4:41:66:1e;00132233-4455-6677-9899-aabbccd3eef7;43:b4:b4:41:66:1e;1;1;-73.0;-73.0;-73.0;0.05011872336272715;1.844369019748359e-05;36;36;36;;0;1;0
Appareil_012;e20a39f4-7375-5bc4-a92f-17d1ad07a961;47:f2:19:1d:24:6f;e20a39f4-7375-5bc4-a92f-17d1ad07a961;47:f2:19:1d:24:6f;1;1;-75.0;-75.0;-75.0;0.03162277660168379;1.0878235150979224e-05;33;33;33;;0;1;0
Appareil_013;10112233-4455-6677-8899-aabbccddeeff;43:f4:3b:41:e6:fe;10112233-4455-6677-8899-aabbccddeeff;43:f4:3b:41:e6:fe;1;1;-75.0;-75.0;-75.0;0.03162277660168379;1.1637181789419635e-05;36;36;36;;0;1;0
Appareil_014;10132233-4425-66f7-8899-aabbcc3defff;41:3c:7e:a2:78:9a;10132233-4425-66f7-8899-aabbcc3defff;41:3c:7e:a2:78:9a;1;1;-72.0;-72.0;-72.0;0.06309573444801943;2.3219230276871145e-05;36;36;36;;0;1;0
Appareil_015;40112233-4452-6677-8899-aabb8cddeeff;41:3d:7e:aa:78:98;40112233-4452-6677-8899-aabb8cddeeff;41:3d:7e:aa:78:98;1;1;-70.0;-70.0;-70.0;0.1;3.68e-05;36;36;36;;0;1;0
Appareil_016;10112233-0415-6677-8899-aafbcc1defff;41:5c:7e:aa:78:98;10112233-0415-6677-8899-aafbcc1defff;41:5c:7e:aa:78:98;1;1;-77.0;-77.0;-77.0;0.01995262314968883;7.342565319085488e-06;36;36;36;;0;1;0
