numero_pic,debut_s,fin_s,duree_s,rssi_moy_dbm,puissance_moy_w,energie_j
1,1.1446688175201416,2.2419352531433105,1.097266435623169,-29.0,1.2589254117941661e-06,1.3813765993148148e-06
2,29.65114116668701,33.89964151382446,4.248500347137451,-28.5,1.4125375446227554e-06,6.001166248674459e-06
3,36.01704239845276,51.98811936378479,15.971076965332031,-27.8,1.659586907437563e-06,2.6505390229342686e-05
4,56.33129072189331,57.471678495407104,1.140387773513794,-29.0,1.2589254117941661e-06,1.4356631473758854e-06
5,60.694628953933716,64.97140264511108,4.276773691177368,-28.75,1.333521432163324e-06,5.70316937769727e-06
6,66.01533961296082,69.2061402797699,3.190800666809082,-28.333333333333332,1.4677992676220705e-06,4.683454881870385e-06
7,70.33655047416687,74.63382911682129,4.297278642654419,-27.25,1.883649089489802e-06,8.094565002519968e-06
8,75.77583146095276,78.00586533546448,2.2300338745117188,-28.5,1.4125375446227554e-06,3.1500065735283532e-06
9,94.90601706504822,293.80470538139343,198.89868831634521,-23.2,4.78630092322638e-06,0.0009519889755170391
10,373.87832140922546,378.9434423446655,5.0651209354400635,-27.0,1.9952623149688787e-06,1.0106244923243473e-05
11,393.90503001213074,403.6989188194275,9.793888807296753,-27.0,1.9952623149688787e-06,1.954137725419471e-05
12,413.968834400177,428.8128204345703,14.84398603439331,-28.0,1.584893192461114e-06,2.3526132414897807e-05
13,433.8835573196411,444.0223813056946,10.138823986053467,-29.0,1.2589254117941661e-06,1.276402316175093e-05
14,458.74672985076904,463.77434158325195,5.02761173248291,-28.0,1.584893192461114e-06,7.968227609149792e-06
15,473.9486813545227,478.5340304374695,4.585349082946777,-29.0,1.2589254117941661e-06,5.772612482468773e-06
16,493.8646833896637,498.9225437641144,5.057860374450684,-28.0,1.584893192461114e-06,8.016168475885709e-06
17,533.9207770824432,538.5086154937744,4.587838411331177,-28.0,1.584893192461114e-06,7.271233866230394e-06
