parametre;valeur
debut;2026-08-24T15:28:35.569711
motif_arret;condition d'arrêt atteinte
nombre_mesures;1085
energie_totale_j;9.431575535687218e-06
simulation_activee;True
mcp3208_active;False
ble_actif;True
wifi_actif;True
lora_simulation_active;True
lora_reel_actif;False
