parametre;valeur
debut;2026-08-18T14:35:56.199207
motif_arret;condition d'arrêt atteinte
nombre_mesures;484
energie_totale_j;3.98599720425921e-05
simulation_activee;False
mcp3208_active;False
ble_actif;True
wifi_actif;True
lora_simulation_active;False
lora_reel_actif;False
