index;uuid;major;minor;address;start_epoch;end_epoch;duration_ms;interval_ms;packet_count;channels;rssi_mean;tx_power
1;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657986.151049;1784657986.151049;0.0;;1;37;-53.0;-59
2;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;45:0e:18:af:5f:74;1784657986.450906;1784657986.450906;0.0;;1;38;-53.0;-56
3;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;45:0e:18:af:5f:74;1784657986.482494;1784657986.482494;0.0;31.588077545166016;1;39;-60.0;-56
4;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657986.50928;1784657986.50928;0.0;358.2310676574707;1;37;-53.0;-59
5;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657986.625303;1784657986.625303;0.0;;1;37;-53.0;-56
6;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657986.654768;1784657986.654768;0.0;29.4649600982666;1;38;-54.0;-56
7;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657986.693257;1784657986.693257;0.0;38.48910331726074;1;39;-60.0;-56
8;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657986.866822;1784657986.866822;0.0;357.5420379638672;1;39;-60.0;-59
9;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657986.947108;1784657986.947108;0.0;253.85093688964844;1;38;-54.0;-56
10;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657986.979961;1784657986.979961;0.0;32.852888107299805;1;39;-60.0;-56
11;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657987.094703;1784657987.094703;0.0;227.88095474243164;1;39;-60.0;-59
12;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657987.183257;1784657987.202876;19.618988037109375;203.29618453979492;2;38,39;-57.0;-56
13;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657987.293282;1784657987.295224;1.9419193267822266;198.5790729522705;2;38,39;-57.0;-59
14;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657987.460048;1784657987.467057;7.009029388427734;276.7908573150635;2;38,39;-57.0;-56
15;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657987.582314;1784657987.582314;0.0;289.031982421875;1;39;-60.0;-59
16;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657987.748164;1784657987.748164;0.0;288.1159782409668;1;38;-54.0;-56
17;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657987.776169;1784657987.776169;0.0;28.005123138427734;1;39;-60.0;-56
18;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657987.931826;1784657987.931826;0.0;349.51210021972656;1;38;-54.0;-59
19;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657987.974178;1784657987.974178;0.0;42.35196113586426;1;39;-60.0;-59
20;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657988.058609;1784657988.058609;0.0;282.4399471282959;1;38;-54.0;-56
21;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657988.097682;1784657988.097682;0.0;39.07299041748047;1;39;-60.0;-56
22;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657988.18791;1784657988.18791;0.0;213.7320041656494;1;38;-54.0;-59
23;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657988.221385;1784657988.221385;0.0;33.47492218017578;1;39;-60.0;-59
24;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657988.416055;1784657988.416055;0.0;318.3729648590088;1;37;-53.0;-56
25;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657988.465943;1784657988.465943;0.0;49.88813400268555;1;38;-54.0;-56
26;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657988.494992;1784657988.494992;0.0;29.048919677734375;1;39;-60.0;-56
27;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657988.642663;1784657988.642663;0.0;421.2779998779297;1;38;-54.0;-59
28;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657988.678482;1784657988.678482;0.0;35.819053649902344;1;39;-60.0;-59
29;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657988.771236;1784657988.771236;0.0;276.2439250946045;1;37;-53.0;-56
30;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657988.809125;1784657988.809125;0.0;37.88900375366211;1;38;-54.0;-56
31;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657988.851564;1784657988.851564;0.0;42.43898391723633;1;39;-60.0;-56
32;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657989.043735;1784657989.043735;0.0;365.2529716491699;1;39;-60.0;-59
33;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657989.248314;1784657989.2674;19.086122512817383;396.74997329711914;3;37,38,39;-55.666666666666664;-56
34;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657989.346898;1784657989.349266;2.3679733276367188;303.1630516052246;2;38,39;-57.0;-59
35;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657989.633635;1784657989.636271;2.635955810546875;286.73696517944336;2;38,39;-57.0;-59
36;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657989.755261;1784657989.757063;1.8019676208496094;506.9470405578613;2;38,39;-57.0;-56
37;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657989.768686;1784657989.770848;2.1619796752929688;135.05101203918457;2;38,39;-57.0;-59
38;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657989.786245;1784657989.795258;9.012937545776367;30.984163284301758;3;37,38,39;-55.666666666666664;-56
39;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657989.841957;1784657989.841957;0.0;73.27103614807129;1;38;-54.0;-59
40;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657989.870398;1784657989.870398;0.0;28.44095230102539;1;39;-60.0;-59
41;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657990.044946;1784657990.067223;22.277116775512695;258.7008476257324;3;37,38,39;-55.666666666666664;-56
42;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657990.203365;1784657990.203365;0.0;332.96704292297363;1;37;-53.0;-59
43;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657990.242516;1784657990.242516;0.0;39.15095329284668;1;38;-54.0;-59
44;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657990.264984;1784657990.264984;0.0;22.467851638793945;1;39;-60.0;-59
45;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657990.46691;1784657990.477112;10.202169418334961;421.9639301300049;2;38,39;-57.0;-56
46;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657990.493551;1784657990.511416;17.86494255065918;228.56712341308594;2;38,39;-57.0;-59
47;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657990.616229;1784657990.62059;4.36091423034668;149.31917190551758;2;38,39;-57.0;-56
48;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657990.731329;1784657990.747506;16.176939010620117;237.7779483795166;2;38,39;-57.0;-59
49;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657990.982936;1784657990.982936;0.0;366.70684814453125;1;38;-54.0;-56
50;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657991.011008;1784657991.011008;0.0;28.072118759155273;1;39;-60.0;-56
51;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657991.104727;1784657991.113548;8.82101058959961;373.3980655670166;2;38,39;-57.0;-59
52;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657991.351979;1784657991.368723;16.743898391723633;247.2519874572754;2;38,39;-57.0;-59
53;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657991.493273;1784657991.493273;0.0;482.2649955749512;1;39;-60.0;-56
54;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657991.580355;1784657991.58322;2.8650760650634766;228.37591171264648;2;38,39;-57.0;-59
55;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657991.774532;1784657991.783756;9.22393798828125;281.25905990600586;2;38,39;-57.0;-56
56;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657991.881353;1784657991.881353;0.0;300.9979724884033;1;39;-60.0;-59
57;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657992.042723;1784657992.042723;0.0;268.190860748291;1;38;-54.0;-56
58;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657992.079145;1784657992.079145;0.0;36.422014236450195;1;39;-60.0;-56
59;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657992.173211;1784657992.173211;0.0;291.8581962585449;1;37;-53.0;-59
60;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657992.206722;1784657992.206722;0.0;33.51092338562012;1;38;-54.0;-59
61;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657992.248907;1784657992.248907;0.0;42.185068130493164;1;39;-60.0;-59
62;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657992.330529;1784657992.339671;9.141921997070312;251.38401985168457;2;38,39;-57.0;-56
63;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657992.529734;1784657992.529734;0.0;280.8268070220947;1;37;-53.0;-59
64;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657992.5634;1784657992.5634;0.0;33.666133880615234;1;38;-54.0;-59
65;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657992.607398;1784657992.607398;0.0;43.998003005981445;1;39;-60.0;-59
66;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657992.754207;1784657992.754207;0.0;423.677921295166;1;39;-60.0;-56
67;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657992.843652;1784657992.851372;7.719993591308594;236.2539768218994;2;37,38;-53.5;-59
68;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657992.888436;1784657992.888436;0.0;44.7840690612793;1;39;-60.0;-59
69;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657993.079809;1784657993.079809;0.0;325.60205459594727;1;38;-54.0;-56
70;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657993.112951;1784657993.112951;0.0;33.14208984375;1;39;-60.0;-56
71;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657993.170279;1784657993.182323;12.043952941894531;281.8429470062256;2;38,39;-57.0;-59
72;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657993.270903;1784657993.270903;0.0;157.95207023620605;1;38;-54.0;-56
73;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657993.340633;1784657993.340633;0.0;69.72980499267578;1;39;-60.0;-56
74;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657993.413372;1784657993.433284;19.912004470825195;243.09301376342773;2;37,38;-53.5;-59
75;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657993.456138;1784657993.456138;0.0;42.76585578918457;1;39;-60.0;-59
76;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657993.48324;1784657993.48324;0.0;142.6069736480713;1;38;-54.0;-56
77;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657993.576509;1784657993.576509;0.0;120.37110328674316;1;37;-53.0;-59
78;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657993.601172;1784657993.608543;7.370948791503906;24.66297149658203;2;38,39;-57.0;-59
79;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657993.757855;1784657993.771365;13.509988784790039;274.6150493621826;2;38,39;-57.0;-56
80;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657993.908681;1784657993.908681;0.0;307.5089454650879;1;37;-53.0;-59
81;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657993.944804;1784657993.944804;0.0;36.123037338256836;1;38;-54.0;-59
82;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657993.978282;1784657993.978282;0.0;33.4780216217041;1;39;-60.0;-59
83;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657994.062422;1784657994.071069;8.646965026855469;304.5670986175537;2;38,39;-57.0;-56
84;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657994.163365;1784657994.163365;0.0;185.08291244506836;1;38;-54.0;-59
85;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657994.191516;1784657994.191516;0.0;28.15103530883789;1;39;-60.0;-59
86;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657994.347767;1784657994.347767;0.0;285.34507751464844;1;38;-54.0;-56
87;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657994.381775;1784657994.381775;0.0;34.00778770446777;1;39;-60.0;-56
88;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657994.496875;1784657994.496875;0.0;305.3591251373291;1;38;-54.0;-59
89;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657994.522934;1784657994.522934;0.0;26.05891227722168;1;39;-60.0;-59
90;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657994.654911;1784657994.654911;0.0;273.1361389160156;1;38;-54.0;-56
91;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;6b:9c:91:31:d6:e6;1784657994.681352;1784657994.681352;0.0;26.440858840942383;1;39;-60.0;-56
92;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657994.791906;1784657994.81042;18.513917922973633;268.97215843200684;2;38,39;-57.0;-59
