timestamp;address;pdu_type;length;rssi;channel;uuid;major;minor;tx_power;raw_hex;source_field
1784657986.151049;74:37:23:b5:98:a8;0x00;36;-53.0;37;00112233-4455-6677-8899-aabbccddeeff;1;1;-59;021500112233445566778899aabbccddeeff00010001c5;btcommon.eir_ad.entry.data
1784657986.450906;45:0e:18:af:5f:74;0x00;33;-53.0;38;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;-56;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;btcommon.eir_ad.entry.data
1784657986.482494;45:0e:18:af:5f:74;0x00;33;-60.0;39;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;-56;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;btcommon.eir_ad.entry.data
1784657986.50928;74:37:23:b5:98:a8;0x00;36;-53.0;37;00112233-4455-6677-8899-aabbccddeeff;1;1;-59;021500112233445566778899aabbccddeeff00010001c5;btcommon.eir_ad.entry.data
1784657986.625303;6b:9c:91:31:d6:e6;0x00;33;-53.0;37;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;-56;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;btcommon.eir_ad.entry.data
1784657986.654768;6b:9c:91:31:d6:e6;0x00;33;-54.0;38;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;-56;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;btcommon.eir_ad.entry.data
1784657986.693257;6b:9c:91:31:d6:e6;0x00;33;-60.0;39;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;-56;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;btcommon.eir_ad.entry.data
1784657986.866822;74:37:23:b5:98:a8;0x00;36;-60.0;39;00112233-4455-6677-8899-aabbccddeeff;1;1;-59;021500112233445566778899aabbccddeeff00010001c5;btcommon.eir_ad.entry.data
1784657986.947108;6b:9c:91:31:d6:e6;0x00;33;-54.0;38;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;-56;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;btcommon.eir_ad.entry.data
1784657986.979961;6b:9c:91:31:d6:e6;0x00;33;-60.0;39;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;-56;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;btcommon.eir_ad.entry.data
1784657987.094703;74:37:23:b5:98:a8;0x00;36;-60.0;39;00112233-4455-6677-8899-aabbccddeeff;1;1;-59;021500112233445566778899aabbccddeeff00010001c5;btcommon.eir_ad.entry.data
1784657987.183257;6b:9c:91:31:d6:e6;0x00;33;-54.0;38;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;-56;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;btcommon.eir_ad.entry.data
1784657987.202876;6b:9c:91:31:d6:e6;0x00;33;-60.0;39;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;-56;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;btcommon.eir_ad.entry.data
1784657987.293282;74:37:23:b5:98:a8;0x00;36;-54.0;38;00112233-4455-6677-8899-aabbccddeeff;1;1;-59;021500112233445566778899aabbccddeeff00010001c5;btcommon.eir_ad.entry.data
1784657987.295224;74:37:23:b5:98:a8;0x00;36;-60.0;39;00112233-4455-6677-8899-aabbccddeeff;1;1;-59;021500112233445566778899aabbccddeeff00010001c5;btcommon.eir_ad.entry.data
1784657987.460048;6b:9c:91:31:d6:e6;0x00;33;-54.0;38;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;-56;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;btcommon.eir_ad.entry.data
1784657987.467057;6b:9c:91:31:d6:e6;0x00;33;-60.0;39;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;-56;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;btcommon.eir_ad.entry.data
