device_id;nombre_valeurs;longueur_moyenne_octets;longueur_mediane_octets;longueur_min_octets;longueur_max_octets;ecart_type_octets
Appareil_002;292;33.00684931506849;33.0;33;35;0.11684056239199987
Appareil_003;649;36;36;36;36;0.0
Appareil_004;1;36;36;36;36;0.0
Appareil_005;1;36;36;36;36;0.0
Appareil_006;1;33;33;33;33;0.0
Appareil_007;1;36;36;36;36;0.0
Appareil_008;1;33;33;33;33;0.0
Appareil_009;1;33;33;33;33;0.0
Appareil_010;1;36;36;36;36;0.0
Appareil_011;1;36;36;36;36;0.0
