device_id;uuid_principal;adresse_mac;nombre_trames;temps_exposition_rf_s;taux_occupation_percent;puissance_moyenne_nw;energie_totale_nj;indice_tempo;niveau_tempo
Appareil_002;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;7f:b2:48:08:01:fd;292;0.10046399999999998;0.16484133301353457;0.8545269667817751;0.08583712475929574;47.749548339088754;ORANGE
Appareil_003;00112233-4455-6677-8899-aabbccddeeff;4b:9c:4c:e8:b6:be;649;0.238832;0.3918755499112965;0.8366700070417765;0.19982357112180157;53.77510035208882;ORANGE
Appareil_004;00112233-1455-6677-8899-aabbccddeeff;4b:9c:4c:e8:b7:be;1;0.000368;0.0006038144066429839;0.07943282347242822;2.9231279037853582e-05;3.9900411736214108;VERT
Appareil_005;00312233-4455-6677-8899-aabbccddeeff;6b:9c:4c:e8:b6:be;1;0.000368;0.0006038144066429839;0.1;3.68e-05;5.0184;VERT
Appareil_006;e20a39f4-73f5-4bc4-a1af-17d1ad07a961;7f:b0:4c:08:01:fd;1;0.00034399999999999996;0.0005644352062097457;0.07943282347242822;2.7324891274515306e-05;3.988841173621411;VERT
Appareil_007;10112233-4455-6677-8899-aabbccddeebf;4b:9c:0c:e8:b6:be;1;0.000368;0.0006038144066429839;0.1;3.68e-05;5.0184;VERT
Appareil_008;e20a18f4-73f5-4bc4-a12f-17d1ad07a961;7f:b2:08:08:01:fd;1;0.00034399999999999996;0.0005644352062097457;0.07943282347242822;2.7324891274515306e-05;3.988841173621411;VERT
Appareil_009;e20a39f4-73f5-4bd4-a12f-17d1ad17ab61;7f:b2:48:08:11:fd;1;0.00034399999999999996;0.0005644352062097457;0.1;3.44e-05;5.0172;VERT
Appareil_010;00112233-4455-6677-8899-aabbcc5deeff;4b:9c:4c:e8:a6:be;1;0.000368;0.0006038144066429839;0.1;3.68e-05;5.0184;VERT
Appareil_011;00112233-4455-6677-8899-aabbccddeefe;4b:9c:4c:e8:f6:be;1;0.000368;0.0006038144066429839;0.1;3.68e-05;5.0184;VERT
