parametre;valeur
debut;2026-08-24T15:02:32.988874
motif_arret;condition d'arrêt atteinte
nombre_mesures;1990
energie_totale_j;2.2933035146576224e-05
simulation_activee;True
mcp3208_active;False
ble_actif;True
wifi_actif;True
lora_simulation_active;True
lora_reel_actif;False
