index;device_id;canonical_uuid;address;start_epoch;end_epoch;span_ms;interval_ms;packet_count;channels;pdu_types;length_mean_bytes;rssi_mean_dbm;total_airtime_us;event_energy_j;event_energy_nj;cumulative_energy_j;cumulative_energy_nj
1;Appareil_001;00112233-4455-6677-8899-aabbccddeeff;50:65:47:01:3a:30;1784762828.015408;1784762828.015408;0.0;;1;37;ADV_IND;36;-71.0;368.0;2.923127903785358e-14;2.9231279037853582e-05;2.923127903785358e-14;2.9231279037853582e-05
2;Appareil_002;apple:appareil apple ble:4f:2d:cc:dd:4c:1d;4f:2d:cc:dd:4c:1d;1784762828.083529;1784762828.083529;0.0;;1;39;ADV_IND;20;-84.0;240.0;9.554572093283927e-16;9.554572093283927e-07;9.554572093283927e-16;9.554572093283927e-07
3;Appareil_003;apple:appareil apple ble:f5:39:7e:e8:f2:89;f5:39:7e:e8:f2:89;1784762828.105006;1784762828.105006;0.0;;1;37;ADV_NONCONN_IND;37;-80.0;376.0;3.7599999999999996e-15;3.7599999999999996e-06;3.7599999999999996e-15;3.7599999999999996e-06
4;Appareil_004;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;78:d8:0b:6e:66:9e;1784762828.139247;1784762828.139247;0.0;;1;38;ADV_IND;33;-68.0;344.0;5.452032582066221e-14;5.452032582066221e-05;5.452032582066221e-14;5.452032582066221e-05
5;Appareil_004;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;78:d8:0b:6e:66:9e;1784762828.161607;1784762828.161607;0.0;22.36008644104004;1;39;ADV_IND;33;-64.0;344.0;1.3694886667040295e-13;0.00013694886667040294;1.9146919249106517e-13;0.00019146919249106515
6;Appareil_005;apple:appareil apple ble:76:35:75:41:2a:1a;76:35:75:41:2a:1a;1784762828.184152;1784762828.184152;0.0;;1;37;ADV_IND;25;-80.0;280.0;2.7999999999999997e-15;2.8e-06;2.7999999999999997e-15;2.8e-06
7;Appareil_006;apple:appareil apple ble:68:00:48:f7:63:93;68:00:48:f7:63:93;1784762828.235383;1784762828.235383;0.0;;1;38;ADV_IND;34;-68.0;352.0;5.57882403746311e-14;5.5788240374631104e-05;5.57882403746311e-14;5.5788240374631104e-05
8;Appareil_006;apple:appareil apple ble:68:00:48:f7:63:93;68:00:48:f7:63:93;1784762828.278767;1784762828.278767;0.0;43.38407516479492;1;39;ADV_IND;34;-64.0;352.0;1.4013372403483091e-13;0.00014013372403483092;1.9592196440946201e-13;0.000195921964409462
9;Appareil_001;00112233-4455-6677-8899-aabbccddeeff;5b:d0:b2:88:8f:9a;1784762828.301911;1784762828.305612;3.7009716033935547;286.5030765533447;3;37,38,39;ADV_IND;36;-68.33333333333333;1104.0;2.1605112419458333e-13;0.00021605112419458334;2.452824032324369e-13;0.0002452824032324369
10;Appareil_002;apple:appareil apple ble:4f:2d:cc:dd:4c:1d;4f:2d:cc:dd:4c:1d;1784762828.306847;1784762828.306847;0.0;223.31809997558594;1;37;ADV_IND;20;-77.0;240.0;4.788629555925319e-15;4.788629555925319e-06;5.7440867652537115e-15;5.744086765253712e-06
11;Appareil_004;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;78:d8:0b:6e:66:9e;1784762828.348614;1784762828.348614;0.0;187.00695037841797;1;38;ADV_IND;33;-67.0;344.0;6.863702363492957e-14;6.863702363492957e-05;2.601062161259947e-13;0.0002601062161259947
12;Appareil_006;apple:appareil apple ble:68:00:48:f7:63:93;68:00:48:f7:63:93;1784762828.518041;1784762828.518041;0.0;239.2737865447998;1;39;ADV_IND;34;-64.0;352.0;1.4013372403483091e-13;0.00014013372403483092;3.3605568844429293e-13;0.0003360556884442929
13;Appareil_001;00112233-4455-6677-8899-aabbccddeeff;5b:d0:b2:88:8f:9a;1784762828.539385;1784762828.539385;0.0;237.4739646911621;1;37;ADV_IND;36;-72.0;368.0;2.3219230276871145e-14;2.3219230276871145e-05;2.685016335093081e-13;0.0002685016335093081
14;Appareil_001;00112233-4455-6677-8899-aabbccddeeff;5b:d0:b2:88:8f:9a;1784762828.57582;1784762828.57582;0.0;36.43488883972168;1;38;ADV_IND;36;-69.0;368.0;4.6328455154025316e-14;4.632845515402532e-05;3.148300886633334e-13;0.0003148300886633334
15;Appareil_001;00112233-4455-6677-8899-aabbccddeeff;5b:d0:b2:88:8f:9a;1784762828.602102;1784762828.602102;0.0;26.282072067260742;1;39;ADV_IND;36;-64.0;368.0;1.4650343876368686e-13;0.00014650343876368684;4.613335274270202e-13;0.00046133352742702027
16;Appareil_001;00112233-4455-6677-8899-aabbccddeeff;50:65:47:01:3a:30;1784762828.629305;1784762828.629305;0.0;27.202844619750977;1;37;ADV_IND;36;-71.0;368.0;2.923127903785358e-14;2.9231279037853582e-05;4.905648064648738e-13;0.0004905648064648738
17;Appareil_001;00112233-4455-6677-8899-aabbccddeeff;50:65:47:01:3a:30;1784762828.662647;1784762828.662647;0.0;33.34212303161621;1;38;ADV_IND;36;-67.0;368.0;7.342565319085489e-14;7.342565319085489e-05;5.639904596557287e-13;0.0005639904596557287
18;Appareil_001;00112233-4455-6677-8899-aabbccddeeff;50:65:47:01:3a:30;1784762828.700914;1784762828.700914;0.0;38.266897201538086;1;39;ADV_IND;36;-65.0;368.0;1.1637181789419636e-13;0.00011637181789419637;6.80362277549925e-13;0.000680362277549925
19;Appareil_002;apple:appareil apple ble:4f:2d:cc:dd:4c:1d;4f:2d:cc:dd:4c:1d;1784762828.72791;1784762828.72791;0.0;421.0629463195801;1;37;ADV_IND;20;-77.0;240.0;4.788629555925319e-15;4.788629555925319e-06;1.053271632117903e-14;1.053271632117903e-05
20;Appareil_004;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;78:d8:0b:6e:66:9e;1784762828.745525;1784762828.745525;0.0;396.9109058380127;1;38;ADV_IND;33;-66.0;344.0;8.640889324392961e-14;8.64088932439296e-05;3.465151093699243e-13;0.0003465151093699243
21;Appareil_004;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;78:d8:0b:6e:66:9e;1784762828.772723;1784762828.772723;0.0;27.198076248168945;1;39;ADV_IND;33;-65.0;344.0;1.0878235150979225e-13;0.00010878235150979225;4.552974608797166e-13;0.0004552974608797166
22;Appareil_007;apple:appareil apple ble:d3:a4:a0:7b:65:fc;d3:a4:a0:7b:65:fc;1784762828.794728;1784762828.794728;0.0;;1;37;ADV_IND;33;-84.0;344.0;1.3694886667040294e-15;1.3694886667040294e-06;1.3694886667040294e-15;1.3694886667040294e-06
23;Appareil_006;apple:appareil apple ble:68:00:48:f7:63:93;68:00:48:f7:63:93;1784762828.83871;1784762828.83871;0.0;320.66917419433594;1;38;ADV_IND;34;-66.0;352.0;8.841840238913727e-14;8.841840238913728e-05;4.2447409083343017e-13;0.0004244740908334302
24;Appareil_006;apple:appareil apple ble:68:00:48:f7:63:93;68:00:48:f7:63:93;1784762828.860671;1784762828.860671;0.0;21.960973739624023;1;39;ADV_IND;34;-66.0;352.0;8.841840238913727e-14;8.841840238913728e-05;5.128924932225674e-13;0.0005128924932225674
25;Appareil_001;00112233-4455-6677-8899-aabbccddeeff;5b:d0:b2:88:8f:9a;1784762828.892168;1784762828.892168;0.0;191.2541389465332;1;37;ADV_IND;36;-71.0;368.0;2.923127903785358e-14;2.9231279037853582e-05;7.095935565877786e-13;0.0007095935565877786
