device_id;uuid_principal;adresse_mac;nombre_trames;temps_exposition_rf_s;taux_occupation_percent;puissance_moyenne_nw;energie_totale_nj;indice_tempo;niveau_tempo
Appareil_001;00112233-4455-6677-8899-aabbccddeeff;5b:d0:b2:88:8f:9a;1977;0.727664;0.06613566908508482;0.5648829986596199;0.4110048694591485;64.62734993298099;ROUGE
Appareil_002;apple:appareil apple ble:4f:2d:cc:dd:4c:1d;4f:2d:cc:dd:4c:1d;559;0.134216;0.01219857648849434;0.0332918590933212;0.0044680378284439595;8.37539295466606;VERT
Appareil_003;apple:appareil apple ble:f5:39:7e:e8:f2:89;f5:39:7e:e8:f2:89;46;0.017296;0.001571992750081943;0.03295344966985909;0.0005699628654898828;2.5124724834929544;VERT
Appareil_004;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;78:d8:0b:6e:66:9e;1072;0.36891199999999996;0.03352954379152577;0.5836061391851379;0.21535926873502492;47.625906959256895;ORANGE
Appareil_005;apple:appareil apple ble:76:35:75:41:2a:1a;76:35:75:41:2a:1a;88;0.024911999999999997;0.002264193072967239;0.00355039361632738;9.005440795806222e-05;1.4231196808163689;VERT
Appareil_006;apple:appareil apple ble:68:00:48:f7:63:93;68:00:48:f7:63:93;957;0.336864;0.03061677646644332;0.5997313316173758;0.20202789529395565;46.82976658086879;ORANGE
Appareil_007;apple:appareil apple ble:d3:a4:a0:7b:65:fc;d3:a4:a0:7b:65:fc;27;0.009383999999999998;0.0008528896835550967;0.006133112666484267;5.734653333003722e-05;0.7758556333242133;VERT
Appareil_008;apple:appareil apple ble:77:35:75:41:2a:1a;77:35:75:41:2a:1a;2;0.00056;5.0897082565095295e-05;0.0023060145250075816;1.2913681340042458e-06;0.1433007262503791;VERT
Appareil_009;apple:appareil apple ble:72:7c:80:9b:92:72;72:7c:80:9b:92:72;7;0.0019039999999999999;0.00017305008072132397;0.0008628596123600728;1.6428847019335786e-06;0.13834298061800365;VERT
Appareil_010;apple:appareil apple ble:ee:60:7b:98:38:c6;ee:60:7b:98:38:c6;11;0.002368;0.00021522194913240294;0.0031235239137803366;6.919167411323376e-06;0.2745761956890168;VERT
Appareil_011;apple:appareil apple ble:7f:2d:a2:88:79:9d;7f:2d:a2:88:79:9d;1;0.00026399999999999997;2.399433892354492e-05;0.0012589254117941662;3.323563087136598e-07;0.0761462705897083;VERT
Appareil_012;apple:appareil apple ble:55:b1:c8:32:ed:5e;55:b1:c8:32:ed:5e;92;0.025056;0.0022772808941982636;0.0051135934920494815;0.00012876636720312928;1.508479674602474;VERT
Appareil_013;apple:appareil apple ble:c0:2d:c5:9f:e2:af;c0:2d:c5:9f:e2:af;103;0.035432;0.0032203311240115292;0.07369205861770242;0.002611057020942432;5.45620293088512;VERT
Appareil_014;apple:appareil apple ble:4f:2d:ce:dd:4c:1d;4f:2d:ce:dd:4c:1d;4;0.0009599999999999999;8.725214154016335e-05;0.07830361445268665;7.517146987457918e-05;3.9631807226343323;VERT
Appareil_015;apple:appareil apple ble:f3:24:fe:8d:e0:99;f3:24:fe:8d:e0:99;5;0.00096;8.725214154016336e-05;0.0009009228927180787;8.648859770093555e-07;0.09304614463590394;VERT
Appareil_016;apple:appareil apple ble:ee:60:79:98:38:c6;ee:60:79:98:38:c6;1;0.000192;1.7450428308032674e-05;0.001995262314968883;3.8309036447402544e-07;0.10936311574844414;VERT
Appareil_017;apple:appareil apple ble:76:35:75:41:2a:3a;76:35:75:41:2a:3a;1;0.00028;2.5448541282547647e-05;0.0025118864315095825;7.03328200822683e-07;0.13959432157547913;VERT
Appareil_018;apple:appareil apple ble:52:7c:80:9b:9a:72;52:7c:80:9b:9a:72;1;0.000272;2.4721440103046284e-05;0.0012589254117941662;3.4242771200801313e-07;0.07654627058970831;VERT
Appareil_019;apple:appareil apple ble:4f:2d:4c:dd:4c:1d;4f:2d:4c:dd:4c:1d;1;0.00023999999999999998;2.1813035385040837e-05;0.006309573444801942;1.514297626752466e-06;0.32747867224009714;VERT
Appareil_020;apple:appareil apple ble:55:b1:c8:32:ed:ce;55:b1:c8:32:ed:ce;1;0.000272;2.4721440103046284e-05;0.0025118864315095825;6.832331093706064e-07;0.13919432157547912;VERT
Appareil_021;apple:appareil apple ble:4f:2d:cc:dd:4c:5d;4f:2d:cc:dd:4c:5d;2;0.00047999999999999996;4.3626070770081675e-05;0.013557063315032352;6.507390391215529e-06;0.7018531657516176;VERT
Appareil_022;apple:appareil apple ble:6f:2d:cc:dd:4c:1d;6f:2d:cc:dd:4c:1d;2;0.00047999999999999996;4.3626070770081675e-05;0.029881670102519263;1.4343201649209246e-05;1.5180835051259631;VERT
Appareil_023;apple:appareil apple ble:68:00:48:f7:43:93;68:00:48:f7:43:93;1;0.000352;3.19924518980599e-05;0.12589254117941662;4.431417449515464e-05;6.31222705897083;VERT
