device_id;uuid_principal;adresse_mac_principale;uuid_observes;adresses_mac_observees;nombre_trames;nombre_evenements;rssi_moyen_dbm;rssi_min_dbm;rssi_max_dbm;puissance_moyenne_nw;energie_totale_nj;longueur_moyenne_octets;longueur_min_octets;longueur_max_octets;intervalle_moyen_ms;canal_37;canal_38;canal_39
Appareil_001;00112233-4455-6677-8899-aabbccddeeff;50:65:47:01:3a:30; | 00112033-4455-6677-8899-aabbccddeeff | 00112217-8431-b29d-929f-7ce992118a30 | 00112233-0456-ae65-b773-cb20d2fb1efc | 00112233-4425-6677-8899-aabbccddeeff | 00112233-4455-6677-8878-884692667eb8 | 00112233-4455-6677-8898-aabbccddeeff | 00112233-4455-6677-8899-aa61a1588aca | 00112233-4455-6677-8899-aabb4cdceeff | 00112233-4455-6677-8899-aabbcc5d3776 | 00112233-4455-6677-8899-aabbccdd6e7b | 00112233-4455-6677-8899-aabbccddee09 | 00112233-4455-6677-8899-aabbccddeeff | 00112233-4455-6677-8899-eac19919bdb3 | 00112233-4455-6677-8c99-aabbdcddeeff | 00112233-4455-6677-9899-aabbccddeeff | 00112233-4455-66f7-ad3c-a7b95507275e | 00112233-4455-7254-4697-c90a3c6b0d54 | 00112233-4455-8e54-f2e3-d676b00a4d54 | 0011224b-ba5d-ba1e-cc3a-6052038f6697 | 001922b3-4455-6677-8899-aabbccddeeff | 0021402e-870f-7872-1fa8-a741a4e731b5 | 40558930-04ec-aa81-4ff7-31c113ae33a6;50:65:47:01:3a:30 | 5b:d0:b2:88:8f:9a | 5b:d0:b2:88:8f:9b | 5b:d0:b2:a8:8f:9a;1977;1779;-63.39251390996459;-82.0;-57.0;0.5648829986596199;0.41100486945914855;36.00809307030855;36;52;110.45177500481279;470;706;801
Appareil_002;;4f:2d:cc:dd:4c:1d;;4f:2d:cc:dd:4c:1d;559;534;-77.2432915921288;-93.0;-70.0;0.03329185909332119;0.00446803782844396;20.012522361359572;20;22;368.6032496518534;228;192;139
Appareil_003;;f5:39:7e:e8:f2:89;;f5:39:7e:e8:f2:89;46;46;-76.02173913043478;-87.0;-68.0;0.03295344966985909;0.0005699628654898828;37;37;37;4236.282110214233;32;5;9
Appareil_004;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;78:d8:0b:6e:66:9e;02188e54-5d0f-60c8-988a-4e46e16134d6 | ae7a9adc-0865-f539-e87d-04b053515821 | e20a39f4-73f2-4bc4-a12f-17d1ad07a961 | e20a39f4-73f5-07ae-94fa-b11a2d003739 | e20a39f4-73f5-4bc4-6161-c13ff29639cd | e20a39f4-73f5-4bc4-a12f-13d1ad07a961 | e20a39f4-73f5-4bc4-a12f-1705bf7c590f | e20a39f4-73f5-4bc4-a12f-17d1ad07a961 | e20a39f4-73f5-4bc4-a12f-17d1ad07e961 | e20a39f4-73f5-4bc4-a12f-17d1ad7f9f96 | e20a39f4-73f5-4bc4-a12f-17d1ad87318e | e20a39f4-73f5-4bc4-a12f-17d1bdf8b48b | e20a39f4-73f5-4bc4-a12f-57d1ad07a961 | e20a39f4-73f5-4bc4-a1e7-3580bd665793 | e20a39f4-73f5-4bc4-c12f-17d1ad07a961 | e20a39f4-73f5-4bc4-e12f-17d1ad07a961 | e20a39f4-73f5-5788-307e-9f0c59c04847 | e20a39f4-73f5-5bc4-a12f-17d1ad07a961 | e20a39f4-73f5-cbc4-a12f-17d1ad07a961 | e20a49f4-73f5-4bc4-a12f-19d1ad07a961 | e2b6181a-10ae-e268-ae05-018230f3465e;78:d8:0b:6e:66:9a | 78:d8:0b:6e:66:9e;1072;976;-63.230410447761194;-73.0;-57.0;0.5836061391851379;0.21535926873502492;33.01679104477612;33;51;200.4405004550249;299;374;399
Appareil_005;;76:35:75:41:2a:1a;;76:35:75:41:2a:1a;88;87;-85.57954545454545;-92.0;-79.0;0.00355039361632738;9.005440795806222e-05;25.386363636363637;25;57;2195.3950482745504;70;6;12
Appareil_006;;68:00:48:f7:63:93;;68:00:48:f7:63:93;957;882;-63.13584117032393;-72.0;-57.0;0.5997313316173758;0.20202789529395568;34;34;34;222.34014755751298;212;347;398
Appareil_007;;d3:a4:a0:7b:65:fc;;d3:a4:a0:7b:65:fc;27;27;-82.66666666666667;-91.0;-80.0;0.0061331126664842675;5.734653333003723e-05;33.44444444444444;33;45;6091.276077123789;25;2;0
Appareil_008;;77:35:75:41:2a:1a;;77:35:75:41:2a:1a;2;2;-88.0;-92.0;-84.0;0.002306014525007582;1.2913681340042456e-06;25;25;25;67839.7319316864;1;1;0
Appareil_009;;72:7c:80:9b:92:72;;72:7c:80:9b:92:72;7;7;-90.85714285714286;-94.0;-89.0;0.0008628596123600728;1.6428847019335784e-06;24;24;24;13523.424665133158;7;0;0
Appareil_010;;ee:60:7b:98:38:c6;;ee:60:7b:98:38:c6;11;11;-85.81818181818181;-89.0;-81.0;0.0031235239137803366;6.919167411323376e-06;16.90909090909091;14;46;14629.005599021912;8;3;0
Appareil_011;;7f:2d:a2:88:79:9d;;7f:2d:a2:88:79:9d;1;1;-89.0;-89.0;-89.0;0.0012589254117941662;3.323563087136598e-07;23;23;23;;0;0;1
Appareil_012;;55:b1:c8:32:ed:5e;;55:b1:c8:32:ed:5e;92;92;-83.76086956521739;-91.0;-76.0;0.0051135934920494815;0.00012876636720312928;24.043478260869566;24;28;2068.520352080628;67;12;13
Appareil_013;;c0:2d:c5:9f:e2:af;;c0:2d:c5:9f:e2:af;103;98;-71.55339805825243;-75.0;-69.0;0.07369205861770242;0.002611057020942432;33;33;33;1976.491298872171;31;28;44
Appareil_014;;4f:2d:ce:dd:4c:1d;;4f:2d:ce:dd:4c:1d;4;4;-71.25;-73.0;-70.0;0.07830361445268665;7.517146987457916e-05;20;20;20;61579.51537768046;0;4;0
Appareil_015;;f3:24:fe:8d:e0:99;;f3:24:fe:8d:e0:99;5;5;-90.8;-94.0;-89.0;0.0009009228927180787;8.648859770093555e-07;14;14;14;25717.378795146942;5;0;0
Appareil_016;;ee:60:79:98:38:c6;;ee:60:79:98:38:c6;1;1;-87.0;-87.0;-87.0;0.001995262314968883;3.8309036447402544e-07;14;14;14;;1;0;0
Appareil_017;;76:35:75:41:2a:3a;;76:35:75:41:2a:3a;1;1;-86.0;-86.0;-86.0;0.0025118864315095825;7.03328200822683e-07;25;25;25;;1;0;0
Appareil_018;;52:7c:80:9b:9a:72;;52:7c:80:9b:9a:72;1;1;-89.0;-89.0;-89.0;0.0012589254117941662;3.4242771200801313e-07;24;24;24;;1;0;0
Appareil_019;;4f:2d:4c:dd:4c:1d;;4f:2d:4c:dd:4c:1d;1;1;-82.0;-82.0;-82.0;0.006309573444801942;1.514297626752466e-06;20;20;20;;0;0;1
Appareil_020;;55:b1:c8:32:ed:ce;;55:b1:c8:32:ed:ce;1;1;-86.0;-86.0;-86.0;0.0025118864315095825;6.832331093706064e-07;24;24;24;;0;1;0
Appareil_021;;4f:2d:cc:dd:4c:5d;;4f:2d:cc:dd:4c:5d;2;2;-81.5;-87.0;-76.0;0.013557063315032352;6.507390391215529e-06;20;20;20;37248.9800453186;0;1;1
