device_id;uuid_principal;adresse_mac_principale;uuid_observes;adresses_mac_observees;nombre_trames;nombre_evenements;rssi_moyen_dbm;rssi_min_dbm;rssi_max_dbm;puissance_moyenne_nw;energie_totale_nj;longueur_moyenne_octets;longueur_min_octets;longueur_max_octets;intervalle_moyen_ms;canal_37;canal_38;canal_39
Appareil_022;;6f:2d:cc:dd:4c:1d;;6f:2d:cc:dd:4c:1d;2;2;-75.5;-77.0;-74.0;0.029881670102519266;1.4343201649209247e-05;20;20;20;113745.77903747559;1;1;0
Appareil_023;;68:00:48:f7:43:93;;68:00:48:f7:43:93;1;1;-69.0;-69.0;-69.0;0.12589254117941662;4.431417449515464e-05;34;34;34;;0;1;0
Appareil_024;;7f:3d:22:8e:79:9d;;7f:3d:22:8e:79:9d;1;1;-87.0;-87.0;-87.0;0.001995262314968883;5.26749251151785e-07;23;23;23;;1;0;0
Appareil_025;00112233-445b-6677-8899-aabbdc5dedeb;5b:d0:82:a8:7f:9a;00112233-445b-6677-8899-aabbdc5dedeb;5b:d0:82:a8:7f:9a;1;1;-68.0;-68.0;-68.0;0.1584893192461111;5.8324069482568874e-05;36;36;36;;0;1;0
Appareil_026;;16:35:75:41:2a:1a;;16:35:75:41:2a:1a;1;1;-87.0;-87.0;-87.0;0.001995262314968883;5.586734481912871e-07;25;25;25;;1;0;0
Appareil_027;;7f:3d:a2:88:79:9d;;7f:3d:a2:88:79:9d;14;14;-84.28571428571429;-89.0;-80.0;0.004169493563735355;1.541044821156587e-05;23;23;23;10388.443304942204;12;2;0
Appareil_028;;ee:60:7b:98:78:c6;;ee:60:7b:98:78:c6;1;1;-89.0;-89.0;-89.0;0.0012589254117941662;2.215708724757732e-07;12;12;12;;1;0;0
Appareil_029;;4f:2d:cc:dd:4a:1d;;4f:2d:cc:dd:4a:1d;1;1;-76.0;-76.0;-76.0;0.025118864315095822;6.0285274356229975e-06;20;20;20;;0;1;0
Appareil_030;;ee:60:7b:98:38:86;;ee:60:7b:98:38:86;1;1;-89.0;-89.0;-89.0;0.0012589254117941662;2.4171367906447987e-07;14;14;14;;1;0;0
Appareil_031;;e8:b7:17:7f:a4:cf;;e8:b7:17:7f:a4:cf;1;1;-82.0;-82.0;-82.0;0.006309573444801942;1.211438101401973e-06;14;14;14;;0;1;0
Appareil_032;;55:b1:c0:32:ed:5e;;55:b1:c0:32:ed:5e;1;1;-87.0;-87.0;-87.0;0.001995262314968883;5.746355467110382e-07;26;26;26;;1;0;0
Appareil_033;;4d:2e:4c:dd:5c:1d;;4d:2e:4c:dd:5c:1d;1;1;-85.0;-85.0;-85.0;0.0031622776601683794;7.58946638440411e-07;20;20;20;;0;0;1
Appareil_034;;77:3d:75:41:2a:3a;;77:3d:75:41:2a:3a;1;1;-87.0;-87.0;-87.0;0.001995262314968883;1.069460600823321e-06;57;57;57;;1;0;0
Appareil_035;;4f:2d:cc:dd:4c:2d;;4f:2d:cc:dd:4c:2d;1;1;-79.0;-79.0;-79.0;0.012589254117941661;3.021420988305999e-06;20;20;20;;1;0;0
Appareil_036;;ee:60:7b:99:38:c6;;ee:60:7b:99:38:c6;1;1;-86.0;-86.0;-86.0;0.0025118864315095825;4.822821948498397e-07;14;14;14;;1;0;0
Appareil_037;;4f:ed:cc:5d:4c:1d;;4f:ed:cc:5d:4c:1d;1;1;-80.0;-80.0;-80.0;0.01;2.4e-06;20;20;20;;1;0;0
Appareil_038;;76:3d:75:41:2a:12;;76:3d:75:41:2a:12;1;1;-81.0;-81.0;-81.0;0.00794328234724282;2.22411905722799e-06;25;25;25;;1;0;0
Appareil_039;;4f:2f:cc:dd:4c:1d;;4f:2f:cc:dd:4c:1d;1;1;-73.0;-73.0;-73.0;0.05011872336272715;1.2028493607054515e-05;20;20;20;;0;1;0
Appareil_040;;4f:25:cc:dd:4c:1d;;4f:25:cc:dd:4c:1d;2;2;-81.0;-84.0;-78.0;0.009915001815073038;4.759200871235058e-06;20;20;20;54809.76891517639;1;0;1
Appareil_041;;4f:2d:ec:8d:4c:1d;;4f:2d:ec:8d:4c:1d;1;1;-84.0;-84.0;-84.0;0.003981071705534969;9.554572093283927e-07;20;20;20;;0;0;1
Appareil_042;;4f:2d:cc:dd:4c:3d;;4f:2d:cc:dd:4c:3d;2;2;-84.5;-89.0;-80.0;0.005629462705897083;2.7021420988306e-06;20;20;20;65167.01889038086;1;0;1
Appareil_043;;72:7d:80:9b:92:72;;72:7d:80:9b:92:72;1;1;-90.0;-90.0;-90.0;0.001;2.72e-07;24;24;24;;1;0;0
Appareil_044;;4f:2d:ca:dd:4c:19;;4f:2d:ca:dd:4c:19;1;1;-87.0;-87.0;-87.0;0.001995262314968883;4.788629555925319e-07;20;20;20;;0;0;1
Appareil_045;;5f:3d:a2:88:79:9d;;5f:3d:a2:88:79:9d;1;1;-85.0;-85.0;-85.0;0.0031622776601683794;8.348413022844521e-07;23;23;23;;1;0;0
Appareil_046;;c0:0d:c5:9f:e2:af;;c0:0d:c5:9f:e2:af;1;1;-70.0;-70.0;-70.0;0.1;3.44e-05;33;33;33;;0;1;0
Appareil_047;;7a:35:7d:41:2a:1a;;7a:35:7d:41:2a:1a;1;1;-84.0;-84.0;-84.0;0.003981071705534969;2.1338544341667436e-06;57;57;57;;1;0;0
Appareil_048;;4f:2d:c8:dd:4c:1d;;4f:2d:c8:dd:4c:1d;2;2;-90.0;-91.0;-89.0;0.0010266268232592241;4.927808751644276e-07;20;20;20;24879.480838775635;0;0;2
Appareil_049;;73:fc:82:9b:92:72;;73:fc:82:9b:92:72;1;1;-92.0;-92.0;-92.0;0.0006309573444801943;1.7666805645445437e-07;25;25;25;;1;0;0
Appareil_050;;f5:39:fe:e8:f2:89;;f5:39:fe:e8:f2:89;1;1;-73.0;-73.0;-73.0;0.05011872336272715;1.8844639984385407e-05;37;37;37;;0;1;0
Appareil_051;;e9:b7:17:7f:a4:cf;;e9:b7:17:7f:a4:cf;10;10;-84.0;-90.0;-80.0;0.004933805745823085;9.472907031980323e-06;14;14;14;14044.45023006863;7;2;1
Appareil_052;;c3:a4:a0:7b:65:fc;;c3:a4:a0:7b:65:fc;1;1;-82.0;-82.0;-82.0;0.006309573444801942;2.170493265011868e-06;33;33;33;;1;0;0
Appareil_053;;49:2d:cc:cd:4c:1d;;49:2d:cc:cd:4c:1d;1;1;-87.0;-87.0;-87.0;0.001995262314968883;4.788629555925319e-07;20;20;20;;0;0;1
Appareil_054;;55:b1:c8:32:ed:be;;55:b1:c8:32:ed:be;1;1;-84.0;-84.0;-84.0;0.003981071705534969;1.0828515039055117e-06;24;24;24;;1;0;0
Appareil_055;;4f:25:cc:dd:4c:19;;4f:25:cc:dd:4c:19;1;1;-89.0;-89.0;-89.0;0.0012589254117941662;3.021420988305999e-07;20;20;20;;0;0;1
Appareil_056;;4f:2d:cc:dd:4c:19;;4f:2d:cc:dd:4c:19;2;2;-71.0;-71.0;-71.0;0.07943282347242822;3.812775526676554e-05;20;20;20;115045.5710887909;0;2;0
Appareil_057;;76:35:75:41:2c:1a;;76:35:75:41:2c:1a;1;1;-89.0;-89.0;-89.0;0.0012589254117941662;3.524991153023665e-07;25;25;25;;0;0;1
Appareil_058;;d3:c4:a0:7b:65:fc;;d3:c4:a0:7b:65:fc;1;1;-82.0;-82.0;-82.0;0.006309573444801942;2.2714464401286993e-06;35;35;35;;1;0;0
Appareil_059;;c0:2d:c5:9b:e2:af;;c0:2d:c5:9b:e2:af;1;1;-72.0;-72.0;-72.0;0.06309573444801943;2.1704932650118682e-05;33;33;33;;0;1;0
Appareil_060;;55:b2:c8:3e:ed:1e;;55:b2:c8:3e:ed:1e;1;1;-84.0;-84.0;-84.0;0.003981071705534969;1.146548651194071e-06;26;26;26;;0;1;0
Appareil_061;;76:35:45:41:2a:1a;;76:35:45:41:2a:1a;1;1;-87.0;-87.0;-87.0;0.001995262314968883;5.586734481912871e-07;25;25;25;;1;0;0
Appareil_062;;55:b1:c8:22:ed:5e;;55:b1:c8:22:ed:5e;1;1;-84.0;-84.0;-84.0;0.003981071705534969;1.0828515039055117e-06;24;24;24;;1;0;0
Appareil_063;;f3:25:fe:8d:e0:99;;f3:25:fe:8d:e0:99;1;1;-94.0;-94.0;-94.0;0.0003981071705534969;7.643657674627141e-08;14;14;14;;1;0;0
Appareil_064;;70:7c:80:8b:92:72;;70:7c:80:8b:92:72;1;1;-90.0;-90.0;-90.0;0.001;2.72e-07;24;24;24;;1;0;0
Appareil_065;;4f:2d:cd:dd:4c:1d;;4f:2d:cd:dd:4c:1d;1;1;-92.0;-92.0;-92.0;0.0006309573444801943;1.5142976267524663e-07;20;20;20;;0;0;1
Appareil_066;;4f:1d:ce:dd:4c:1d;;4f:1d:ce:dd:4c:1d;1;1;-79.0;-79.0;-79.0;0.012589254117941661;3.021420988305999e-06;20;20;20;;1;0;0
Appareil_067;;4f:2d:cc:d9:4c:1d;;4f:2d:cc:d9:4c:1d;1;1;-72.0;-72.0;-72.0;0.06309573444801943;1.514297626752466e-05;20;20;20;;0;1;0
Appareil_068;;76:35:74:41:2a:1a;;76:35:74:41:2a:1a;1;1;-86.0;-86.0;-86.0;0.0025118864315095825;7.03328200822683e-07;25;25;25;;1;0;0
Appareil_069;;76:35:b5:41:2a:1a;;76:35:b5:41:2a:1a;1;1;-90.0;-90.0;-90.0;0.001;2.8e-07;25;25;25;;0;1;0
Appareil_070;;4f:2c:cc:dd:54:1c;;4f:2c:cc:dd:54:1c;1;1;-76.0;-76.0;-76.0;0.025118864315095822;6.0285274356229975e-06;20;20;20;;0;1;0
Appareil_071;;56:35:75:41:2a:1a;;56:35:75:41:2a:1a;2;2;-86.0;-87.0;-85.0;0.0025787699875686313;1.4441111930384334e-06;25;25;25;46883.97002220154;2;0;0
Appareil_072;;76:35:73:41:2a:1a;;76:35:73:41:2a:1a;1;1;-89.0;-89.0;-89.0;0.0012589254117941662;3.524991153023665e-07;25;25;25;;0;1;0
Appareil_073;;;;;2;2;-71.0;-72.0;-70.0;0.08154786722400972;5.834297626752466e-05;32;20;44;29947.440147399902;0;2;0
Appareil_074;;ee:60:7b:98:38:de;;ee:60:7b:98:38:de;1;1;-84.0;-84.0;-84.0;0.003981071705534969;7.643657674627141e-07;14;14;14;;1;0;0
Appareil_075;;32:7c:80:9b:92:72;;32:7c:80:9b:92:72;1;1;-93.0;-93.0;-93.0;0.0005011872336272714;1.3632292754661783e-07;24;24;24;;1;0;0
Appareil_076;;76:34:75:41:2a:1a;;76:34:75:41:2a:1a;1;1;-89.0;-89.0;-89.0;0.0012589254117941662;3.524991153023665e-07;25;25;25;;0;0;1
Appareil_077;;f4:39:7e:e8:f2:89;;f4:39:7e:e8:f2:89;1;1;-75.0;-75.0;-75.0;0.03162277660168379;1.1890164002233107e-05;37;37;37;;0;1;0
Appareil_078;;4f:2d:dc:5b:4c:19;;4f:2d:dc:5b:4c:19;1;1;-68.0;-68.0;-68.0;0.1584893192461111;3.8037436619066655e-05;20;20;20;;0;1;0
Appareil_079;;76:35:75:41:28:1a;;76:35:75:41:28:1a;1;1;-82.0;-82.0;-82.0;0.006309573444801942;1.766680564544544e-06;25;25;25;;1;0;0
Appareil_080;;4f:2d:c2:dd:4c:1d;;4f:2d:c2:dd:4c:1d;1;1;-81.0;-81.0;-81.0;0.00794328234724282;1.9063877633382768e-06;20;20;20;;1;0;0
Appareil_081;;76:35:75:43:2a:1a;;76:35:75:43:2a:1a;2;2;-87.0;-89.0;-85.0;0.002210601535981273;1.2379368601495127e-06;25;25;25;91275.04205703735;2;0;0
Appareil_082;;55:b1:c8:32:ed:de;;55:b1:c8:32:ed:de;1;1;-84.0;-84.0;-84.0;0.003981071705534969;1.0828515039055117e-06;24;24;24;;1;0;0
Appareil_083;;55:b1:c8:32:eb:5e;;55:b1:c8:32:eb:5e;1;1;-85.0;-85.0;-85.0;0.0031622776601683794;8.601395235657992e-07;24;24;24;;1;0;0
Appareil_084;;4f:2d:cc:dd:4e:1d;;4f:2d:cc:dd:4e:1d;1;1;-77.0;-77.0;-77.0;0.01995262314968883;4.788629555925319e-06;20;20;20;;0;1;0
Appareil_085;;ee:60:7b:98:18:c6;;ee:60:7b:98:18:c6;1;1;-83.0;-83.0;-83.0;0.005011872336272715;9.622794885643611e-07;14;14;14;;1;0;0
Appareil_086;;4f:2d:8c:dd:4c:1d;;4f:2d:8c:dd:4c:1d;1;1;-91.0;-91.0;-91.0;0.0007943282347242822;1.906387763338277e-07;20;20;20;;0;0;1
Appareil_087;;76:b5:75:41:24:1a;;76:b5:75:41:24:1a;1;1;-84.0;-84.0;-84.0;0.003981071705534969;1.1147000775497914e-06;25;25;25;;1;0;0
Appareil_088;;68:00:48:f7:63:ab;;68:00:48:f7:63:ab;1;1;-70.0;-70.0;-70.0;0.1;3.52e-05;34;34;34;;0;1;0
Appareil_089;;4f:29:cc:dd:4c:1d;;4f:29:cc:dd:4c:1d;1;1;-78.0;-78.0;-78.0;0.015848931924611107;3.8037436619066657e-06;20;20;20;;1;0;0
Appareil_090;;77:35:71:d5:2a:5a;;77:35:71:d5:2a:5a;1;1;-84.0;-84.0;-84.0;0.003981071705534969;1.3057915194154698e-06;31;31;31;;1;0;0
Appareil_091;;4f:2d:cc:dd:44:1d;;4f:2d:cc:dd:44:1d;1;1;-80.0;-80.0;-80.0;0.01;2.4e-06;20;20;20;;0;0;1
Appareil_092;;d3:a4:a0:7b:67:fc;;d3:a4:a0:7b:67:fc;1;1;-83.0;-83.0;-83.0;0.005011872336272715;1.7240840836778137e-06;33;33;33;;1;0;0
Appareil_093;;ee:60:7b:9a:38:c6;;ee:60:7b:9a:38:c6;1;1;-90.0;-90.0;-90.0;0.001;1.92e-07;14;14;14;;0;0;1
Appareil_094;;4f:2d:cc:dd:4c:fd;;4f:2d:cc:dd:4c:fd;1;1;-91.0;-91.0;-91.0;0.0007943282347242822;1.906387763338277e-07;20;20;20;;0;0;1
Appareil_095;;4f:2d:cc:dd:cc:1d;;4f:2d:cc:dd:cc:1d;1;1;-77.0;-77.0;-77.0;0.01995262314968883;4.788629555925319e-06;20;20;20;;1;0;0
Appareil_096;;ee:60:7b:88:38:c6;;ee:60:7b:88:38:c6;1;1;-88.0;-88.0;-88.0;0.001584893192461111;3.042994929525333e-07;14;14;14;;1;0;0
Appareil_097;;4f:6d:cc:dd:4c:1d;;4f:6d:cc:dd:4c:1d;1;1;-91.0;-91.0;-91.0;0.0007943282347242822;1.9699340221162197e-07;21;21;21;;0;0;1
Appareil_098;;76:15:75:41:2a:1a;;76:15:75:41:2a:1a;2;2;-90.5;-94.0;-87.0;0.0011966847427611897;6.701434559462663e-07;25;25;25;15056.588888168335;1;0;1
Appareil_099;;4f:2d:cc:d3:4c:19;;4f:2d:cc:d3:4c:19;1;1;-71.0;-71.0;-71.0;0.07943282347242822;1.906387763338277e-05;20;20;20;;0;1;0
Appareil_100;;7f:3d:a2:88:79:bd;;7f:3d:a2:88:79:bd;1;1;-84.0;-84.0;-84.0;0.003981071705534969;1.051002930261232e-06;23;23;23;;1;0;0
Appareil_101;;4f:2d:cc:dd:7c:1d;;4f:2d:cc:dd:7c:1d;1;1;-73.0;-73.0;-73.0;0.05011872336272715;1.2028493607054515e-05;20;20;20;;0;1;0
Appareil_102;;e9:b7:17:7f:a4:df;;e9:b7:17:7f:a4:df;1;1;-94.0;-94.0;-94.0;0.0003981071705534969;7.643657674627141e-08;14;14;14;;0;0;1
Appareil_103;;76:35:76:41:2a:1a;;76:35:76:41:2a:1a;1;1;-87.0;-87.0;-87.0;0.001995262314968883;5.586734481912871e-07;25;25;25;;1;0;0
Appareil_104;;5f:0d:cc:dd:04:1d;;5f:0d:cc:dd:04:1d;1;1;-90.0;-90.0;-90.0;0.001;2.4e-07;20;20;20;;0;0;1
Appareil_105;;66:35:75:41:2a:1a;;66:35:75:41:2a:1a;1;1;-88.0;-88.0;-88.0;0.001584893192461111;4.437700938891111e-07;25;25;25;;1;0;0
Appareil_106;;76:35:75:41:2a:12;;76:35:75:41:2a:12;1;1;-86.0;-86.0;-86.0;0.0025118864315095825;5.425674692060698e-07;17;17;17;;1;0;0
Appareil_107;;4f:2d:cc:db:4c:1d;;4f:2d:cc:db:4c:1d;1;1;-89.0;-89.0;-89.0;0.0012589254117941662;3.021420988305999e-07;20;20;20;;0;0;1
Appareil_108;;4f:2d:cc:5d:4c:1d;;4f:2d:cc:5d:4c:1d;1;1;-73.0;-73.0;-73.0;0.05011872336272715;1.2028493607054515e-05;20;20;20;;0;1;0
Appareil_109;;4f:4d:cc:dd:4c:1d;;4f:4d:cc:dd:4c:1d;1;1;-71.0;-71.0;-71.0;0.07943282347242822;1.906387763338277e-05;20;20;20;;0;1;0
Appareil_110;;55:b1:c8:32:ed:58;;55:b1:c8:32:ed:58;1;1;-91.0;-91.0;-91.0;0.0007943282347242822;2.1605727984500475e-07;24;24;24;;0;0;1
Appareil_111;;4f:0d:cc:9d:4c:1d;;4f:0d:cc:9d:4c:1d;1;1;-72.0;-72.0;-72.0;0.06309573444801943;1.514297626752466e-05;20;20;20;;0;1;0
Appareil_112;;4f:0d:cc:dd:4d:9d;;4f:0d:cc:dd:4d:9d;1;1;-90.0;-90.0;-90.0;0.001;2.4e-07;20;20;20;;0;0;1
Appareil_113;;51:b1:c0:12:ed:5e;;51:b1:c0:12:ed:5e;1;1;-87.0;-87.0;-87.0;0.001995262314968883;5.42711349671536e-07;24;24;24;;1;0;0
Appareil_114;;55:b1:c8:32:e5:5e;;55:b1:c8:32:e5:5e;1;1;-87.0;-87.0;-87.0;0.001995262314968883;5.42711349671536e-07;24;24;24;;0;0;1
Appareil_115;;76:35:75:31:2a:1a;;76:35:75:31:2a:1a;1;1;-92.0;-92.0;-92.0;0.0006309573444801943;1.716203976986128e-07;24;24;24;;0;0;1
