timestamp_iso;device_id;ancien_niveau;nouveau_niveau;grandeur;valeur;unite
2026-07-22T23:29:29.977482;Appareil_001;INITIAL;ORANGE;RSSI;-62.0;dBm
2026-07-22T23:29:32.005031;Appareil_001;ORANGE;VERT;RSSI;-72.0;dBm
2026-07-22T23:29:32.811220;Appareil_001;VERT;ORANGE;RSSI;-64.0;dBm
2026-07-22T23:29:33.421865;Appareil_001;ORANGE;VERT;RSSI;-71.0;dBm
2026-07-22T23:29:34.027357;Appareil_001;VERT;ORANGE;RSSI;-64.0;dBm
2026-07-22T23:29:34.233095;Appareil_001;ORANGE;ROUGE;RSSI;-58.0;dBm
2026-07-22T23:29:34.338222;Appareil_001;ROUGE;ORANGE;RSSI;-68.0;dBm
2026-07-22T23:29:34.850981;Appareil_001;ORANGE;ROUGE;RSSI;-58.0;dBm
2026-07-22T23:29:34.958480;Appareil_001;ROUGE;ORANGE;RSSI;-62.0;dBm
2026-07-22T23:29:35.383179;Appareil_001;ORANGE;ROUGE;RSSI;-58.0;dBm
2026-07-22T23:29:35.490537;Appareil_001;ROUGE;ORANGE;RSSI;-62.0;dBm
2026-07-22T23:29:36.300063;Appareil_001;ORANGE;ROUGE;RSSI;-58.0;dBm
2026-07-22T23:29:37.730486;Appareil_001;ROUGE;ORANGE;RSSI;-68.0;dBm
2026-07-22T23:29:38.541225;Appareil_001;ORANGE;VERT;RSSI;-71.0;dBm
2026-07-22T23:29:38.856264;Appareil_001;VERT;ORANGE;RSSI;-70.0;dBm
2026-07-22T23:29:39.463529;Appareil_001;ORANGE;VERT;RSSI;-71.0;dBm
2026-07-22T23:29:39.467427;Appareil_001;VERT;ORANGE;RSSI;-68.0;dBm
2026-07-22T23:29:41.752279;Appareil_001;ORANGE;VERT;RSSI;-72.0;dBm
2026-07-22T23:29:42.058076;Appareil_001;VERT;ORANGE;RSSI;-62.0;dBm
2026-07-22T23:29:42.574292;Appareil_001;ORANGE;ROUGE;RSSI;-55.0;dBm
2026-07-22T23:29:43.186533;Appareil_001;ROUGE;ORANGE;RSSI;-62.0;dBm
2026-07-22T23:29:44.307226;Appareil_001;ORANGE;ROUGE;RSSI;-58.0;dBm
2026-07-22T23:29:49.724623;Appareil_001;ROUGE;ORANGE;RSSI;-62.0;dBm
2026-07-22T23:29:52.593764;Appareil_001;ORANGE;VERT;RSSI;-87.0;dBm
2026-07-22T23:29:52.903325;Appareil_001;VERT;ORANGE;RSSI;-66.0;dBm
2026-07-22T23:29:52.907690;Appareil_001;ORANGE;VERT;RSSI;-84.0;dBm
2026-07-22T23:29:53.216488;Appareil_001;VERT;ORANGE;RSSI;-63.0;dBm
2026-07-22T23:29:55.774652;Appareil_001;ORANGE;VERT;RSSI;-72.0;dBm
2026-07-22T23:29:56.083675;Appareil_001;VERT;ORANGE;RSSI;-68.0;dBm
2026-07-22T23:29:56.089824;Appareil_001;ORANGE;VERT;RSSI;-75.0;dBm
2026-07-22T23:29:56.298464;Appareil_001;VERT;ORANGE;RSSI;-70.0;dBm
2026-07-22T23:29:56.405354;Appareil_001;ORANGE;VERT;RSSI;-75.0;dBm
2026-07-22T23:30:02.089463;Appareil_002;INITIAL;VERT;RSSI;-71.0;dBm
2026-07-22T23:30:02.613251;Appareil_001;VERT;ORANGE;RSSI;-66.0;dBm
2026-07-22T23:30:03.224387;Appareil_001;ORANGE;VERT;RSSI;-77.0;dBm
2026-07-22T23:30:03.735436;Appareil_001;VERT;ORANGE;RSSI;-66.0;dBm
2026-07-22T23:30:03.840667;Appareil_001;ORANGE;VERT;RSSI;-84.0;dBm
2026-07-22T23:30:04.051957;Appareil_001;VERT;ORANGE;RSSI;-64.0;dBm
2026-07-22T23:30:04.669060;Appareil_001;ORANGE;VERT;RSSI;-74.0;dBm
2026-07-22T23:30:05.181005;Appareil_001;VERT;ORANGE;RSSI;-67.0;dBm
2026-07-22T23:30:05.800274;Appareil_001;ORANGE;VERT;RSSI;-75.0;dBm
2026-07-22T23:30:06.112260;Appareil_001;VERT;ORANGE;RSSI;-68.0;dBm
2026-07-22T23:30:06.117121;Appareil_001;ORANGE;VERT;RSSI;-71.0;dBm
2026-07-22T23:30:06.426164;Appareil_001;VERT;ORANGE;RSSI;-65.0;dBm
2026-07-22T23:30:07.251582;Appareil_001;ORANGE;VERT;RSSI;-75.0;dBm
2026-07-22T23:30:07.458542;Appareil_001;VERT;ORANGE;RSSI;-62.0;dBm
2026-07-22T23:30:09.012571;Appareil_001;ORANGE;ROUGE;RSSI;-60.0;dBm
2026-07-22T23:30:09.017378;Appareil_001;ROUGE;ORANGE;RSSI;-66.0;dBm
2026-07-22T23:30:09.730792;Appareil_001;ORANGE;ROUGE;RSSI;-60.0;dBm
2026-07-22T23:30:10.039010;Appareil_001;ROUGE;ORANGE;RSSI;-62.0;dBm
2026-07-22T23:30:10.351321;Appareil_001;ORANGE;ROUGE;RSSI;-53.0;dBm
