parametre;valeur
debut;2026-08-25T16:26:13.560492
motif_arret;condition d'arrêt atteinte
nombre_mesures;1788
energie_totale_j;3.3135017952148334e-06
simulation_activee;True
mcp3208_active;False
ble_actif;True
wifi_actif;True
lora_simulation_active;True
lora_reel_actif;False
