parametre;valeur
debut;2026-08-24T15:32:13.324589
motif_arret;arrêt manuel
nombre_mesures;978
energie_totale_j;2.437249456649549e-06
simulation_activee;True
mcp3208_active;False
ble_actif;True
wifi_actif;True
lora_simulation_active;True
lora_reel_actif;False
