parametre;valeur
debut;2026-08-25T17:28:10.258834
motif_arret;condition d'arrêt atteinte
nombre_mesures;1834
energie_totale_j;2.284987473705735e-05
simulation_activee;True
mcp3208_active;False
ble_actif;True
wifi_actif;True
lora_simulation_active;True
lora_reel_actif;False
