parametre;valeur
mode_acquisition;Durée limitée
duree_demandee_s;60
nombre_trames_demande;
heure_debut;2026-07-22T16:58:05.209103
heure_fin;2026-07-22T16:59:05.611960
duree_reelle_s;60.40279705799912
nombre_trames_final;72
nombre_appareils_logiques;2
motif_arret;durée atteinte
regle_regroupement;meme UUID OU meme adresse MAC
