parametre;valeur
duree_acquisition_s;1088.8020295289998
temps_exposition_rf_s;1.721144
taux_occupation_percent;0.15807685449893422
puissance_moyenne_nw;0.46182843596398215
energie_totale_nj;0.8370060952223308
indice_tempo;73.09142179819911
niveau_tempo;ROUGE
bande_frequence;2,4 GHz — BLE
note;Indice expérimental non réglementaire.
