timestamp_iso;device_id;ancien_niveau;nouveau_niveau;grandeur;valeur;unite
2026-07-23T01:27:08.094178;Appareil_001;INITIAL;VERT;RSSI;-71.0;dBm
2026-07-23T01:27:08.100584;Appareil_002;INITIAL;VERT;RSSI;-84.0;dBm
2026-07-23T01:27:08.229067;Appareil_003;INITIAL;VERT;RSSI;-80.0;dBm
2026-07-23T01:27:08.239079;Appareil_004;INITIAL;ORANGE;RSSI;-68.0;dBm
2026-07-23T01:27:08.249708;Appareil_005;INITIAL;VERT;RSSI;-80.0;dBm
2026-07-23T01:27:08.254529;Appareil_006;INITIAL;ORANGE;RSSI;-68.0;dBm
2026-07-23T01:27:08.368567;Appareil_001;VERT;ORANGE;RSSI;-69.0;dBm
2026-07-23T01:27:08.609757;Appareil_001;ORANGE;VERT;RSSI;-72.0;dBm
2026-07-23T01:27:08.615528;Appareil_001;VERT;ORANGE;RSSI;-69.0;dBm
2026-07-23T01:27:08.758837;Appareil_001;ORANGE;VERT;RSSI;-71.0;dBm
2026-07-23T01:27:08.768701;Appareil_001;VERT;ORANGE;RSSI;-67.0;dBm
2026-07-23T01:27:08.894413;Appareil_007;INITIAL;VERT;RSSI;-84.0;dBm
2026-07-23T01:27:08.910838;Appareil_001;ORANGE;VERT;RSSI;-71.0;dBm
2026-07-23T01:27:08.917386;Appareil_001;VERT;ORANGE;RSSI;-66.0;dBm
2026-07-23T01:27:09.468364;Appareil_008;INITIAL;VERT;RSSI;-92.0;dBm
2026-07-23T01:27:09.650146;Appareil_009;INITIAL;VERT;RSSI;-90.0;dBm
2026-07-23T01:27:09.658913;Appareil_010;INITIAL;VERT;RSSI;-89.0;dBm
2026-07-23T01:27:09.667454;Appareil_011;INITIAL;VERT;RSSI;-89.0;dBm
2026-07-23T01:27:09.913412;Appareil_012;INITIAL;VERT;RSSI;-84.0;dBm
2026-07-23T01:27:10.469837;Appareil_013;INITIAL;ORANGE;RSSI;-70.0;dBm
2026-07-23T01:27:10.481325;Appareil_013;ORANGE;VERT;RSSI;-71.0;dBm
2026-07-23T01:27:10.638681;Appareil_014;INITIAL;VERT;RSSI;-72.0;dBm
2026-07-23T01:27:11.157195;Appareil_015;INITIAL;VERT;RSSI;-89.0;dBm
2026-07-23T01:27:12.506736;Appareil_016;INITIAL;VERT;RSSI;-87.0;dBm
2026-07-23T01:27:12.801035;Appareil_017;INITIAL;VERT;RSSI;-86.0;dBm
2026-07-23T01:27:13.468453;Appareil_013;VERT;ORANGE;RSSI;-70.0;dBm
2026-07-23T01:27:14.819965;Appareil_018;INITIAL;VERT;RSSI;-89.0;dBm
2026-07-23T01:27:15.585433;Appareil_013;ORANGE;VERT;RSSI;-71.0;dBm
2026-07-23T01:27:15.619405;Appareil_013;VERT;ORANGE;RSSI;-70.0;dBm
2026-07-23T01:27:18.596056;Appareil_019;INITIAL;VERT;RSSI;-82.0;dBm
2026-07-23T01:27:19.718807;Appareil_020;INITIAL;VERT;RSSI;-86.0;dBm
2026-07-23T01:27:19.792458;Appareil_021;INITIAL;VERT;RSSI;-76.0;dBm
2026-07-23T01:27:20.566215;Appareil_013;ORANGE;VERT;RSSI;-74.0;dBm
2026-07-23T01:27:20.714805;Appareil_013;VERT;ORANGE;RSSI;-69.0;dBm
2026-07-23T01:27:21.331678;Appareil_022;INITIAL;VERT;RSSI;-74.0;dBm
2026-07-23T01:27:21.798178;Appareil_023;INITIAL;ORANGE;RSSI;-69.0;dBm
2026-07-23T01:27:22.527788;Appareil_024;INITIAL;VERT;RSSI;-87.0;dBm
2026-07-23T01:27:22.632212;Appareil_025;INITIAL;ORANGE;RSSI;-68.0;dBm
2026-07-23T01:27:23.357543;Appareil_013;ORANGE;VERT;RSSI;-74.0;dBm
2026-07-23T01:27:24.816093;Appareil_026;INITIAL;VERT;RSSI;-87.0;dBm
2026-07-23T01:27:25.195547;Appareil_027;INITIAL;VERT;RSSI;-89.0;dBm
2026-07-23T01:27:25.258606;Appareil_028;INITIAL;VERT;RSSI;-89.0;dBm
2026-07-23T01:27:25.565358;Appareil_029;INITIAL;VERT;RSSI;-76.0;dBm
2026-07-23T01:27:26.223494;Appareil_013;VERT;ORANGE;RSSI;-70.0;dBm
2026-07-23T01:27:32.035666;Appareil_030;INITIAL;VERT;RSSI;-89.0;dBm
2026-07-23T01:27:32.529517;Appareil_013;ORANGE;VERT;RSSI;-72.0;dBm
2026-07-23T01:27:32.611023;Appareil_013;VERT;ORANGE;RSSI;-70.0;dBm
2026-07-23T01:27:36.069090;Appareil_013;ORANGE;VERT;RSSI;-73.0;dBm
2026-07-23T01:27:36.155112;Appareil_013;VERT;ORANGE;RSSI;-69.0;dBm
2026-07-23T01:27:37.298233;Appareil_031;INITIAL;VERT;RSSI;-82.0;dBm
2026-07-23T01:27:38.103507;Appareil_002;VERT;ORANGE;RSSI;-70.0;dBm
2026-07-23T01:27:38.461300;Appareil_002;ORANGE;VERT;RSSI;-76.0;dBm
2026-07-23T01:27:40.094813;Appareil_013;ORANGE;VERT;RSSI;-72.0;dBm
2026-07-23T01:27:40.772884;Appareil_032;INITIAL;VERT;RSSI;-87.0;dBm
2026-07-23T01:27:43.460620;Appareil_033;INITIAL;VERT;RSSI;-85.0;dBm
2026-07-23T01:27:43.909055;Appareil_013;VERT;ORANGE;RSSI;-70.0;dBm
2026-07-23T01:27:48.534779;Appareil_013;ORANGE;VERT;RSSI;-72.0;dBm
2026-07-23T01:27:48.599892;Appareil_013;VERT;ORANGE;RSSI;-70.0;dBm
2026-07-23T01:27:48.656193;Appareil_013;ORANGE;VERT;RSSI;-71.0;dBm
2026-07-23T01:27:53.803635;Appareil_013;VERT;ORANGE;RSSI;-70.0;dBm
