parametre;valeur
debut;2026-08-18T15:24:28.412333
motif_arret;condition d'arrêt atteinte
nombre_mesures;1689
energie_totale_j;8.599226068766709e-06
simulation_activee;True
mcp3208_active;False
ble_actif;True
wifi_actif;True
lora_simulation_active;True
lora_reel_actif;False
