numero;timestamp_s;temps_relatif_s;mac;longueur_payload_octets;type_pdu;rssi_dbm;canal;duree_estimee_us;timestamp_fin_s;intervalle_ms;company_id;donnees_brutes;uuid_cible;major_cible;minor_cible
286;1784158567.176640034;445.997133;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784158567.177008152;260148.751;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
287;1784158567.218456984;446.038950;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784158567.218825102;41.817;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
288;1784158569.466662884;448.287156;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784158569.467031002;2248.206;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
289;1784158569.503216028;448.323709;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784158569.503584146;36.553;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
290;1784158569.529517889;448.350011;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784158569.529886007;26.302;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
291;1784158570.645262003;449.465755;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784158570.645630121;1115.744;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
292;1784158570.671941996;449.492435;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784158570.672310114;26.680;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
293;1784158571.571619034;450.392112;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784158571.571987152;899.677;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
294;1784158571.599586964;450.420080;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784158571.599955082;27.968;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
295;1784158572.796081066;451.616574;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784158572.796449184;1196.494;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
296;1784158572.827917099;451.648410;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784158572.828285217;31.836;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
297;1784158573.911860943;452.732354;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784158573.912229061;1083.944;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
298;1784158573.943871021;452.764364;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784158573.944239140;32.010;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
299;1784158573.975435019;452.795928;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784158573.975803137;31.564;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
300;1784158574.737068892;453.557562;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784158574.737437010;761.634;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
301;1784158574.765593052;453.586086;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784158574.765961170;28.524;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
302;1784158575.923878908;454.744372;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784158575.924247026;1158.286;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
303;1784158577.305766106;456.126259;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784158577.306134224;1381.887;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
304;1784158577.317414045;456.137907;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784158577.317782164;11.648;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
305;1784158577.338973999;456.159467;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784158577.339342117;21.560;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
306;1784158579.240132093;458.060625;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784158579.240500212;1901.158;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
307;1784158580.394227982;459.214721;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784158580.394596100;1154.096;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
308;1784158580.426086903;459.246580;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784158580.426455021;31.859;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
309;1784158581.480339050;460.300832;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784158581.480707169;1054.252;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
310;1784158581.503330946;460.323824;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784158581.503699064;22.992;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
311;1784158582.416695118;461.237188;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784158582.417063236;913.364;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
312;1784158582.458961964;461.279455;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784158582.459330082;42.267;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
313;1784158582.485626936;461.306120;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784158582.485995054;26.665;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
314;1784158583.517951012;462.338444;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784158583.518319130;1032.324;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
315;1784158583.539504051;462.359997;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784158583.539872169;21.553;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
316;1784158584.874217987;463.694711;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784158584.874586105;1334.714;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
317;1784158584.901249886;463.721743;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784158584.901618004;27.032;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
318;1784158584.928317070;463.748810;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784158584.928685188;27.067;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
319;1784158586.198787928;465.019281;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784158586.199156046;1270.471;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
320;1784158586.236157894;465.056651;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784158586.236526012;37.370;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
321;1784158587.440833092;466.261326;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784158587.441201210;1204.675;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
322;1784158587.468743086;466.289236;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784158587.469111204;27.910;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
323;1784158588.989006996;467.809500;dc:a6:32:65:e5:71;36;0x00;-44;38;368.000;1784158588.989375114;1520.264;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
324;1784158589.017870903;467.838364;dc:a6:32:65:e5:71;36;0x00;-44;39;368.000;1784158589.018239021;28.864;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
325;1784158590.293492079;469.113985;dc:a6:32:65:e5:71;36;0x00;-44;37;368.000;1784158590.293860197;1275.621;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
