parametre;valeur
debut;2026-08-25T17:34:18.439687
motif_arret;arrêt manuel
nombre_mesures;1978
energie_totale_j;5.680419636911147e-06
simulation_activee;True
mcp3208_active;False
ble_actif;True
wifi_actif;True
lora_simulation_active;True
lora_reel_actif;False
