timestamp_epoch;elapsed_s;source;technology;band;device;rssi_dbm;adc_code;voltage_v;power_detector_dbm;power_antenna_dbm;power_w;duration_s;energy_j;cumulative_energy_j;packet_length_bytes;pdu_type;channel;alert_level;simulated
1787058435.1091611;4.50257378400056;BLE Sniffer;Appareil BLE;2,4 GHz BLE;e7:66:27:46:2d:a7;-67.0;;;;-67.0;1.9952623149688828e-10;0.000376;7.502186304282999e-14;7.502186304282999e-14;37;0x00;37;ORANGE;False
1787058435.21021;4.603623326000161;BLE Sniffer;iBeacon;2,4 GHz BLE;79:89:8f:5d:4f:08;-46.0;;;;-46.0;2.511886431509582e-08;0.000368;9.243742067955263e-12;9.243742067955263e-12;36;0x00;38;ROUGE;False
1787058435.2102976;4.603708922000806;BLE Sniffer;iBeacon;2,4 GHz BLE;79:89:8f:5d:4f:08;-47.0;;;;-47.0;1.9952623149688786e-08;0.000368;7.342565319085474e-12;1.6586307387040735e-11;36;0x00;39;ROUGE;False
1787058435.512035;4.905446994000158;BLE Sniffer;iBeacon;2,4 GHz BLE;79:89:8f:5d:4f:08;-48.0;;;;-48.0;1.5848931924611143e-08;0.000368;5.8324069482569e-12;2.2418714335297635e-11;36;0x00;37;ROUGE;False
1787058435.8137732;5.207188936000421;BLE Sniffer;iBeacon;2,4 GHz BLE;79:89:8f:5d:4f:08;-47.0;;;;-47.0;1.9952623149688786e-08;0.000368;7.342565319085474e-12;2.976127965438311e-11;36;0x00;38;ROUGE;False
1787058435.8139105;5.207321922000119;BLE Sniffer;iBeacon;2,4 GHz BLE;79:89:8f:5d:4f:08;-47.0;;;;-47.0;1.9952623149688786e-08;0.000368;7.342565319085474e-12;3.7103844973468585e-11;36;0x00;39;ROUGE;False
1787058436.0151122;5.408525008000652;BLE Sniffer;iBeacon;2,4 GHz BLE;79:89:8f:5d:4f:08;-48.0;;;;-48.0;1.5848931924611143e-08;0.000368;5.8324069482569e-12;4.2936251921725486e-11;36;0x00;37;ROUGE;False
1787058436.4135473;5.806961175000652;BLE Sniffer;iBeacon;2,4 GHz BLE;79:89:8f:5d:4f:08;-47.0;;;;-47.0;1.9952623149688786e-08;0.000368;7.342565319085474e-12;5.027881724081096e-11;36;0x00;38;ROUGE;False
1787058436.4136775;5.8070909950001806;BLE Sniffer;iBeacon;2,4 GHz BLE;79:89:8f:5d:4f:08;-48.0;;;;-48.0;1.5848931924611143e-08;0.000368;5.8324069482569e-12;5.611122418906786e-11;36;0x00;39;ROUGE;False
1787058436.6636574;6.057073519000369;BLE Sniffer;iBeacon;2,4 GHz BLE;79:89:8f:5d:4f:08;-48.0;;;;-48.0;1.5848931924611143e-08;0.000368;5.8324069482569e-12;6.194363113732475e-11;36;0x00;37;ROUGE;False
1787058436.6638572;6.057270693000646;BLE Sniffer;iBeacon;2,4 GHz BLE;79:89:8f:5d:4f:08;-46.0;;;;-46.0;2.511886431509582e-08;0.000368;9.243742067955263e-12;7.118737320528002e-11;36;0x00;38;ROUGE;False
1787058436.663911;6.057322510000631;BLE Sniffer;iBeacon;2,4 GHz BLE;79:89:8f:5d:4f:08;-48.0;;;;-48.0;1.5848931924611143e-08;0.000368;5.8324069482569e-12;7.701978015353692e-11;36;0x00;39;ROUGE;False
1787058436.9666224;6.360035272000459;BLE Sniffer;iBeacon;2,4 GHz BLE;79:89:8f:5d:4f:08;-48.0;;;;-48.0;1.5848931924611143e-08;0.000368;5.8324069482569e-12;8.285218710179382e-11;36;0x00;37;ROUGE;False
1787058436.966703;6.360114219000025;BLE Sniffer;iBeacon;2,4 GHz BLE;79:89:8f:5d:4f:08;-47.0;;;;-47.0;1.9952623149688786e-08;0.000368;7.342565319085474e-12;9.01947524208793e-11;36;0x00;38;ROUGE;False
1787058436.9667418;6.360153258000537;BLE Sniffer;iBeacon;2,4 GHz BLE;79:89:8f:5d:4f:08;-48.0;;;;-48.0;1.5848931924611143e-08;0.000368;5.8324069482569e-12;9.60271593691362e-11;36;0x00;39;ROUGE;False
1787058437.1681259;6.561538998000287;BLE Sniffer;Appareil BLE;2,4 GHz BLE;e7:66:27:46:2d:a7;-67.0;;;;-67.0;1.9952623149688828e-10;0.000376;7.502186304282999e-14;1.5004372608565998e-13;37;0x00;37;ORANGE;False
1787058437.1682014;6.561612760000571;BLE Sniffer;Appareil BLE;2,4 GHz BLE;e7:66:27:46:2d:a7;-68.0;;;;-68.0;1.584893192461111e-10;0.000376;5.959198403653776e-14;2.0963571012219774e-13;37;0x00;38;ORANGE;False
1787058437.1682403;6.561651650000385;BLE Sniffer;Appareil BLE;2,4 GHz BLE;e7:66:27:46:2d:a7;-75.0;;;;-75.0;3.1622776601683794e-11;0.000376;1.1890164002233105e-14;2.2152587412443084e-13;37;0x00;39;VERT;False
1787058437.269275;6.662690170000133;BLE Sniffer;iBeacon;2,4 GHz BLE;79:89:8f:5d:4f:08;-48.0;;;;-48.0;1.5848931924611143e-08;0.000368;5.8324069482569e-12;1.018595663173931e-10;36;0x00;37;ROUGE;False
