parametre;valeur
debut;2026-08-24T15:25:42.332972
motif_arret;arrêt manuel
nombre_mesures;791
energie_totale_j;2.0601871110224137e-05
simulation_activee;True
mcp3208_active;False
ble_actif;True
wifi_actif;True
lora_simulation_active;True
lora_reel_actif;False
