uuid;nombre_trames;nombre_evenements;rssi_moyen_dbm;rssi_mediane_dbm;rssi_min_dbm;rssi_max_dbm;rssi_ecart_type_db;intervalle_moyen_ms;intervalle_mediane_ms;canal_37;canal_38;canal_39
00112233-4455-6677-8899-aabbccddeeff;1075;909;-54.51441860465116;-53.0;-60.0;-51.0;2.7467573290646095;183.80424682264285;45.030951499938965;291;388;396
0011826b-b1a5-15d8-cdea-005bba5a85f3;1;1;-58.0;-58.0;-58.0;-58.0;0.0;;;0;0;1
e20a39f4-73f5-4bc4-a12f-17d1ad07693a;1;1;-52.0;-52.0;-52.0;-52.0;0.0;;;0;1;0
e20a39f4-73f5-4bc4-a12f-17d1ad07a961;952;813;-54.72899159663866;-53.0;-60.0;-51.0;2.8635054896062297;206.25584231221617;79.08964157104492;188;363;401
e28a54b9-c94a-c339-aa1c-2668225ae7f0;1;1;-52.0;-52.0;-52.0;-52.0;0.0;;;0;1;0
