index;uuid;major;minor;address;start_epoch;end_epoch;duration_ms;interval_ms;packet_count;channels;rssi_mean;tx_power
1;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;45:0e:18:af:5f:74;1784657658.016997;1784657658.016997;0.0;;1;38;-52.0;-56
2;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;45:0e:18:af:5f:74;1784657658.044736;1784657658.044736;0.0;27.73880958557129;1;39;-55.0;-56
3;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657658.199229;1784657658.199229;0.0;;1;37;-53.0;-59
4;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;45:0e:18:af:5f:74;1784657658.356466;1784657658.356466;0.0;311.73014640808105;1;38;-51.0;-56
5;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;45:0e:18:af:5f:74;1784657658.395792;1784657658.395792;0.0;39.32595252990723;1;39;-54.0;-56
6;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657658.518005;1784657658.535764;17.759084701538086;318.77589225769043;2;38,39;-52.5;-59
7;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;45:0e:18:af:5f:74;1784657658.605619;1784657658.605619;0.0;209.82694625854492;1;37;-52.0;-56
8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;45:0e:18:af:5f:74;1784657658.634217;1784657658.636421;2.2039413452148438;28.59807014465332;2;38,39;-52.5;-56
9;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657658.712942;1784657658.712942;0.0;194.93699073791504;1;38;-51.0;-59
10;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657658.7497;1784657658.7497;0.0;36.7581844329834;1;39;-54.0;-59
11;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;45:0e:18:af:5f:74;1784657658.887842;1784657658.887842;0.0;253.62491607666016;1;39;-54.0;-56
12;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657658.953438;1784657658.953438;0.0;203.73797416687012;1;37;-52.0;-59
13;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657659.000085;1784657659.000085;0.0;46.647071838378906;1;38;-51.0;-59
14;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657659.026622;1784657659.026622;0.0;26.536941528320312;1;39;-54.0;-59
15;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;45:0e:18:af:5f:74;1784657659.191826;1784657659.210895;19.06895637512207;303.9841651916504;2;38,39;-52.5;-56
16;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657659.254024;1784657659.254024;0.0;227.4019718170166;1;37;-52.0;-59
17;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;45:0e:18:af:5f:74;1784657659.482637;1784657659.482637;0.0;290.81082344055176;1;38;-51.0;-56
18;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;45:0e:18:af:5f:74;1784657659.510438;1784657659.510438;0.0;27.801036834716797;1;39;-55.0;-56
19;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657659.530554;1784657659.549547;18.992900848388672;276.53002738952637;2;37,38;-51.5;-59
20;00112233-4455-6677-8899-aabbccddeeff;1;1;74:37:23:b5:98:a8;1784657659.582226;1784657659.582226;0.0;51.67198181152344;1;39;-55.0;-59
21;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;45:0e:18:af:5f:74;1784657659.816541;1784657659.816541;0.0;306.102991104126;1;38;-51.0;-56
22;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;45:0e:18:af:5f:74;1784657659.844914;1784657659.844914;0.0;28.373003005981445;1;39;-55.0;-56
