index;uuid;major;minor;address;start_epoch;end_epoch;duration_ms;interval_ms;packet_count;channels;rssi_mean;tx_power
1;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;4b:ae:81:63:06:d3;1784652484.125577;1784652484.125577;0.0;;1;37;-68.0;-56
2;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;4b:ae:81:63:06:d3;1784652484.386292;1784652484.386292;0.0;260.7150077819824;1;37;-68.0;-56
3;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;4b:ae:81:63:06:d3;1784652484.681936;1784652484.681936;0.0;295.64404487609863;1;37;-68.0;-56
4;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;4b:ae:81:63:06:d3;1784652484.987196;1784652484.987196;0.0;305.25994300842285;1;37;-68.0;-56
5;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;4b:ae:81:63:06:d3;1784652485.009634;1784652485.009634;0.0;22.43804931640625;1;38;-70.0;-56
6;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;4b:ae:81:63:06:d3;1784652485.048336;1784652485.048336;0.0;38.70201110839844;1;39;-63.0;-56
7;e20a39f4-73f5-4bc6-a12f-17d1ad07a961;0;0;4b:ae:81:63:06:d3;1784652485.269731;1784652485.269731;0.0;;1;38;-70.0;-56
8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;4b:ae:81:63:06:d3;1784652485.283879;1784652485.283879;0.0;235.54301261901855;1;39;-62.0;-56
9;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;4b:ae:81:63:06:d3;1784652485.548866;1784652485.548866;0.0;264.9869918823242;1;38;-70.0;-56
10;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;4b:ae:81:63:06:d3;1784652485.576364;1784652485.576364;0.0;27.49800682067871;1;39;-63.0;-56
11;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;4b:ae:81:63:06:d3;1784652486.116446;1784652486.116446;0.0;540.0819778442383;1;37;-68.0;-56
12;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;4b:ae:81:63:06:d3;1784652486.149245;1784652486.149245;0.0;32.79900550842285;1;38;-70.0;-56
13;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;4b:ae:81:63:06:d3;1784652486.171819;1784652486.171819;0.0;22.57394790649414;1;39;-62.0;-56
14;e20a39f4-73f5-4bc4-a12f-17d1ad37a961;0;0;4b:ae:81:63:06:d3;1784652486.403837;1784652486.403837;0.0;;1;38;-69.0;-56
15;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;4b:ae:81:63:06:d3;1784652486.43113;1784652486.43113;0.0;259.3109607696533;1;39;-63.0;-56
16;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;4b:ae:81:63:06:d3;1784652486.709405;1784652486.709405;0.0;278.2750129699707;1;37;-68.0;-56
17;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0;4b:ae:81:63:06:d3;1784652486.989412;1784652486.989412;0.0;280.00712394714355;1;37;-68.0;-56
