parametre;valeur
debut;2026-08-24T15:31:06.356347
motif_arret;condition d'arrêt atteinte
nombre_mesures;802
energie_totale_j;2.0753359097950916e-08
simulation_activee;True
mcp3208_active;False
ble_actif;False
wifi_actif;False
lora_simulation_active;False
lora_reel_actif;False
