device_id;uuid_principal;adresse_mac_principale;uuid_observes;adresses_mac_observees;nombre_trames;nombre_evenements;rssi_moyen_dbm;rssi_min_dbm;rssi_max_dbm;puissance_moyenne_nw;energie_totale_nj;longueur_moyenne_octets;longueur_min_octets;longueur_max_octets;intervalle_moyen_ms;canal_37;canal_38;canal_39
Appareil_001;;7a:bb:56:99:77:d5;;7a:bb:56:99:77:d5;373;348;-76.6916890080429;-96.0;-70.0;0.03254053685993624;0.003301432707661692;24;24;24;340.15464301755173;72;108;193
Appareil_002;;d7:2a:df:c1:04:e0;;d7:2a:df:c1:04:e0;39;39;-75.28205128205128;-84.0;-66.0;0.04763493115955665;0.0006985186305237387;37;37;37;3086.7894762440733;13;15;11
Appareil_003;;4f:2d:cc:dd:4c:1d;;4f:2d:cc:dd:4c:1d;425;401;-78.8564705882353;-89.0;-70.0;0.018339737933032292;0.0018711287276182787;19.997647058823528;16;23;299.30571019649506;104;93;228
Appareil_004;;7a:b5:56:99:77:d5;;7a:b5:56:99:77:d5;1;1;-72.0;-72.0;-72.0;0.06309573444801943;1.7162039769861282e-05;24;24;24;;0;1;0
Appareil_005;;6f:2d:cc:dd:0c:19;;6f:2d:cc:dd:0c:19;1;1;-75.0;-75.0;-75.0;0.03162277660168379;7.58946638440411e-06;20;20;20;;0;1;0
Appareil_006;;eb:79:a5:09:fb:ac;;eb:79:a5:09:fb:ac;66;61;-74.39393939393939;-82.0;-70.0;0.04487389141298245;0.0010188168306403537;33;33;33;1878.3263007799785;16;17;33
Appareil_007;;46:6b:b3:73:f0:80;;46:6b:b3:73:f0:80;48;48;-85.02083333333333;-94.0;-82.0;0.003465100677502736;4.785399242372257e-05;25.666666666666668;25;57;1477.6126171680207;36;12;0
Appareil_008;;c0:4d:38:69:af:3e;;c0:4d:38:69:af:3e;8;8;-91.25;-94.0;-89.0;0.0007996858121288719;2.2007353549786556e-06;33;33;33;12946.781703404018;2;0;6
Appareil_009;;4f:2d:cc:1d:4c:1d;;4f:2d:cc:1d:4c:1d;1;1;-76.0;-76.0;-76.0;0.025118864315095822;6.0285274356229975e-06;20;20;20;;0;1;0
Appareil_010;;d3:33:a4:59:a5:b9;;d3:33:a4:59:a5:b9;10;10;-86.4;-96.0;-84.0;0.0028825973577472647;5.5265488902939175e-06;13.6;10;14;11719.900449117025;6;3;1
Appareil_011;;d5:02:85:f2:37:1b;;d5:02:85:f2:37:1b;32;32;-77.59375;-89.0;-70.0;0.0316085954281007;0.00019420321031025068;14;14;14;3631.0596158427575;13;7;12
Appareil_012;;46:6b:33:73:f0:80;;46:6b:33:73:f0:80;2;2;-88.0;-91.0;-85.0;0.001978302947446331;1.107849650569945e-06;25;25;25;62428.31110954285;2;0;0
Appareil_013;;61:25:08:03:9e:3f;;61:25:08:03:9e:3f;7;7;-85.71428571428571;-89.0;-84.0;0.0029661953916234342;5.481529083720106e-06;23;23;23;10214.096665382385;5;2;0
Appareil_014;;46:6b:b3:53:f0:80;;46:6b:b3:53:f0:80;2;2;-82.5;-84.0;-81.0;0.005962177026388895;3.338819134777781e-06;25;25;25;1853.6880016326904;2;0;0
Appareil_015;;4f:25:cc:dd:4c:1d;;4f:25:cc:dd:4c:1d;2;2;-79.0;-82.0;-76.0;0.015714218879948883;7.542825062375463e-06;20;20;20;45234.07506942749;0;1;1
Appareil_016;;eb:79:a5:09:fa:ac;;eb:79:a5:09:fa:ac;1;1;-81.0;-81.0;-81.0;0.00794328234724282;2.7324891274515305e-06;33;33;33;;1;0;0
Appareil_017;;eb:69:e7:09:fb:ac;;eb:69:e7:09:fb:ac;1;1;-75.0;-75.0;-75.0;0.03162277660168379;1.0878235150979224e-05;33;33;33;;0;1;0
Appareil_018;;c0:4d:28:69:af:3e;;c0:4d:28:69:af:3e;1;1;-96.0;-96.0;-96.0;0.0002511886431509582;8.640889324392962e-08;33;33;33;;0;1;0
Appareil_019;;de:f8:9f:5b:52:dd;;de:f8:9f:5b:52:dd;1;1;-98.0;-98.0;-98.0;0.0001584893192461111;3.042994929525332e-08;14;14;14;;0;0;1
Appareil_020;;52:30:d8:e1:d9:b3;;52:30:d8:e1:d9:b3;1;1;-94.0;-94.0;-94.0;0.0003981071705534969;1.0510029302612318e-07;23;23;23;;0;0;1
Appareil_021;;4d:4d:cc:dd:4c:1d;;4d:4d:cc:dd:4c:1d;1;1;-77.0;-77.0;-77.0;0.01995262314968883;4.788629555925319e-06;20;20;20;;0;1;0
Appareil_022;;d7:2c:df:c1:02:e0;;d7:2c:df:c1:02:e0;1;1;-78.0;-78.0;-78.0;0.015848931924611107;5.9591984036537755e-06;37;37;37;;0;1;0
Appareil_023;;7b:5b:56:99:77:d5;;7b:5b:56:99:77:d5;1;1;-72.0;-72.0;-72.0;0.06309573444801943;1.7162039769861282e-05;24;24;24;;0;1;0
Appareil_024;;46:6a:33:73:f0:82;;46:6a:33:73:f0:82;1;1;-86.0;-86.0;-86.0;0.0025118864315095825;7.03328200822683e-07;25;25;25;;0;1;0
Appareil_025;;77:3b:db:6e:60:9b;;77:3b:db:6e:60:9b;1;1;-94.0;-94.0;-94.0;0.0003981071705534969;1.0828515039055116e-07;24;24;24;;0;0;1
Appareil_026;;de:f8:9f:5b:4a:dd;;de:f8:9f:5b:4a:dd;1;1;-98.0;-98.0;-98.0;0.0001584893192461111;3.042994929525332e-08;14;14;14;;0;0;1
Appareil_027;;78:bb:56:99:77:d5;;78:bb:56:99:77:d5;2;2;-80.0;-88.0;-72.0;0.03234031382024027;1.7593130718210703e-05;24;24;24;56316.267013549805;0;1;1
