device_id;uuid_principal;adresse_mac_principale;uuid_observes;adresses_mac_observees;nombre_trames;nombre_evenements;rssi_moyen_dbm;rssi_min_dbm;rssi_max_dbm;puissance_moyenne_nw;energie_totale_nj;longueur_moyenne_octets;longueur_min_octets;longueur_max_octets;intervalle_moyen_ms;canal_37;canal_38;canal_39
Appareil_028;;c3:33:a4:59:a5:b9;;c3:33:a4:59:a5:b9;1;1;-84.0;-84.0;-84.0;0.003981071705534969;7.643657674627141e-07;14;14;14;;1;0;0
Appareil_029;;46:68:eb:73:f0:80;;46:68:eb:73:f0:80;1;1;-87.0;-87.0;-87.0;0.001995262314968883;5.586734481912871e-07;25;25;25;;0;1;0
Appareil_030;;61:25:08:03:9e:7f;;61:25:08:03:9e:7f;1;1;-87.0;-87.0;-87.0;0.001995262314968883;5.26749251151785e-07;23;23;23;;1;0;0
Appareil_031;;53:39:db:6e:60:9b;;53:39:db:6e:60:9b;5;5;-91.4;-95.0;-89.0;0.0008259188115913447;1.1232495837642288e-06;24;24;24;15611.174762248993;4;0;1
Appareil_032;;7a:bb:56:99:73:d5;;7a:bb:56:99:73:d5;1;1;-75.0;-75.0;-75.0;0.03162277660168379;8.601395235657991e-06;24;24;24;;0;1;0
Appareil_033;;4f:2c:cc:dd:54:1c;;4f:2c:cc:dd:54:1c;1;1;-76.0;-76.0;-76.0;0.025118864315095822;9.243742067955264e-06;36;36;36;;0;1;0
Appareil_034;;4f:2d:cc:dd:4d:9d;;4f:2d:cc:dd:4d:9d;1;1;-79.0;-79.0;-79.0;0.012589254117941661;3.021420988305999e-06;20;20;20;;1;0;0
Appareil_035;;4f:2d:cc:dd:0c:1d;;4f:2d:cc:dd:0c:1d;2;2;-73.0;-73.0;-73.0;0.05011872336272715;2.445793700101085e-05;20.5;20;21;51267.329931259155;0;2;0
Appareil_036;;dc:f8:8e:5b:4a:cd;;dc:f8:8e:5b:4a:cd;1;1;-96.0;-96.0;-96.0;0.0002511886431509582;4.8228219484983974e-08;14;14;14;;0;0;1
Appareil_037;;46:6b:b5:73:f6:80;;46:6b:b5:73:f6:80;1;1;-89.0;-89.0;-89.0;0.0012589254117941662;3.524991153023665e-07;25;25;25;;1;0;0
Appareil_038;;4f:2d:cc:dd:4c:19;;4f:2d:cc:dd:4c:19;1;1;-75.0;-75.0;-75.0;0.03162277660168379;7.58946638440411e-06;20;20;20;;0;1;0
Appareil_039;;66:6b:b3:73:f0:80;;66:6b:b3:73:f0:80;1;1;-93.0;-93.0;-93.0;0.0005011872336272714;1.4033242541563602e-07;25;25;25;;1;0;0
Appareil_040;;76:35:75:41:2a:1a;;76:35:75:41:2a:1a;30;30;-85.63333333333334;-94.0;-78.0;0.0038704514316243977;3.251179202564494e-05;25;25;25;1412.4567919764027;21;5;4
Appareil_041;;5a:bb:56:99:77:d5;;5a:bb:56:99:77:d5;1;1;-91.0;-91.0;-91.0;0.0007943282347242822;2.1605727984500475e-07;24;24;24;;1;0;0
Appareil_042;;4f:2d:cc:dd:7c:1d;;4f:2d:cc:dd:7c:1d;1;1;-75.0;-75.0;-75.0;0.03162277660168379;7.58946638440411e-06;20;20;20;;0;1;0
Appareil_043;;7f:3d:a2:88:79:9d;;7f:3d:a2:88:79:9d;2;2;-86.0;-87.0;-85.0;0.0025787699875686313;1.3615905534362372e-06;23;23;23;4929.540157318115;1;1;0
Appareil_044;;d3:33:ac:59:a5:b9;;d3:33:ac:59:a5:b9;1;1;-86.0;-86.0;-86.0;0.0025118864315095825;4.822821948498397e-07;14;14;14;;1;0;0
Appareil_045;;76:35:75:43:2a:3a;;76:35:75:43:2a:3a;1;1;-88.0;-88.0;-88.0;0.001584893192461111;4.437700938891111e-07;25;25;25;;1;0;0
Appareil_046;;de:fb:1f:1b:48:dd;;de:fb:1f:1b:48:dd;1;1;-90.0;-90.0;-90.0;0.001;1.92e-07;14;14;14;;1;0;0
Appareil_047;;4f:2d:ce:dd:4c:1d;;4f:2d:ce:dd:4c:1d;1;1;-72.0;-72.0;-72.0;0.06309573444801943;1.514297626752466e-05;20;20;20;;0;1;0
Appareil_048;;53:39:d9:6e:60:9b;;53:39:d9:6e:60:9b;1;1;-91.0;-91.0;-91.0;0.0007943282347242822;2.1605727984500475e-07;24;24;24;;1;0;0
Appareil_049;;7a:bb:56:99:37:d5;;7a:bb:56:99:37:d5;1;1;-87.0;-87.0;-87.0;0.001995262314968883;5.42711349671536e-07;24;24;24;;0;0;1
Appareil_050;;76:35:75:41:2a:da;;76:35:75:41:2a:da;1;1;-84.0;-84.0;-84.0;0.003981071705534969;1.1147000775497914e-06;25;25;25;;1;0;0
Appareil_051;;76:bb:56:9b:77:d5;;76:bb:56:9b:77:d5;1;1;-89.0;-89.0;-89.0;0.0012589254117941662;3.4242771200801313e-07;24;24;24;;0;0;1
Appareil_052;;d3:33:a6:59:a5:b9;;d3:33:a6:59:a5:b9;1;1;-87.0;-87.0;-87.0;0.001995262314968883;3.8309036447402544e-07;14;14;14;;1;0;0
Appareil_053;;4f:2d:4c:dd:4c:1d;;4f:2d:4c:dd:4c:1d;1;1;-83.0;-83.0;-83.0;0.005011872336272715;1.2028493607054515e-06;20;20;20;;0;0;1
Appareil_054;;eb:79:a5:0d:fb:ac;;eb:79:a5:0d:fb:ac;1;1;-74.0;-74.0;-74.0;0.03981071705534969;1.3694886667040296e-05;33;33;33;;0;1;0
Appareil_055;;7a:bb:56:99:77:95;;7a:bb:56:99:77:95;1;1;-87.0;-87.0;-87.0;0.001995262314968883;5.42711349671536e-07;24;24;24;;0;0;1
Appareil_056;;4f:2c:cc:cd:54:1d;;4f:2c:cc:cd:54:1d;1;1;-83.0;-83.0;-83.0;0.005011872336272715;1.2028493607054515e-06;20;20;20;;0;0;1
Appareil_057;;5f:39:db:56:78:9b;;5f:39:db:56:78:9b;1;1;-91.0;-91.0;-91.0;0.0007943282347242822;2.1605727984500475e-07;24;24;24;;1;0;0
Appareil_058;;4f:2d:cc:9d:44:1d;;4f:2d:cc:9d:44:1d;1;1;-82.0;-82.0;-82.0;0.006309573444801942;1.514297626752466e-06;20;20;20;;0;0;1
Appareil_059;;4f:3d:ca:fd:4c:1d;;4f:3d:ca:fd:4c:1d;1;1;-71.0;-71.0;-71.0;0.07943282347242822;1.906387763338277e-05;20;20;20;;0;1;0
Appareil_060;;4f:2d:ec:dd:4c:1d;;4f:2d:ec:dd:4c:1d;1;1;-83.0;-83.0;-83.0;0.005011872336272715;1.2028493607054515e-06;20;20;20;;0;0;1
Appareil_061;;7a:bb:56:99:77:f5;;7a:bb:56:99:77:f5;1;1;-87.0;-87.0;-87.0;0.001995262314968883;5.42711349671536e-07;24;24;24;;0;0;1
Appareil_062;;7a:b8:56:99:77:d5;;7a:b8:56:99:77:d5;1;1;-84.0;-84.0;-84.0;0.003981071705534969;1.0828515039055117e-06;24;24;24;;1;0;0
