temps_s,numero_paquet,message,rssi_dbm,puissance_w,energie_totale_j
0.001203298568725586,1,"PAQUET,0,TAILLE,1,A",-36,2.5118864315095823e-07,6.417014930703755e-05
0.61179518699646,2,"PAQUET,1,TAILLE,1,A",-34,3.981071705534969e-07,6.417014930703755e-05
1.433082103729248,3,"PAQUET,2,TAILLE,1,A",-35,3.162277660168379e-07,6.417014930703755e-05
1.9718248844146729,4,"PAQUET,3,TAILLE,1,A",-37,1.9952623149688787e-07,6.417014930703755e-05
2.5611112117767334,5,"PAQUET,4,TAILLE,1,A",-35,3.162277660168379e-07,6.417014930703755e-05
3.0545711517333984,6,"PAQUET,5,TAILLE,1,A",-37,1.9952623149688787e-07,6.417014930703755e-05
3.5611772537231445,7,"PAQUET,6,TAILLE,1,A",-35,3.162277660168379e-07,6.417014930703755e-05
4.079457998275757,8,"PAQUET,7,TAILLE,1,A",-35,3.162277660168379e-07,6.417014930703755e-05
4.6226584911346436,9,"PAQUET,8,TAILLE,1,A",-34,3.981071705534969e-07,6.417014930703755e-05
5.104833602905273,10,"PAQUET,9,TAILLE,1,A",-36,2.5118864315095823e-07,6.417014930703755e-05
5.6068274974823,11,"PAQUET,10,TAILLE,1,A",-35,3.162277660168379e-07,6.417014930703755e-05
6.392385721206665,12,"PAQUET,11,TAILLE,1,A",-35,3.162277660168379e-07,6.417014930703755e-05
6.911487579345703,13,"PAQUET,12,TAILLE,1,A",-34,3.981071705534969e-07,6.417014930703755e-05
7.440493822097778,14,"PAQUET,13,TAILLE,1,A",-33,5.011872336272725e-07,6.417014930703755e-05
7.973536968231201,15,"PAQUET,14,TAILLE,1,A",-33,5.011872336272725e-07,6.417014930703755e-05
8.97737193107605,16,"PAQUET,15,TAILLE,1,A",-34,3.981071705534969e-07,6.417014930703755e-05
9.927718877792358,17,"PAQUET,16,TAILLE,1,A",-33,5.011872336272725e-07,6.417014930703755e-05
10.94837236404419,18,"PAQUET,17,TAILLE,1,A",-33,5.011872336272725e-07,6.417014930703755e-05
11.960233449935913,19,"PAQUET,18,TAILLE,1,A",-33,5.011872336272725e-07,6.417014930703755e-05
12.938710927963257,20,"PAQUET,19,TAILLE,1,A",-33,5.011872336272725e-07,6.417014930703755e-05
13.964739322662354,21,"PAQUET,20,TAILLE,1,A",-33,5.011872336272725e-07,6.417014930703755e-05
14.961854934692383,22,"PAQUET,21,TAILLE,1,A",-33,5.011872336272725e-07,6.417014930703755e-05
15.952144145965576,23,"PAQUET,22,TAILLE,1,A",-34,3.981071705534969e-07,6.417014930703755e-05
16.954131841659546,24,"PAQUET,23,TAILLE,1,A",-34,3.981071705534969e-07,6.417014930703755e-05
17.9578595161438,25,"PAQUET,24,TAILLE,1,A",-35,3.162277660168379e-07,6.417014930703755e-05
18.939330339431763,26,"PAQUET,25,TAILLE,1,A",-34,3.981071705534969e-07,6.417014930703755e-05
19.979941606521606,27,"PAQUET,26,TAILLE,1,A",-34,3.981071705534969e-07,6.417014930703755e-05
20.935685396194458,28,"PAQUET,27,TAILLE,1,A",-35,3.162277660168379e-07,6.417014930703755e-05
21.933679819107056,29,"PAQUET,28,TAILLE,1,A",-35,3.162277660168379e-07,6.417014930703755e-05
22.937504768371582,30,"PAQUET,29,TAILLE,1,A",-35,3.162277660168379e-07,6.417014930703755e-05
23.939470529556274,31,"PAQUET,30,TAILLE,1,A",-36,2.5118864315095823e-07,6.417014930703755e-05
24.972018718719482,32,"PAQUET,31,TAILLE,1,A",-35,3.162277660168379e-07,6.417014930703755e-05
25.958887577056885,33,"PAQUET,32,TAILLE,1,A",-34,3.981071705534969e-07,6.417014930703755e-05
26.980485439300537,34,"PAQUET,33,TAILLE,1,A",-36,2.5118864315095823e-07,6.417014930703755e-05
27.948266744613647,35,"PAQUET,34,TAILLE,1,A",-35,3.162277660168379e-07,6.417014930703755e-05
28.943576335906982,36,"PAQUET,35,TAILLE,1,A",-35,3.162277660168379e-07,6.417014930703755e-05
29.972678899765015,37,"PAQUET,36,TAILLE,1,A",-35,3.162277660168379e-07,6.417014930703755e-05
30.961633920669556,38,"PAQUET,37,TAILLE,1,A",-36,2.5118864315095823e-07,6.417014930703755e-05
31.938106060028076,39,"PAQUET,38,TAILLE,1,A",-35,3.162277660168379e-07,6.417014930703755e-05
32.96489977836609,40,"PAQUET,39,TAILLE,1,A",-34,3.981071705534969e-07,6.417014930703755e-05
33.97636914253235,41,"PAQUET,40,TAILLE,1,A",-34,3.981071705534969e-07,6.417014930703755e-05
34.97916579246521,42,"PAQUET,41,TAILLE,1,A",-35,3.162277660168379e-07,6.417014930703755e-05
35.974244832992554,43,"PAQUET,42,TAILLE,1,A",-35,3.162277660168379e-07,6.417014930703755e-05
36.9695520401001,44,"PAQUET,43,TAILLE,1,A",-34,3.981071705534969e-07,6.417014930703755e-05
37.95903396606445,45,"PAQUET,44,TAILLE,1,A",-33,5.011872336272725e-07,6.417014930703755e-05
38.987908363342285,46,"PAQUET,45,TAILLE,1,A",-34,3.981071705534969e-07,6.417014930703755e-05
39.94424223899841,47,"PAQUET,46,TAILLE,1,A",-34,3.981071705534969e-07,6.417014930703755e-05
40.94791126251221,48,"PAQUET,47,TAILLE,1,A",-34,3.981071705534969e-07,6.417014930703755e-05
41.94810175895691,49,"PAQUET,48,TAILLE,1,A",-34,3.981071705534969e-07,6.417014930703755e-05
42.948508977890015,50,"PAQUET,49,TAILLE,1,A",-33,5.011872336272725e-07,6.417014930703755e-05
43.95936679840088,51,"PAQUET,50,TAILLE,1,A",-34,3.981071705534969e-07,6.417014930703755e-05
44.97476243972778,52,"PAQUET,51,TAILLE,1,A",-33,5.011872336272725e-07,6.417014930703755e-05
45.978116273880005,53,"PAQUET,52,TAILLE,1,A",-34,3.981071705534969e-07,6.417014930703755e-05
