timestamp_iso;device_id;ancien_niveau;nouveau_niveau;grandeur;valeur;unite
2026-07-23T00:05:30.789947;Appareil_001;INITIAL;ORANGE;RSSI;-64.0;dBm
2026-07-23T00:05:30.998001;Appareil_002;INITIAL;ORANGE;RSSI;-66.0;dBm
2026-07-23T00:05:32.884465;Appareil_002;ORANGE;VERT;RSSI;-71.0;dBm
2026-07-23T00:05:32.989958;Appareil_003;INITIAL;ORANGE;RSSI;-70.0;dBm
2026-07-23T00:05:33.301289;Appareil_002;VERT;ORANGE;RSSI;-59.0;dBm
2026-07-23T00:05:33.407916;Appareil_002;ORANGE;VERT;RSSI;-73.0;dBm
2026-07-23T00:05:33.411036;Appareil_002;VERT;ORANGE;RSSI;-60.0;dBm
2026-07-23T00:05:33.517932;Appareil_002;ORANGE;VERT;RSSI;-75.0;dBm
2026-07-23T00:05:33.626419;Appareil_001;ORANGE;VERT;RSSI;-74.0;dBm
2026-07-23T00:05:33.732633;Appareil_002;VERT;ORANGE;RSSI;-60.0;dBm
2026-07-23T00:05:34.173972;Appareil_002;ORANGE;VERT;RSSI;-74.0;dBm
2026-07-23T00:05:34.179962;Appareil_002;VERT;ORANGE;RSSI;-62.0;dBm
2026-07-23T00:05:34.296351;Appareil_002;ORANGE;VERT;RSSI;-74.0;dBm
2026-07-23T00:05:34.302092;Appareil_001;VERT;ORANGE;RSSI;-70.0;dBm
2026-07-23T00:05:34.510230;Appareil_002;VERT;ORANGE;RSSI;-63.0;dBm
2026-07-23T00:05:39.251504;Appareil_002;ORANGE;VERT;RSSI;-71.0;dBm
2026-07-23T00:05:39.363077;Appareil_002;VERT;ORANGE;RSSI;-62.0;dBm
2026-07-23T00:05:40.618762;Appareil_001;ORANGE;VERT;RSSI;-75.0;dBm
2026-07-23T00:05:40.844810;Appareil_002;ORANGE;VERT;RSSI;-73.0;dBm
2026-07-23T00:05:41.190531;Appareil_002;VERT;ORANGE;RSSI;-69.0;dBm
2026-07-23T00:05:41.431701;Appareil_001;VERT;ORANGE;RSSI;-66.0;dBm
2026-07-23T00:05:41.537645;Appareil_001;ORANGE;VERT;RSSI;-75.0;dBm
2026-07-23T00:05:41.546661;Appareil_002;ORANGE;VERT;RSSI;-74.0;dBm
2026-07-23T00:05:41.553751;Appareil_002;VERT;ORANGE;RSSI;-68.0;dBm
2026-07-23T00:05:41.560615;Appareil_002;ORANGE;VERT;RSSI;-80.0;dBm
2026-07-23T00:05:41.794504;Appareil_002;VERT;ORANGE;RSSI;-70.0;dBm
2026-07-23T00:05:41.800376;Appareil_002;ORANGE;VERT;RSSI;-79.0;dBm
2026-07-23T00:05:41.936071;Appareil_001;VERT;ORANGE;RSSI;-64.0;dBm
2026-07-23T00:05:41.951941;Appareil_002;VERT;ORANGE;RSSI;-69.0;dBm
2026-07-23T00:05:42.176373;Appareil_001;ORANGE;VERT;RSSI;-75.0;dBm
2026-07-23T00:05:42.183593;Appareil_001;VERT;ORANGE;RSSI;-65.0;dBm
