numero;timestamp_s;temps_relatif_s;mac;longueur_payload_octets;type_pdu;rssi_brut_dbm;rssi_calibre_dbm;offset_db;canal;duree_estimee_us;timestamp_fin_s;intervalle_ms;company_id;donnees_brutes;uuid_cible;major_cible;minor_cible
543;1784722660.552274942;133.138602;7a:50:cb:8e:cb:2f;33;0x00;-66;-55.39;10.61;37;344.000;1784722660.552618980;9984.204;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96102200001c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
544;1784722660.843610048;133.429937;7a:50:cb:8e:cb:2f;33;0x00;-63;-52.39;10.61;38;344.000;1784722660.843954086;291.335;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96102200001c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
545;1784722660.870112896;133.456440;7a:50:cb:8e:cb:2f;33;0x00;-64;-53.39;10.61;39;344.000;1784722660.870456934;26.503;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96102200001c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
546;1784722661.140912056;133.727239;7a:50:cb:8e:cb:2f;33;0x00;-63;-52.39;10.61;38;344.000;1784722661.141256094;270.799;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96102200001c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
547;1784722661.167284012;133.753611;7a:50:cb:8e:cb:2f;33;0x00;-65;-54.39;10.61;39;344.000;1784722661.167628050;26.372;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96102200001c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
548;1784722661.384042025;133.970369;7a:50:cb:8e:cb:2f;33;0x00;-62;-51.39;10.61;38;344.000;1784722661.384386063;216.758;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96102200001c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
549;1784722661.410598040;133.996925;7a:50:cb:8e:cb:2f;33;0x00;-64;-53.39;10.61;39;344.000;1784722661.410942078;26.556;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96102200001c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
550;1784722661.675646067;134.261973;7a:50:cb:8e:cb:2f;33;0x00;-62;-51.39;10.61;38;344.000;1784722661.675990105;265.048;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96102200001c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
551;1784722661.708512068;134.294839;7a:50:cb:8e:cb:2f;33;0x00;-65;-54.39;10.61;39;344.000;1784722661.708856106;32.866;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96102200001c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
552;1784722661.960139036;134.546466;7a:50:cb:8e:cb:2f;33;0x00;-63;-52.39;10.61;38;344.000;1784722661.960483074;251.627;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96102200001c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
553;1784722661.981524944;134.567852;7a:50:cb:8e:cb:2f;33;0x00;-65;-54.39;10.61;39;344.000;1784722661.981868982;21.386;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96102200001c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
554;1784722662.240369081;134.826696;7a:50:cb:8e:cb:2f;33;0x00;-65;-54.39;10.61;37;344.000;1784722662.240713120;258.844;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96102200001c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
555;1784722662.272100925;134.858428;7a:50:cb:8e:cb:2f;33;0x00;-62;-51.39;10.61;38;344.000;1784722662.272444963;31.732;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96102200001c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
556;1784722662.304406881;134.890734;7a:50:cb:8e:cb:2f;33;0x00;-65;-54.39;10.61;39;344.000;1784722662.304750919;32.306;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96102200001c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
557;1784722662.812314034;135.398641;7a:50:cb:8e:cb:2f;33;0x00;-62;-51.39;10.61;38;344.000;1784722662.812658072;507.907;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96102200001c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
558;1784722662.833656073;135.419983;7a:50:cb:8e:cb:2f;33;0x00;-65;-54.39;10.61;39;344.000;1784722662.834000111;21.342;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96102200001c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
559;1784722663.097785950;135.684113;7a:50:cb:8e:cb:2f;33;0x00;-63;-52.39;10.61;38;344.000;1784722663.098129988;264.130;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96102200001c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
