parametre;valeur
debut;2026-08-18T14:27:00.914410
motif_arret;arrêt manuel
nombre_mesures;279
energie_totale_j;2.4429343700594904e-11
simulation_activee;False
mcp3208_active;False
ble_actif;True
wifi_actif;False
lora_simulation_active;False
lora_reel_actif;False
