temps_s,numero_paquet,taille_message,message,source,rssi_dbm,puissance_w,energie_j
54.644,1,34,"PAQUET,0,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-66,2.511886431509582e-10,1.3726007147087998e-08
55.41,2,54,"PAQUET,1,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-70,1e-10,7.653613090515137e-11
56.411,3,75,"PAQUET,2,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-71,7.943282347242822e-11,7.952730645608986e-11
57.412,4,113,"PAQUET,3,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-70,1e-10,1.0011212825775147e-10
58.413,5,134,"PAQUET,4,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.58723068380379e-10
59.417,6,34,"PAQUET,5,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.264008772650734e-10
60.42,7,54,"PAQUET,6,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2622324778025308e-10
61.417,8,75,"PAQUET,7,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2551759229053939e-10
62.419,9,113,"PAQUET,8,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5872053666489307e-10
63.42,10,134,"PAQUET,9,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5867882003957271e-10
64.421,11,35,"PAQUET,10,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.260534822570791e-10
65.425,12,55,"PAQUET,11,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.0038364688606844e-10
66.423,13,76,"PAQUET,12,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9910779908658932e-10
67.424,14,114,"PAQUET,13,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.997334973008529e-10
68.426,15,135,"PAQUET,14,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9981988580211515e-10
69.427,16,35,"PAQUET,15,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9970186274504925e-10
70.428,17,55,"PAQUET,16,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9989404861790144e-10
71.429,18,76,"PAQUET,17,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.513910048360452e-10
72.431,19,114,"PAQUET,18,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.516763114556825e-10
73.492,20,135,"PAQUET,19,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.6811244538171972e-10
74.433,21,35,"PAQUET,20,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.491803525515473e-10
75.456,22,55,"PAQUET,21,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.0398870183714703e-10
76.488,23,76,"PAQUET,22,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.5941534334540304e-10
77.437,24,114,"PAQUET,23,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.383926053274021e-10
78.44,25,135,"PAQUET,24,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.000684905970472e-10
79.437,26,35,"PAQUET,25,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1519893165121597e-10
80.449,27,55,"PAQUET,26,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.0203473284521542e-10
81.443,28,76,"PAQUET,27,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.251524283310389e-10
82.445,29,114,"PAQUET,28,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.515648598143842e-10
83.446,30,135,"PAQUET,29,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.259758031244811e-10
84.446,31,35,"PAQUET,30,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9957708463997715e-10
85.448,32,55,"PAQUET,31,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9988919640031953e-10
86.453,33,76,"PAQUET,32,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.592924398571247e-10
87.452,34,114,"PAQUET,33,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.5094250330907967e-10
88.452,35,135,"PAQUET,34,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2589899443038592e-10
89.453,36,35,"PAQUET,35,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2598354702564425e-10
90.454,37,55,"PAQUET,36,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.586540318998896e-10
91.455,38,76,"PAQUET,37,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.261136325591372e-10
92.457,39,114,"PAQUET,38,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2615907545200946e-10
93.458,40,135,"PAQUET,39,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-70,1e-10,1.0008945465087891e-10
94.459,41,35,"PAQUET,40,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-71,7.943282347242822e-11,7.946600330553609e-11
95.461,42,55,"PAQUET,41,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-71,7.943282347242822e-11,7.960730167015815e-11
96.463,43,76,"PAQUET,42,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-71,7.943282347242822e-11,7.959792723100953e-11
97.464,44,114,"PAQUET,43,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-71,7.943282347242822e-11,7.947312409163687e-11
98.465,45,135,"PAQUET,44,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-70,1e-10,1.0018703937530518e-10
99.466,46,35,"PAQUET,45,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-70,1e-10,1.0002882480621338e-10
100.467,47,55,"PAQUET,46,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-70,1e-10,1.0012338161468507e-10
101.471,48,76,"PAQUET,47,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-70,1e-10,1.0044481754302979e-10
102.468,49,114,"PAQUET,48,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-70,1e-10,9.96830701828003e-11
103.472,50,135,"PAQUET,49,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-71,7.943282347242822e-11,7.972136681559693e-11
104.475,51,35,"PAQUET,50,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-70,1e-10,1.0030698776245117e-10
105.476,52,55,"PAQUET,51,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-70,1e-10,1.0006108283996582e-10
106.476,53,76,"PAQUET,52,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-71,7.943282347242822e-11,7.950429646908868e-11
107.478,54,114,"PAQUET,53,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-71,7.943282347242822e-11,7.958084491967203e-11
108.48,55,135,"PAQUET,54,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-72,6.309573444801942e-11,6.323192049556341e-11
109.482,56,35,"PAQUET,55,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-70,1e-10,1.0014564990997315e-10
110.482,57,55,"PAQUET,56,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2590205597270624e-10
111.484,58,76,"PAQUET,57,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5880812646334652e-10
112.489,59,114,"PAQUET,58,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5923394589336028e-10
113.493,60,135,"PAQUET,59,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.0033526742253114e-10
114.488,61,35,"PAQUET,60,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.500077707903352e-10
115.49,62,55,"PAQUET,61,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.517457815813708e-10
116.492,63,76,"PAQUET,62,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9995893513536936e-10
117.495,64,114,"PAQUET,63,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5885513324042853e-10
118.496,65,135,"PAQUET,64,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5873402655188525e-10
119.498,66,35,"PAQUET,65,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.515120984516847e-10
120.494,67,55,"PAQUET,66,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.967108591306691e-10
121.506,68,76,"PAQUET,67,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.0182703890440537e-10
122.501,69,114,"PAQUET,68,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9866781712173537e-10
123.509,70,135,"PAQUET,69,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.0095920551865227e-10
124.504,71,35,"PAQUET,70,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.578107061354875e-10
125.507,72,55,"PAQUET,71,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.0012871517997566e-10
126.506,73,76,"PAQUET,72,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5835442037618925e-10
127.513,74,114,"PAQUET,73,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.0080764507535844e-10
128.509,75,135,"PAQUET,74,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9870715814075735e-10
129.511,76,35,"PAQUET,75,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-70,1e-10,1.0018935203552246e-10
130.512,77,55,"PAQUET,76,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2604132613316017e-10
131.513,78,76,"PAQUET,77,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.26078634928299e-10
132.514,79,114,"PAQUET,78,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.586688065380239e-10
133.521,80,135,"PAQUET,79,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5960659929816954e-10
134.521,81,35,"PAQUET,80,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2580189551463841e-10
135.521,82,55,"PAQUET,81,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9965196101717252e-10
136.521,83,76,"PAQUET,82,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1607086990699923e-10
137.532,84,114,"PAQUET,83,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1967435360221413e-10
138.523,85,135,"PAQUET,84,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.945110825325141e-10
139.53,86,35,"PAQUET,85,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1862704756580387e-10
140.529,87,55,"PAQUET,86,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5821925699867936e-10
141.531,88,76,"PAQUET,87,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-64,3.9810717055349694e-10,3.991018917628801e-10
142.527,89,114,"PAQUET,88,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.502671458889181e-10
143.535,90,135,"PAQUET,89,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.1872807629582977e-10
144.53,91,35,"PAQUET,90,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.577196021647924e-10
145.535,92,55,"PAQUET,91,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-65,3.1622776601683795e-10,3.176669730522592e-10
146.532,93,76,"PAQUET,92,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5807770765225715e-10
147.537,94,114,"PAQUET,93,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.5228507337604624e-10
148.533,95,135,"PAQUET,94,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-70,1e-10,9.960806369781495e-11
149.539,96,35,"PAQUET,95,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.594366342794277e-10
150.539,97,55,"PAQUET,96,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.996190420508325e-10
151.545,98,76,"PAQUET,97,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.5258139939493067e-10
152.537,99,114,"PAQUET,98,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.98044878011587e-10
153.545,100,135,"PAQUET,99,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.0100677627925924e-10
154.54,101,36,"PAQUET,100,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5770739702894233e-10
155.548,102,56,"PAQUET,101,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.01131839808895e-10
156.543,103,77,"PAQUET,102,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.252373110926259e-10
157.552,104,115,"PAQUET,103,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.6000434313704831e-10
158.547,105,136,"PAQUET,104,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.9850517269122011e-10
159.552,106,36,"PAQUET,105,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5930933055596366e-10
160.548,107,56,"PAQUET,106,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-69,1.2589254117941662e-10,1.2531757152561162e-10
161.553,108,77,"PAQUET,107,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.593659351798132e-10
162.553,109,115,"PAQUET,108,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,1.995407405788734e-10
163.558,110,136,"PAQUET,109,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.0033721782371604e-10
164.557,111,36,"PAQUET,110,TAILLE,15,Bonjour famille","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5834463359543022e-10
165.558,112,56,"PAQUET,111,TAILLE,35,JE VIENS DE CONNECTER PAR RAPSBERRY","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.514757464117771e-10
166.558,113,77,"PAQUET,112,TAILLE,56,TU RECOIS MON MESSAGe TEMPO_Projet_Dosimetre_WiFi_2_4GHz","('192.168.10.72', 2390)",-68,1.584893192461111e-10,1.5859602916450304e-10
167.563,114,115,"PAQUET,113,TAILLE,94,MSG_4_TRES_LONG_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-67,1.9952623149688828e-10,2.0040943023831743e-10
168.559,115,136,"PAQUET,114,TAILLE,114,MSG_5_MAX_ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ","('192.168.10.72', 2390)",-66,2.511886431509582e-10,2.5024648451532975e-10
