parametre;valeur
mode_acquisition;Durée limitée
duree_demandee_s;60
nombre_trames_demande;
heure_debut;2026-07-22T17:09:14.433326
heure_fin;2026-07-22T17:10:14.771174
duree_reelle_s;60.33778647500003
nombre_trames_final;21
nombre_appareils_logiques;1
motif_arret;durée atteinte
regle_regroupement;meme UUID OU meme adresse MAC
