parametre;valeur
debut;2026-08-18T14:10:56.140202
motif_arret;arrêt manuel
nombre_mesures;11
energie_totale_j;4.777286046641964e-06
simulation_activee;False
mcp3208_active;False
ble_actif;False
wifi_actif;True
lora_simulation_active;False
lora_reel_actif;False
