device_id;uuid_principal;adresse_mac_principale;uuid_observes;adresses_mac_observees;nombre_trames;nombre_evenements;rssi_moyen_dbm;rssi_min_dbm;rssi_max_dbm;puissance_moyenne_nw;energie_totale_nj;longueur_moyenne_octets;longueur_min_octets;longueur_max_octets;intervalle_moyen_ms;canal_37;canal_38;canal_39
Appareil_001;00112233-4455-6677-8899-aabbccddeeff;55:63:24:3e:d8:6b;00112233-0455-6677-8899-aabbccddeeff | 00112233-4455-6677-8899-48e7519961fa | 00112233-4455-6677-8899-aabbccddeeff | 00112233-4455-6677-88b9-aabbccddeeff | 00112233-4455-6677-a899-aabbccddeeff | 00112233-4457-6677-8899-aabbccddeeff | 00112233-4465-6677-8899-aabbccddeeff | 001122b3-4455-6677-8899-aafbccddeebf;55:63:24:3e:d8:6b;807;775;-56.92565055762082;-71.0;-44.0;12.876922321607273;3.824136883381641;36;36;36;154.94091874253226;68;340;399
