parametre;valeur
debut;2026-08-25T15:54:39.460011
motif_arret;arrêt manuel
nombre_mesures;1041
energie_totale_j;5.985315415388736e-07
simulation_activee;True
mcp3208_active;False
ble_actif;True
wifi_actif;True
lora_simulation_active;True
lora_reel_actif;False
