numero_evenement;timestamp_debut_s;timestamp_fin_s;temps_relatif_s;intervalle_evenements_ms;nombre_trames;canaux_recus;canaux_manquants;rssi_moyen_dbm;rssi_min_dbm;rssi_max_dbm;duree_moyenne_trame_us;duree_radio_totale_us;duree_evenement_ms;longueur_payload_moyenne;types_pdu;company_id;donnees_brutes;uuid_cible;major_cible;minor_cible
225;1784203301.542949915;1784203301.544484138;287.172436;1305.059;2;38,39;37;-49.000;-54;-44;368.000;736.000;1.534;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
226;1784203302.809750080;1784203302.842146158;288.439236;1266.800;2;38,39;37;-49.500;-55;-44;368.000;736.000;32.396;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
227;1784203304.086594105;1784203304.114138126;289.716080;1276.844;2;38,39;37;-49.500;-55;-44;368.000;736.000;27.544;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
228;1784203305.365179062;1784203305.392960072;290.994665;1278.585;2;38,39;37;-49.500;-55;-44;368.000;736.000;27.781;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
229;1784203306.670619011;1784203306.698001146;292.300105;1305.440;2;38,39;37;-49.500;-55;-44;368.000;736.000;27.382;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
230;1784203307.934604883;1784203307.961775064;293.564091;1263.986;2;38,39;37;-44.000;-44;-44;368.000;736.000;27.170;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
231;1784203309.239739895;1784203309.262053013;294.869226;1305.135;2;38,39;37;-46.000;-48;-44;368.000;736.000;22.313;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
232;1784203310.514254093;1784203310.579455137;296.143740;1274.514;3;37,38,39;;-45.000;-47;-44;368.000;1104.000;65.201;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
233;1784203311.796210051;1784203311.818062067;297.425696;1281.956;2;38,39;37;-45.500;-47;-44;368.000;736.000;21.852;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
234;1784203313.084369898;1784203313.084738016;298.713856;1288.160;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
235;1784203314.355078936;1784203314.356542110;299.984565;1270.709;2;38,39;37;-46.000;-48;-44;368.000;736.000;1.463;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
236;1784203315.626219988;1784203315.664873123;301.255706;1271.141;2;38,39;37;-45.500;-47;-44;368.000;736.000;38.653;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
237;1784203316.912106991;1784203316.934052229;302.541593;1285.887;2;38,39;37;-45.500;-47;-44;368.000;736.000;21.945;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
238;1784203318.196544886;1784203318.213413000;303.826031;1284.438;2;38,39;37;-45.500;-47;-44;368.000;736.000;16.868;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
239;1784203319.487689018;1784203319.488057137;305.117175;1291.144;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
240;1784203320.760391951;1784203320.798271179;306.389878;1272.703;2;38,39;37;-45.500;-47;-44;368.000;736.000;37.879;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
241;1784203322.035039902;1784203322.047248125;307.664526;1274.648;2;38,39;37;-45.500;-47;-44;368.000;736.000;12.208;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
242;1784203323.317121983;1784203323.319222212;308.946608;1282.082;2;38,39;37;-45.500;-47;-44;368.000;736.000;2.100;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
243;1784203324.601577997;1784203324.640988111;310.231064;1284.456;2;38,39;37;-46.000;-48;-44;368.000;736.000;39.410;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
244;1784203325.878139973;1784203325.878508091;311.507626;1276.562;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
245;1784203327.165158987;1784203327.192391157;312.794645;1287.019;2;38,39;37;-45.500;-47;-44;368.000;736.000;27.232;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
246;1784203328.423237085;1784203328.447681189;314.052723;1258.078;2;38,39;37;-46.000;-48;-44;368.000;736.000;24.444;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
247;1784203329.707710028;1784203329.740386009;315.337196;1284.473;2;38,39;37;-45.500;-47;-44;368.000;736.000;32.676;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
248;1784203331.006916046;1784203331.039281130;316.636402;1299.206;2;38,39;37;-45.500;-47;-44;368.000;736.000;32.365;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
249;1784203332.287189960;1784203332.315809011;317.916676;1280.274;2;38,39;37;-45.500;-47;-44;368.000;736.000;28.619;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
250;1784203333.565248013;1784203333.565616131;319.194734;1278.058;1;39;37,38;-44.000;-44;-44;368.000;368.000;0.368;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
251;1784203334.844136953;1784203334.871130228;320.473623;1278.889;2;38,39;37;-47.000;-50;-44;368.000;736.000;26.993;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
252;1784203336.139735937;1784203336.167600155;321.769222;1295.599;2;38,39;37;-46.000;-48;-44;368.000;736.000;27.864;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
253;1784203337.413300037;1784203337.468866110;323.042786;1273.564;3;37,38,39;;-45.667;-49;-44;368.000;1104.000;55.566;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
254;1784203338.689888954;1784203338.702385187;324.319375;1276.589;2;38,39;37;-46.500;-49;-44;368.000;736.000;12.496;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
255;1784203339.960294008;1784203339.983145237;325.589780;1270.405;2;38,39;37;-46.500;-49;-44;368.000;736.000;22.851;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
256;1784203341.247426033;1784203341.269397020;326.876912;1287.132;2;38,39;37;-46.500;-49;-44;368.000;736.000;21.971;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
257;1784203342.531702995;1784203342.559763193;328.161189;1284.277;2;38,39;37;-46.500;-49;-44;368.000;736.000;28.060;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
258;1784203343.815665960;1784203343.844061136;329.445152;1283.963;2;38,39;37;-46.000;-48;-44;368.000;736.000;28.395;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
259;1784203345.100749016;1784203345.131787062;330.730235;1285.083;2;38,39;37;-46.000;-48;-44;368.000;736.000;31.038;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
260;1784203346.379204035;1784203346.406404018;332.008690;1278.455;2;38,39;37;-46.500;-49;-44;368.000;736.000;27.200;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
261;1784203347.667757988;1784203347.674342155;333.297244;1288.554;2;38,39;37;-46.500;-49;-44;368.000;736.000;6.584;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
262;1784203348.944240093;1784203348.953546047;334.573726;1276.482;2;38,39;37;-46.000;-48;-44;368.000;736.000;9.306;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
263;1784203350.209105968;1784203350.232472181;335.838592;1264.866;2;38,39;37;-46.000;-48;-44;368.000;736.000;23.366;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
264;1784203351.516886950;1784203351.534954071;337.146373;1307.781;2;38,39;37;-47.000;-50;-44;368.000;736.000;18.067;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
265;1784203352.788688898;1784203352.811407089;338.418175;1271.802;2;38,39;37;-46.500;-49;-44;368.000;736.000;22.718;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
266;1784203354.059993029;1784203354.089094162;339.689479;1271.304;2;38,39;37;-46.000;-48;-44;368.000;736.000;29.101;36.000;0x00;0x004c;0215e20a39f473f54bc4a12f17d1ad07a96100000000c8;e20a39f4-73f5-4bc4-a12f-17d1ad07a961;0;0
