parametre;valeur
debut;2026-08-25T20:56:41.719525
motif_arret;condition d'arrêt atteinte
nombre_mesures;2756
energie_totale_j;4.3810249832743254e-07
simulation_activee;True
mcp3208_active;False
ble_actif;True
wifi_actif;True
lora_simulation_active;True
lora_reel_actif;False
